TEAM,OFF,DEF,NET,PACE,hAST%,hTO%,TOR,AR,STL%,BLK%,EFG%,TS%,PPWS,REB%,OREB%,DREB%,FTR,FFI,Py-W,Py-L,PPR,HHI
CSB,78.12665438672369,68.32276400771939,9.8038903790043,76.9783698945,16.527079843662758,13.73534338358459,19.973143132381423,24.032725069857324,9.174655178695533,8.88888888888889,49.04109589041096,51.361088871096875,1.0272217774219377,57.534246575342465,38.584070796460175,73.37278106508876,0.319634703196347,37.12105884649698,14.323828951927716,1.676171048072284,-1.5143321448276958,0.09810951898712646
SBU,74.49340653660215,68.24466649724532,6.248740039356832,71.2143563658,14.386145870090388,11.87535626068782,16.382464522658342,19.84618559316325,7.114670306983052,6.854130052724077,46.16596638655462,48.820216447029374,0.9764043289405874,53.386809269162214,31.132075471698112,73.3108108108108,0.32142857142857145,33.60984635105463,12.036996137768194,2.9630038622318065,-1.2066306077137332,0.11062687824070085
MU,74.88699263625487,71.40387669968489,3.4831159365699875,75.3635551559,15.26896875734085,12.27390180878553,17.332648351026876,21.56214627400473,10.615210473356173,5.572289156626506,45.65619223659889,48.79234884097909,0.9758469768195818,52.64527320034692,33.333333333333336,73.38129496402878,0.3188539741219963,34.045115260892885,10.908774105057935,5.091225894942065,-1.1423864359706666,0.13528134347303009
League,73.05532483064508,73.05532483064508,0.0,77.8469517041,15.247015416809116,12.2985707500522,17.208373592276757,21.333888529977436,9.719841613921247,7.080546670543762,44.44696077543255,48.04083946379202,0.9608167892758404,50.0,30.296127562642372,69.70387243735765,0.3277470785397228,33.056309398866524,8.0,8.0,-1.1428571428571426,0.009932692715234444
LPU,76.71894814673054,77.19033953319278,-0.4713913864622441,79.5517293632,15.98976654940838,11.021517657270776,15.163089597868915,21.998264701571483,9.899219115707167,3.935860058309038,46.37352674524025,50.93418458360718,1.0186836916721436,46.09053497942387,24.67105263157895,67.54530477759472,0.36083408884859475,32.68690495660804,7.6082755413959395,8.39172445860406,-0.1906957312595334,0.11896385331794876
EAC,69.86211779098173,70.68749302226759,-0.8253752312858609,79.5092916682,15.600451417317606,11.506715939014406,16.350290295948465,22.167220497391668,8.961216796817908,8.430232558139535,42.08695652173913,44.966758750493305,0.899335175009866,47.25519287833828,28.634361233480178,66.26686656671664,0.331304347826087,31.61879264677011,7.250517844157815,8.749482155842184,-0.6071891515880332,0.10800334704196264
CSJL,71.97239682347215,74.42736210613634,-2.4549652826641903,78.2852211219,15.044602822485485,14.45461839807429,19.5598859919586,20.358248685507927,7.664281858073573,8.638743455497382,45.56297709923664,50.294570529557475,1.0058914105911494,48.53896103896104,25.899280575539567,67.15976331360947,0.3187022900763359,33.075552803937256,5.903454592933732,10.096545407066268,-2.243011201700023,0.11869291613256884
UPHSD,66.33625698295711,69.0510860053913,-2.7148290224341878,74.7528388689,16.450988159690127,14.250187068092785,20.380890342332016,23.528518194429626,9.915027734107468,10.377358490566039,41.19496855345912,44.62017276422764,0.8924034552845529,51.59574468085106,31.58730158730159,69.97084548104957,0.2991913746630728,32.378540944373064,5.862429719764854,11.137570280235146,-1.7753241171179392,0.12359424272742241
AU,70.20500891014765,73.37518583137764,-3.170176921229981,81.3243255521,13.567986308156556,10.921947484574156,14.909438126511926,18.521518497367907,12.450149363375939,6.756756756756757,42.34429065743945,45.40574393844502,0.9081148787689004,46.948356807511736,28.343023255813954,68.64406779661017,0.36418685121107264,31.796483213932643,5.2854020897579685,10.71459791024203,-0.9817853003609542,0.11047074398526752
SSCR,74.70986415539103,78.57996973100815,-3.870105575617117,83.5733014721,13.548062845530232,10.379564276817517,14.209083272797093,18.546592903440416,11.29248196943348,3.3236994219653178,43.73996789727127,47.82696119265792,0.9565392238531583,46.36871508379888,28.755364806866954,68.59205776173285,0.26725521669341895,30.80815918888246,4.932813228155907,11.067186771844092,-0.7015735594203854,0.12683629575521468
JRU,73.69665561908977,78.08837468863551,-4.3917190695457435,77.9165275787,15.944234341083536,12.587553427171214,18.048160559777084,22.86100337571764,9.54547158494877,7.927677329624478,42.96160877513711,47.94595610107399,0.9589191220214798,50.35273368606702,33.108108108108105,69.18819188191883,0.3811700182815356,34.035855545843766,4.539334425817316,11.460665574182684,-1.0927733315676587,0.11757434402332362
