,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
MU,338.0,763.0,101.0,378.0,317.0,490.0,166.0,452.0,267.0,243.0,136.0,55.0,361.0,411.0,-78.0,35.0,18.0,3600.0,439.0,1141.0,38.47502191060473,44.29882044560944,26.719576719576718,64.6938775510204,1296.0,618.0,191.0
SBU,275.0,641.0,128.0,503.0,183.0,282.0,168.0,421.0,238.0,170.0,100.0,44.0,330.0,305.0,-77.0,85.0,17.0,3400.0,403.0,1144.0,35.22727272727273,42.90171606864275,25.447316103379723,64.8936170212766,1117.0,589.0,144.0
JRU,430.0,799.0,102.0,384.0,291.0,452.0,188.0,446.0,255.0,249.0,152.0,69.0,405.0,398.0,84.2,181.0,18.0,3600.0,532.0,1183.0,44.97041420118343,53.81727158948686,26.5625,64.38053097345133,1457.0,634.0,221.0
CSJL,384.0,863.0,120.0,481.0,253.0,385.0,256.0,460.0,331.0,212.0,154.0,47.0,355.0,367.0,39.0,125.0,18.0,3600.0,504.0,1344.0,37.5,44.495944380069524,24.948024948024948,65.71428571428571,1381.0,716.0,201.0
LPU,399.0,770.0,137.0,487.0,247.0,399.0,226.0,515.0,353.0,249.0,117.0,57.0,404.0,352.0,-2.0,102.0,18.0,3600.0,536.0,1257.0,42.6412092283214,51.81818181818182,28.13141683778234,61.904761904761905,1456.0,741.0,174.0
SSCR,394.0,728.0,124.0,400.0,336.0,528.0,177.0,536.0,371.0,289.0,111.0,59.0,329.0,433.0,84.6,159.0,17.0,3400.0,518.0,1128.0,45.92198581560284,54.120879120879124,31.0,63.63636363636363,1496.0,713.0,170.0
AU,382.0,823.0,121.0,425.0,286.0,410.0,209.0,556.0,332.0,295.0,127.0,59.0,433.0,361.0,59.0,147.0,18.0,3600.0,503.0,1248.0,40.30448717948718,46.41555285540705,28.470588235294116,69.7560975609756,1413.0,765.0,186.0
CSB,355.0,804.0,114.0,467.0,214.0,352.0,196.0,395.0,240.0,187.0,153.0,51.0,356.0,342.0,-168.0,45.0,18.0,3600.0,469.0,1271.0,36.900078678206135,44.15422885572139,24.411134903640257,60.79545454545455,1266.0,591.0,204.0
UPHSD,286.0,665.0,159.0,560.0,203.0,327.0,215.0,448.0,289.0,243.0,169.0,39.0,358.0,313.0,42.0,144.0,18.0,3600.0,445.0,1225.0,36.326530612244895,43.00751879699248,28.392857142857142,62.079510703363916,1252.0,663.0,208.0
EAC,331.0,777.0,130.0,510.0,287.0,445.0,252.0,549.0,305.0,239.0,128.0,62.0,383.0,385.0,16.0,125.0,18.0,3600.0,461.0,1287.0,35.81973581973582,42.5997425997426,25.49019607843137,64.49438202247191,1339.0,801.0,190.0
League,357.4,763.3,123.6,459.5,261.7,407.0,205.3,477.8,298.1,237.6,134.7,54.2,371.4,366.7,-0.020000000000000285,114.8,17.8,3560.0,481.0,1222.8,39.335950278050376,46.8230053714136,26.89880304678999,64.2997542997543,1347.3,683.1,188.89999999999998
