TEAM,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
CSB,20.066666666666666,45.266666666666666,6.066666666666666,26.866666666666667,11.466666666666667,19.266666666666666,11.533333333333333,21.8,13.4,11.2,9.066666666666666,3.066666666666667,19.866666666666667,18.8,-10.866666666666667,25.0,15.0,200.0,26.133333333333333,72.13333333333334,36.2292051756,44.3298969072,22.5806451613,59.5155709343,69.8,33.333333333333336,12.133333333333333
SBU,16.133333333333333,37.93333333333333,7.133333333333334,29.866666666666667,11.133333333333333,17.0,10.533333333333333,24.333333333333332,13.733333333333333,10.133333333333333,5.933333333333334,2.7333333333333334,19.2,18.066666666666666,-5.933333333333334,62.0,15.0,200.0,23.266666666666666,67.8,34.3166175025,42.5307557118,23.8839285714,65.4901960784,64.8,34.86666666666667,8.666666666666666
MU,18.466666666666665,41.86666666666667,5.733333333333333,20.866666666666667,17.533333333333335,26.866666666666667,9.0,24.733333333333334,14.866666666666667,13.733333333333333,7.4,2.8,19.4,22.8,-3.6,35.0,15.0,200.0,24.2,62.733333333333334,38.5759829968,44.1082802548,27.4760383387,65.2605459057,71.66666666666667,33.733333333333334,10.2
League,20.097402597402596,42.94805194805195,7.058441558441558,26.006493506493506,14.636363636363637,22.720779220779217,11.616883116883116,26.72077922077922,16.597402597402596,13.428571428571429,7.6103896103896105,3.0324675324675328,20.7987012987013,20.525974025974026,-0.0012987012987012987,99.7,15.4,200.0,27.155844155844154,68.95454545454545,39.3822393822,46.7946779559,27.1410736579,64.4184052586,76.0064935064935,38.33766233766234,10.642857142857142
LPU,22.5,42.875,7.625,26.25,14.0,22.5,12.3125,28.625,19.375,14.3125,6.625,3.1875,22.4375,19.6875,0.5,102.0,16.0,200.0,30.125,69.125,43.5804701627,52.4781341108,29.0476190476,62.2222222222,81.875,40.9375,9.8125
EAC,17.866666666666667,42.4,7.933333333333334,28.0,16.466666666666665,25.533333333333335,13.733333333333333,30.333333333333332,17.133333333333333,14.0,7.133333333333334,3.2666666666666666,21.666666666666668,21.866666666666667,1.6,110.0,15.0,200.0,25.8,70.4,36.6477272727,42.1383647799,28.3333333333,64.4908616188,76.0,44.06666666666667,10.4
UPHSD,15.5625,37.0625,8.5625,31.3125,11.125,18.25,12.3125,25.375,15.3125,13.0625,9.3125,2.375,18.625,17.375,2.1875,129.0,16.0,200.0,24.125,68.375,35.2833638026,41.9898819562,27.3453093812,60.9589041096,67.9375,37.6875,11.6875
CSJL,21.5625,47.75,7.0625,27.625,13.375,20.375,13.875,25.75,18.3125,11.1875,8.5,2.8125,20.25,19.9375,2.5625,112.0,16.0,200.0,28.625,75.375,37.9767827529,45.1570680628,25.5656108597,65.6441717791,77.6875,39.625,11.3125
AU,21.333333333333332,45.666666666666664,7.133333333333334,23.533333333333335,16.2,23.266666666666666,11.333333333333334,30.2,18.4,16.333333333333332,7.333333333333333,3.2666666666666666,23.8,19.933333333333334,3.0,122.0,15.0,200.0,28.466666666666665,69.2,41.1368015414,46.7153284672,30.3116147309,69.6275071633,80.26666666666667,41.53333333333333,10.6
JRU,23.8125,44.9375,6.0,21.8125,15.5,23.6875,10.4375,24.75,13.9375,13.625,8.25,3.5625,22.9375,21.75,4.575,155.0,16.0,200.0,29.8125,66.75,44.6629213483,52.9902642559,27.5071633238,65.4353562005,81.125,35.1875,11.8125
SSCR,23.466666666666665,43.666666666666664,7.266666666666667,23.733333333333334,19.866666666666667,30.866666666666667,10.933333333333334,31.466666666666665,21.466666666666665,16.8,6.4,3.2666666666666666,19.733333333333334,25.266666666666666,5.306666666666667,145.0,15.0,200.0,30.733333333333334,67.4,45.5984174085,53.7404580153,30.6179775281,64.3628509719,88.6,42.4,9.666666666666666
