TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%,W%
CSB,203.33333333333334,30.333333333333332,68.8,23.466666666666665,43.46666666666667,6.866666666666666,25.333333333333332,13.133333333333333,22.0,80.66666666666667,13.666666666666666,31.266666666666666,44.93333333333333,18.666666666666668,15.533333333333333,7.333333333333333,3.933333333333333,11.266666666666667,18.866666666666667,19.533333333333335,10.866666666666667,180.0,15.0,13.0,2.0,44.0891472868,53.9877300613,27.1052631579,59.696969697,0.8666666666666667
MU,201.66666666666666,26.533333333333335,67.86666666666666,17.8,37.93333333333333,8.733333333333333,29.933333333333334,13.466666666666667,21.8,75.26666666666667,12.8,25.933333333333334,38.733333333333334,16.466666666666665,13.6,8.133333333333333,2.4,10.533333333333333,23.2,19.133333333333333,3.6133333333333337,144.0,15.0,12.0,3.0,39.0962671906,46.9244288225,29.1759465479,61.7737003058,0.8
SBU,203.33333333333334,24.8,63.46666666666667,15.8,35.93333333333333,9.0,27.533333333333335,12.133333333333333,20.4,70.73333333333333,11.0,28.933333333333334,39.93333333333333,14.133333333333333,11.666666666666666,5.066666666666666,2.6,7.666666666666667,18.133333333333333,19.066666666666666,5.933333333333334,133.0,15.0,10.0,5.0,39.0756302521,43.9703153989,32.6876513317,59.477124183,0.6666666666666666
LPU,203.125,28.25,68.9375,20.8125,40.5625,7.4375,28.375,17.4375,24.875,81.375,9.375,25.625,35.0,17.5,12.0625,7.875,1.6875,9.5625,19.9375,22.25,-0.5,100.0,16.0,8.0,8.0,40.9791477788,51.3097072419,26.2114537445,70.1005025126,0.5
League,203.57142857142856,27.155844155844154,68.95454545454545,20.097402597402596,42.94805194805195,7.058441558441558,26.006493506493506,14.636363636363637,22.733766233766236,76.0064935064935,11.616883116883116,26.727272727272727,38.34415584415584,16.597402597402596,13.435064935064934,7.616883116883116,3.0324675324675328,10.64935064935065,20.7987012987013,20.525974025974026,-0.0012987012987012987,99.7,15.4,7.7,7.7,39.3822393822,46.7946779559,27.1410736579,64.3816052556,0.5
EAC,201.66666666666666,26.066666666666666,71.73333333333333,17.733333333333334,43.4,8.333333333333334,28.333333333333332,13.933333333333334,24.333333333333332,74.4,12.0,26.8,38.8,17.533333333333335,12.933333333333334,7.466666666666667,3.6666666666666665,11.133333333333333,22.2,21.466666666666665,-1.6266666666666665,98.0,15.0,7.0,8.0,36.3382899628,40.8602150538,29.4117647059,57.2602739726,0.4666666666666667
CSJL,207.8125,26.25,65.5,19.0625,38.875,7.1875,26.625,15.4375,20.875,75.125,9.0,28.375,37.375,15.9375,15.3125,6.0,4.125,10.125,20.3125,19.875,-2.5625,90.0,16.0,7.0,9.0,40.0763358779,49.0353697749,26.9953051643,73.9520958084,0.4375
AU,203.33333333333334,28.866666666666667,71.26666666666667,24.466666666666665,51.733333333333334,4.4,19.533333333333335,15.133333333333333,26.466666666666665,77.26666666666667,11.733333333333333,24.933333333333334,36.666666666666664,15.266666666666667,12.466666666666667,10.266666666666667,3.0,13.266666666666667,20.333333333333332,23.266666666666666,-3.0,75.0,15.0,6.0,9.0,40.5051449953,47.293814433,22.5255972696,57.1788413098,0.4
UPHSD,206.25,24.125,66.0,18.3125,42.6875,5.8125,23.3125,11.6875,18.75,65.75,11.8125,28.375,40.1875,17.375,15.0,7.375,3.75,11.125,17.5625,18.3125,-2.1875,67.0,16.0,6.0,10.0,36.553030303,42.8989751098,24.932975871300002,62.3333333333,0.375
SSCR,205.0,29.666666666666668,78.06666666666666,21.666666666666668,46.46666666666667,8.0,31.6,15.933333333333334,21.8,83.26666666666667,12.8,23.666666666666668,36.46666666666667,15.133333333333333,11.533333333333333,9.333333333333334,1.5333333333333334,10.866666666666667,25.8,19.6,-5.333333333333333,52.0,15.0,4.0,11.0,38.0017079419,46.6284074605,25.3164556962,73.0886850153,0.26666666666666666
JRU,200.0,26.875,68.375,21.875,48.5,5.0,19.875,17.8125,26.0625,76.5625,12.25,23.4375,35.6875,17.8125,14.0625,7.4375,3.5625,11.0,21.875,22.6875,-4.5625,58.0,16.0,4.0,12.0,39.3053016453,45.1030927835,25.1572327044,68.345323741,0.25
