TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%,W%
CSB,205.55555555555554,31.0,69.88888888888889,24.444444444444443,44.666666666666664,6.555555555555555,25.22222222222222,12.11111111111111,20.22222222222222,80.66666666666667,14.555555555555555,31.0,45.55555555555556,17.22222222222222,17.22222222222222,8.11111111111111,3.5555555555555554,11.666666666666666,18.22222222222222,18.555555555555557,11.666666666666666,96.0,9,7.0,2.0,44.3561208267,54.7263681592,25.9911894273,59.8901098901,0.7777777777777778
CSJL,208.33333333333334,26.555555555555557,65.44444444444444,19.666666666666668,38.333333333333336,6.888888888888889,27.11111111111111,14.666666666666666,19.0,74.66666666666667,9.88888888888889,29.555555555555557,39.44444444444444,15.88888888888889,15.0,5.666666666666667,5.0,10.666666666666666,20.444444444444443,18.22222222222222,1.7777777777777777,77.0,9,6.0,3.0,40.5772495756,51.3043478261,25.4098360656,77.1929824561,0.6666666666666666
MU,202.77777777777777,26.77777777777778,68.77777777777777,18.22222222222222,38.77777777777778,8.555555555555555,30.0,14.333333333333334,21.88888888888889,76.44444444444444,12.777777777777779,27.444444444444443,40.22222222222222,15.555555555555555,13.0,7.777777777777778,2.0,9.777777777777779,23.77777777777778,19.333333333333332,2.3333333333333335,71.0,9,6.0,3.0,38.9337641357,46.9914040115,28.5185185185,65.4822335025,0.6666666666666666
SBU,205.55555555555554,24.88888888888889,64.44444444444444,16.444444444444443,36.666666666666664,8.444444444444445,27.77777777777778,12.444444444444445,21.666666666666668,70.66666666666667,11.333333333333334,30.444444444444443,41.77777777777778,12.666666666666666,11.444444444444445,4.555555555555555,2.5555555555555554,7.111111111111111,17.444444444444443,20.333333333333332,3.6666666666666665,79.0,9,6.0,3.0,38.6206896552,44.8484848485,30.4,57.4358974359,0.6666666666666666
League,204.44444444444446,27.055555555555557,69.84444444444445,20.044444444444444,43.355555555555554,7.011111111111111,26.48888888888889,14.688888888888888,22.62222222222222,75.8111111111111,12.0,27.311111111111114,39.31111111111111,15.844444444444443,13.455555555555556,7.800000000000001,3.1333333333333333,10.933333333333334,20.644444444444446,20.333333333333332,-0.0044444444444444444,58.5,9,4.5,4.5,38.7368755966,46.2327011789,26.4681208054,64.931237721,0.5
EAC,202.77777777777777,26.0,73.0,18.0,44.666666666666664,8.0,28.333333333333332,14.0,24.555555555555557,74.0,12.11111111111111,27.22222222222222,39.333333333333336,17.555555555555557,13.333333333333334,7.444444444444445,4.111111111111111,11.555555555555555,22.666666666666668,21.333333333333332,-1.3777777777777778,56.0,9,4.0,5.0,35.6164383562,40.2985074627,28.2352941176,57.0135746606,0.4444444444444444
LPU,202.77777777777777,28.22222222222222,70.55555555555556,20.0,40.44444444444444,8.222222222222221,30.11111111111111,17.0,24.333333333333332,81.66666666666667,9.222222222222221,25.444444444444443,34.666666666666664,17.11111111111111,10.88888888888889,7.555555555555555,1.7777777777777777,9.333333333333334,20.11111111111111,21.333333333333332,-3.4444444444444446,50.0,9,4.0,5.0,40.0,49.4505494505,27.3062730627,69.8630136986,0.4444444444444444
UPHSD,208.33333333333334,24.555555555555557,68.33333333333333,18.666666666666668,44.111111111111114,5.888888888888889,24.22222222222222,11.333333333333334,18.11111111111111,66.33333333333333,12.11111111111111,30.22222222222222,42.333333333333336,16.666666666666668,14.222222222222221,7.555555555555555,3.5555555555555554,11.11111111111111,17.444444444444443,17.77777777777778,-1.4444444444444444,48.0,9,4.0,5.0,35.9349593496,42.3173803526,24.3119266055,62.5766871166,0.4444444444444444
AU,205.55555555555554,29.444444444444443,71.66666666666667,25.0,53.55555555555556,4.444444444444445,18.11111111111111,14.88888888888889,26.333333333333332,78.22222222222223,11.222222222222221,26.333333333333332,37.55555555555556,14.777777777777779,13.222222222222221,10.222222222222221,2.6666666666666665,12.88888888888889,21.0,23.555555555555557,-1.2222222222222223,38.0,9,3.0,6.0,41.0852713178,46.6804979253,24.5398773006,56.5400843882,0.3333333333333333
JRU,200.0,25.666666666666668,68.55555555555556,19.88888888888889,47.333333333333336,5.777777777777778,21.22222222222222,19.22222222222222,27.77777777777778,76.33333333333333,13.11111111111111,22.666666666666668,35.77777777777778,17.0,14.666666666666666,8.777777777777779,4.555555555555555,13.333333333333334,19.555555555555557,23.11111111111111,-4.111111111111111,44.0,9,3.0,6.0,37.4392220421,42.0187793427,27.2251308901,69.2,0.3333333333333333
SSCR,202.77777777777777,27.444444444444443,77.77777777777777,20.11111111111111,45.0,7.333333333333333,32.77777777777778,16.88888888888889,22.333333333333332,79.11111111111111,13.666666666666666,22.77777777777778,36.44444444444444,14.0,11.555555555555555,10.333333333333334,1.5555555555555556,11.88888888888889,25.77777777777778,19.77777777777778,-7.888888888888889,26.0,9,2.0,7.0,35.2857142857,44.6913580247,22.3728813559,75.6218905473,0.2222222222222222
