TEAM,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
CSB,17.2,42.4,5.4,28.2,10.8,19.4,12.4,22.2,11.2,12.4,7.2,3.8,19.4,19.4,-13.0,14,5,200.0,22.6,70.6,32.0113314448,40.5660377358,19.1489361702,55.6701030928,61.4,34.6,11.0
SBU,14.6,37.8,8.6,34.8,12.2,19.2,12.8,24.6,14.0,9.4,6.8,2.6,23.8,19.0,-5.0,25,5,200.0,23.2,72.6,31.955922865,38.6243386243,24.7126436782,63.5416666667,67.2,37.4,9.4
MU,17.75,44.5,5.5,21.25,15.75,24.0,9.75,29.25,14.75,14.75,7.5,3.25,17.75,22.25,-2.75,13,4,200.0,23.25,65.75,35.36121673,39.8876404494,25.8823529412,65.625,67.75,39.0,10.75
League,19.56,43.46,6.68,26.139999999999997,14.9,23.46,12.2,27.839999999999996,15.34,13.319999999999999,7.58,3.4200000000000004,21.619999999999997,21.22,0.0,33,5,200.0,26.24,69.6,37.7011494253,45.0069028992,25.5547054323,63.5123614663,74.06,40.04,11.0
UPHSD,18.166666666666668,40.833333333333336,6.333333333333333,27.833333333333332,11.5,20.333333333333332,12.666666666666666,26.833333333333332,13.333333333333334,12.833333333333334,9.333333333333334,2.1666666666666665,19.833333333333332,18.0,0.16666666666666666,26,6,200.0,24.5,68.66666666666667,35.6796116505,44.4897959184,22.754491018,56.5573770492,66.83333333333333,39.5,11.5
CSJL,20.8,46.4,6.6,26.6,14.2,22.6,13.6,22.4,15.0,11.2,8.8,3.4,21.4,21.4,1.0,25,5,200.0,27.4,73.0,37.5342465753,44.8275862069,24.8120300752,62.8318584071,75.6,36.0,12.2
AU,20.0,45.2,8.4,27.6,15.8,21.8,10.0,31.6,18.0,15.6,7.0,5.0,24.0,18.4,1.2,52,5,200.0,28.4,72.8,39.010989011,44.2477876106,30.4347826087,72.4770642202,81.0,41.6,12.0
EAC,18.4,45.0,6.2,26.0,15.4,27.6,16.2,32.8,15.4,14.0,7.2,3.0,23.2,22.8,2.2,40,5,200.0,24.6,71.0,34.6478873239,40.8888888889,23.8461538462,55.7971014493,70.8,49.0,10.2
LPU,25.0,48.5,7.25,25.25,16.25,25.75,14.5,30.5,18.5,13.0,7.25,3.5,21.75,23.5,2.25,28,4,200.0,32.25,73.75,43.7288135593,51.5463917526,28.7128712871,63.1067961165,88.0,45.0,10.75
JRU,22.0,42.8,6.8,21.0,15.6,22.2,10.2,25.6,14.0,12.8,8.2,4.0,24.0,20.0,6.0,56,5,200.0,28.8,63.8,45.1410658307,51.4018691589,32.380952381,70.2702702703,80.0,35.8,12.2
SSCR,22.166666666666668,43.0,5.833333333333333,22.166666666666668,21.333333333333332,31.333333333333332,10.166666666666666,32.666666666666664,19.333333333333332,16.833333333333332,6.333333333333333,3.6666666666666665,20.833333333333332,27.5,6.5,51,6,200.0,28.0,65.16666666666667,42.9667519182,51.5503875969,26.3157894737,68.085106383,83.16666666666667,42.833333333333336,10.0
