,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
A. Acop,AU,43.0666666666,3.0,13.0,23.076923076923077,3.0,10.0,30.0,0.0,3.0,0.0,3.0,4.0,75.0,9.0,5.0,4.0,9.0,7.0,1.0,3.0,0.0,3.0,4.0,4.0,10.0,1.0,8.0
C. Libang,AU,89.8666666668,14.0,31.0,45.16129032258065,14.0,29.0,48.275862068965516,0.0,2.0,0.0,1.0,7.0,14.285714285714286,29.0,9.0,10.0,19.0,4.0,5.0,7.0,0.0,7.0,14.0,10.0,-21.0,5.0,13.0
J. Capulong,AU,340.85000000009995,66.0,149.0,44.29530201342282,58.0,117.0,49.572649572649574,8.0,32.0,25.0,33.0,65.0,50.76923076923077,173.0,21.0,63.0,84.0,12.0,16.0,17.0,12.0,29.0,41.0,64.0,-56.0,5.0,14.0
J. De Leon,AU,27.4499999999,2.0,5.0,40.0,1.0,2.0,50.0,1.0,3.0,33.333333333333336,3.0,4.0,75.0,8.0,1.0,2.0,3.0,5.0,2.0,3.0,0.0,3.0,3.0,4.0,1.0,1.0,6.0
J. Dela Cruz,AU,11.6666666667,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,-14.0,2.0,5.0
J. Espiritu,AU,16.366666666500002,1.0,5.0,20.0,0.0,3.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,-26.0,0.0,7.0
B. Rosalin,AU,5.2333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-12.0,2.0,3.0
K. Flores,AU,37.050000000000004,6.0,18.0,33.333333333333336,5.0,12.0,41.666666666666664,1.0,6.0,16.666666666666668,0.0,1.0,0.0,13.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,6.0,1.0,-18.0,2.0,5.0
K. Vinoya,AU,357.95000000000005,57.0,134.0,42.53731343283582,40.0,77.0,51.94805194805195,17.0,57.0,29.82456140350877,21.0,39.0,53.84615384615385,152.0,8.0,57.0,65.0,25.0,28.0,17.0,2.0,19.0,32.0,32.0,6.0,5.0,14.0
J. Hernal,AU,214.9000000001,23.0,59.0,38.983050847457626,23.0,53.0,43.39622641509434,0.0,6.0,0.0,25.0,46.0,54.34782608695652,71.0,31.0,34.0,65.0,17.0,11.0,14.0,10.0,24.0,31.0,34.0,5.0,5.0,13.0
A. Estacio,AU,26.5333333334,2.0,6.0,33.333333333333336,2.0,6.0,33.333333333333336,0.0,0.0,0.0,2.0,4.0,50.0,6.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,5.0,5.0,-16.0,1.0,7.0
Y. Camay,AU,200.2333333333,24.0,51.0,47.05882352941177,20.0,34.0,58.8235294117647,4.0,17.0,23.529411764705884,14.0,20.0,70.0,66.0,6.0,15.0,21.0,18.0,16.0,7.0,0.0,7.0,25.0,22.0,2.0,5.0,14.0
A. Borromeo,AU,242.0,19.0,49.0,38.775510204081634,19.0,44.0,43.18181818181818,0.0,5.0,0.0,3.0,11.0,27.272727272727273,41.0,14.0,30.0,44.0,26.0,8.0,15.0,0.0,15.0,28.0,15.0,-8.0,5.0,14.0
R. Abiera,AU,175.1999999999,25.0,89.0,28.089887640449437,10.0,33.0,30.303030303030305,15.0,56.0,26.785714285714285,23.0,32.0,71.875,88.0,4.0,15.0,19.0,10.0,12.0,6.0,1.0,7.0,14.0,18.0,-42.0,5.0,13.0
W. Miller,AU,114.83333333339999,14.0,38.0,36.8421052631579,12.0,31.0,38.70967741935484,2.0,7.0,28.571428571428573,3.0,5.0,60.0,33.0,8.0,14.0,22.0,4.0,6.0,5.0,0.0,5.0,6.0,9.0,-2.0,4.0,13.0
T. Ongotan,AU,343.1999999999,62.0,162.0,38.27160493827161,57.0,121.0,47.107438016528924,5.0,41.0,12.195121951219512,34.0,49.0,69.38775510204081,163.0,35.0,43.0,78.0,28.0,23.0,25.0,6.0,31.0,31.0,44.0,-9.0,5.0,14.0
E. Geronimo,AU,264.0,36.0,65.0,55.38461538461539,32.0,53.0,60.37735849056604,4.0,12.0,33.333333333333336,9.0,20.0,45.0,85.0,10.0,16.0,26.0,23.0,21.0,5.0,3.0,8.0,13.0,15.0,-9.0,5.0,14.0
S. Valencia,AU,338.1833333334,51.0,135.0,37.77777777777778,43.0,101.0,42.57425742574257,8.0,34.0,23.529411764705884,26.0,51.0,50.98039215686274,136.0,16.0,40.0,56.0,32.0,21.0,17.0,3.0,20.0,26.0,41.0,-36.0,5.0,14.0
J. Morales,CSB,144.08333333340002,12.0,42.0,28.571428571428573,4.0,10.0,40.0,8.0,32.0,25.0,4.0,8.0,50.0,36.0,7.0,22.0,29.0,8.0,6.0,3.0,1.0,4.0,13.0,5.0,23.0,10.0,12.0
