TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%
AU,3050.0,433.0,1069.0,367.0,776.0,66.0,293.0,227.0,397.0,1159.0,176.0,374.0,550.0,229.0,187.0,154.0,45.0,199.0,305.0,349.0,-45.0,75.0,15.0,6.0,9.0,40.50514499532273,47.29381443298969,22.525597269624573,57.178841309823675
CSB,2850.0,425.0,968.0,326.0,608.0,99.0,360.0,178.0,303.0,1127.0,194.0,438.0,632.0,250.0,218.0,104.0,54.0,158.0,270.0,274.0,158.0,168.0,14.0,12.0,2.0,43.90495867768595,53.61842105263158,27.5,58.745874587458744
CSJL,3125.0,391.0,972.0,287.0,580.0,104.0,392.0,238.0,323.0,1124.0,135.0,431.0,566.0,234.0,236.0,88.0,65.0,153.0,306.0,305.0,-36.0,90.0,15.0,7.0,8.0,40.22633744855967,49.48275862068966,26.53061224489796,73.6842105263158
EAC,3025.0,391.0,1076.0,266.0,651.0,125.0,425.0,209.0,365.0,1116.0,180.0,402.0,582.0,263.0,194.0,112.0,55.0,167.0,333.0,322.0,-24.4,98.0,15.0,7.0,8.0,36.33828996282528,40.86021505376344,29.41176470588235,57.26027397260274
JRU,3000.0,400.0,1029.0,326.0,726.0,74.0,303.0,271.0,396.0,1145.0,182.0,348.0,530.0,264.0,209.0,113.0,55.0,168.0,322.0,344.0,-71.0,58.0,15.0,4.0,11.0,38.87269193391642,44.90358126721763,24.422442244224424,68.43434343434343
LPU,3050.0,423.0,1047.0,308.0,613.0,115.0,434.0,259.0,366.0,1220.0,145.0,389.0,534.0,263.0,180.0,115.0,25.0,140.0,300.0,328.0,-10.0,89.0,15.0,7.0,8.0,40.401146131805156,50.24469820554649,26.497695852534562,70.76502732240438
MU,2825.0,374.0,961.0,255.0,545.0,119.0,416.0,191.0,307.0,1058.0,186.0,371.0,557.0,226.0,190.0,107.0,35.0,142.0,332.0,275.0,40.2,132.0,14.0,11.0,3.0,38.91779396462019,46.788990825688074,28.60576923076923,62.214983713355046
SBU,3050.0,372.0,952.0,237.0,539.0,135.0,413.0,182.0,306.0,1061.0,165.0,434.0,599.0,212.0,175.0,76.0,39.0,115.0,272.0,286.0,89.0,133.0,15.0,10.0,5.0,39.075630252100844,43.970315398886825,32.68765133171913,59.47712418300654
SSCR,3075.0,445.0,1171.0,325.0,697.0,120.0,474.0,239.0,327.0,1249.0,192.0,355.0,547.0,227.0,173.0,140.0,23.0,163.0,387.0,294.0,-80.0,52.0,15.0,4.0,11.0,38.00170794192997,46.62840746054519,25.31645569620253,73.08868501529052
UPHSD,3100.0,362.0,996.0,271.0,636.0,91.0,360.0,180.0,285.0,995.0,174.0,431.0,605.0,261.0,214.0,110.0,56.0,166.0,269.0,277.0,-21.0,67.0,15.0,6.0,9.0,36.34538152610442,42.61006289308176,25.27777777777778,63.1578947368421
League,3015.0,401.6,1024.1,296.8,637.1,104.8,387.0,217.4,337.5,1125.4,172.9,397.3,570.2,242.9,197.6,111.9,45.2,157.1,309.6,305.4,-0.02,96.2,14.8,7.4,7.4,39.21492041792794,46.58609323497096,27.080103359173126,64.41481481481482
