TEAM,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
CSB,20.214285714285715,45.5,5.714285714285714,26.357142857142858,11.642857142857142,19.857142857142858,11.714285714285714,21.714285714285715,12.857142857142858,11.357142857142858,9.142857142857142,3.2142857142857144,19.928571428571427,19.214285714285715,-11.285714285714286,25.0,14.0,200.0,25.928571428571427,71.85714285714286,36.083499006,44.4270015699,21.6802168022,58.6330935252,69.21428571428571,33.42857142857143,12.357142857142858
SBU,16.133333333333333,37.93333333333333,7.133333333333334,29.866666666666667,11.133333333333333,17.0,10.533333333333333,24.333333333333332,13.733333333333333,10.133333333333333,5.933333333333334,2.7333333333333334,19.2,18.066666666666666,-5.933333333333334,62.0,15.0,200.0,23.266666666666666,67.8,34.3166175025,42.5307557118,23.8839285714,65.4901960784,64.8,34.86666666666667,8.666666666666666
MU,18.214285714285715,41.5,6.0,21.428571428571427,18.285714285714285,27.714285714285715,8.571428571428571,24.928571428571427,14.714285714285714,12.928571428571429,7.357142857142857,2.7142857142857144,19.928571428571427,23.285714285714285,-2.857142857142857,35.0,14.0,200.0,24.214285714285715,62.92857142857143,38.4790011351,43.8898450947,28.0,65.9793814433,72.71428571428571,33.5,10.071428571428571
League,20.054054054054053,43.0472972972973,7.081081081081081,26.14864864864865,14.68918918918919,22.804054054054053,11.682432432432432,26.844594594594593,16.41216216216216,13.35135135135135,7.5608108108108105,3.054054054054054,20.91891891891892,20.635135135135133,-0.0013513513513513512,96.2,14.8,200.0,27.135135135135137,69.19594594594594,39.2149204179,46.586093235,27.0801033592,64.4148148148,76.04054054054055,38.52702702702703,10.614864864864863
LPU,22.4,42.4,7.733333333333333,27.0,14.0,22.6,12.2,28.733333333333334,19.266666666666666,14.2,6.666666666666667,3.2666666666666666,22.066666666666666,19.733333333333334,0.6666666666666666,102.0,15.0,200.0,30.133333333333333,69.4,43.4197886647,52.8301886792,28.6419753086,61.9469026549,82.0,40.93333333333333,9.933333333333334
UPHSD,15.8,37.93333333333333,8.333333333333334,31.2,11.133333333333333,18.133333333333333,12.733333333333333,25.866666666666667,14.933333333333334,13.0,8.933333333333334,2.466666666666667,18.8,17.733333333333334,1.4,117.0,15.0,200.0,24.133333333333333,69.13333333333334,34.9083895853,41.6520210896,26.7094017094,61.3970588235,67.73333333333333,38.6,11.4
EAC,17.866666666666667,42.4,7.933333333333334,28.0,16.466666666666665,25.533333333333335,13.733333333333333,30.333333333333332,17.133333333333333,14.0,7.133333333333334,3.2666666666666666,21.666666666666668,21.866666666666667,1.6,110.0,15.0,200.0,25.8,70.4,36.6477272727,42.1383647799,28.3333333333,64.4908616188,76.0,44.06666666666667,10.4
CSJL,21.266666666666666,48.0,7.266666666666667,28.133333333333333,13.0,20.066666666666666,14.066666666666666,25.4,17.533333333333335,10.933333333333334,8.733333333333333,2.6666666666666665,20.733333333333334,20.0,2.4,100.0,15.0,200.0,28.533333333333335,76.13333333333334,37.4781085814,44.3055555556,25.8293838863,64.7840531561,77.33333333333333,39.46666666666667,11.4
AU,21.333333333333332,45.666666666666664,7.133333333333334,23.533333333333335,16.2,23.266666666666666,11.333333333333334,30.2,18.4,16.333333333333332,7.333333333333333,3.2666666666666666,23.8,19.933333333333334,3.0,122.0,15.0,200.0,28.466666666666665,69.2,41.1368015414,46.7153284672,30.3116147309,69.6275071633,80.26666666666667,41.53333333333333,10.6
JRU,23.733333333333334,45.53333333333333,6.133333333333334,21.933333333333334,15.2,23.133333333333333,10.8,25.0,13.733333333333333,13.666666666666666,8.066666666666666,3.6666666666666665,23.2,21.333333333333332,4.746666666666667,144.0,15.0,200.0,29.866666666666667,67.46666666666667,44.2687747036,52.1229868228,27.9635258359,65.7060518732,81.06666666666666,35.8,11.733333333333333
SSCR,23.466666666666665,43.666666666666664,7.266666666666667,23.733333333333334,19.866666666666667,30.866666666666667,10.933333333333334,31.466666666666665,21.466666666666665,16.8,6.4,3.2666666666666666,19.733333333333334,25.266666666666666,5.306666666666667,145.0,15.0,200.0,30.733333333333334,67.4,45.5984174085,53.7404580153,30.6179775281,64.3628509719,88.6,42.4,9.666666666666666
