TEAM,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
SBU,14.0,38.0,6.0,31.0,17.0,26.0,11.0,26.0,8.0,10.0,6.0,0.0,25.0,22.0,-16.0,0,1,200.0,20.0,69.0,28.9855072464,36.8421052632,19.3548387097,65.3846153846,63.0,37.0,6.0
UPHSD,14.0,38.0,6.0,17.0,20.0,34.0,11.0,22.0,15.0,16.0,7.0,3.0,23.0,26.0,-16.0,0,1,200.0,20.0,55.0,36.3636363636,36.8421052632,35.2941176471,58.8235294118,66.0,33.0,10.0
CSB,19.0,40.0,6.0,31.0,9.0,14.0,11.0,23.0,14.0,16.0,12.0,2.0,21.0,15.0,-13.0,0,1,200.0,25.0,71.0,35.2112676056,47.5,19.3548387097,64.2857142857,65.0,34.0,14.0
SSCR,22.0,34.0,5.0,23.0,25.0,33.0,12.0,25.0,16.0,22.0,5.0,4.0,25.0,28.0,-7.0,0,1,200.0,27.0,57.0,47.3684210526,64.7058823529,21.7391304348,75.7575757576,84.0,37.0,9.0
EAC,28.0,67.0,4.0,19.0,12.0,29.0,14.0,43.0,14.0,10.0,7.0,0.0,28.0,26.0,-7.0,0,1,200.0,32.0,86.0,37.2093023256,41.7910447761,21.0526315789,41.3793103448,80.0,57.0,7.0
League,21.6,45.6,6.0,25.0,16.3,25.5,12.8,29.3,15.3,13.9,7.5,3.6,24.0,23.6,0.0,7,1,200.0,27.6,70.6,39.0934844193,47.3684210526,24.0,63.9215686275,77.5,42.1,11.1
CSJL,30.0,55.0,4.0,31.0,19.0,24.0,17.0,17.0,16.0,8.0,11.0,1.0,28.0,25.0,7.0,13,1,200.0,34.0,86.0,39.5348837209,54.5454545455,12.9032258065,79.1666666667,91.0,34.0,12.0
AU,20.0,53.0,10.0,30.0,17.0,28.0,8.0,40.0,22.0,10.0,4.0,11.0,27.0,26.0,7.0,14,1,200.0,30.0,83.0,36.1445783133,37.7358490566,33.3333333333,60.7142857143,87.0,48.0,15.0
MU,28.0,51.0,3.0,17.0,13.0,17.0,12.0,35.0,14.0,20.0,10.0,5.0,15.0,21.0,13.0,13,1,200.0,31.0,68.0,45.5882352941,54.9019607843,17.6470588235,76.4705882353,78.0,47.0,15.0
LPU,17.0,36.0,11.0,28.0,12.0,21.0,15.0,37.0,18.0,15.0,5.0,5.0,22.0,25.0,16.0,15,1,200.0,28.0,64.0,43.75,47.2222222222,39.2857142857,57.1428571429,79.0,52.0,10.0
JRU,24.0,44.0,5.0,23.0,19.0,29.0,17.0,25.0,16.0,12.0,8.0,5.0,26.0,22.0,16.0,15,1,200.0,29.0,67.0,43.2835820896,54.5454545455,21.7391304348,65.5172413793,82.0,42.0,13.0
