TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%,W%
CSB,207.14285714285714,31.428571428571427,70.57142857142857,24.571428571428573,45.42857142857143,6.857142857142857,25.142857142857142,11.857142857142858,20.142857142857142,81.57142857142857,14.428571428571429,32.142857142857146,46.57142857142857,17.428571428571427,16.714285714285715,7.571428571428571,3.7142857142857144,11.285714285714286,18.571428571428573,18.857142857142858,13.142857142857142,84.0,7.0,6.0,1.0,44.5344129555,54.0880503145,27.2727272727,58.865248227,0.8571428571428571
MU,200.0,26.875,68.75,18.625,38.875,8.25,29.875,15.375,23.5,77.375,13.125,27.125,40.25,15.75,12.625,8.125,1.875,10.0,25.125,19.75,3.5,71.0,8.0,6.0,2.0,39.0909090909,47.9099678457,27.6150627615,65.4255319149,0.75
CSJL,209.375,26.125,65.625,19.125,38.125,7.0,27.5,15.0,19.25,74.25,9.875,29.0,38.875,15.375,14.875,5.75,5.125,10.875,20.875,18.375,0.5,66.0,8.0,5.0,3.0,39.8095238095,50.1639344262,25.4545454545,77.9220779221,0.625
SBU,203.57142857142858,24.714285714285715,63.857142857142854,17.0,38.0,7.714285714285714,25.857142857142858,13.857142857142858,24.142857142857142,71.0,12.285714285714286,31.714285714285715,44.0,12.142857142857142,12.0,4.285714285714286,2.7142857142857144,7.0,17.857142857142858,22.428571428571427,3.5714285714285716,54.0,7.0,4.0,3.0,38.7024608501,44.7368421053,29.8342541436,57.3964497041,0.5714285714285714
LPU,203.125,28.875,70.375,20.25,40.375,8.625,30.0,17.25,25.125,83.625,9.375,25.375,34.75,17.375,11.375,7.0,1.625,8.625,20.5,21.875,-2.375,50.0,8.0,4.0,4.0,41.0301953819,50.1547987616,28.75,68.6567164179,0.5
UPHSD,209.375,25.0,69.625,19.125,44.75,5.875,24.875,11.0,18.0,66.875,12.625,30.625,43.25,16.875,15.125,7.625,3.75,11.375,18.0,18.0,-1.5,48.0,8.0,4.0,4.0,35.9066427289,42.7374301676,23.6180904523,61.1111111111,0.5
League,204.60526315789474,27.039473684210527,69.97368421052632,20.092105263157894,43.46052631578948,6.947368421052632,26.513157894736842,15.171052631578947,23.36842105263158,76.19736842105264,12.092105263157896,27.48684210526316,39.578947368421055,15.789473684210527,13.276315789473685,7.565789473684211,3.197368421052632,10.763157894736842,21.23684210526316,20.894736842105267,0.0,49.6,7.6,3.8,3.8,38.6423467469,46.2306993642,26.2034739454,64.9211711712,0.5
EAC,203.57142857142858,24.571428571428573,73.0,16.142857142857142,43.285714285714285,8.428571428571429,29.714285714285715,14.714285714285714,26.285714285714285,72.28571428571429,12.285714285714286,26.428571428571427,38.714285714285715,17.142857142857142,11.428571428571429,7.428571428571429,4.0,11.428571428571429,22.857142857142858,21.857142857142858,-1.5714285714285714,41.0,7.0,3.0,4.0,33.6594911937,37.2937293729,28.3653846154,55.9782608696,0.42857142857142855
JRU,200.0,25.285714285714285,66.71428571428571,19.285714285714285,45.857142857142854,6.0,20.857142857142858,21.0,29.857142857142858,77.57142857142857,12.571428571428571,22.714285714285715,35.285714285714285,17.142857142857142,14.285714285714286,7.571428571428571,5.0,12.571428571428571,20.142857142857142,24.428571428571427,-4.857142857142857,29.0,7.0,2.0,5.0,37.9014989293,42.0560747664,28.7671232877,70.3349282297,0.2857142857142857
AU,206.25,30.0,73.125,25.75,55.125,4.25,18.0,14.625,25.625,78.875,11.25,27.375,38.625,15.25,13.0,9.5,2.875,12.375,21.25,23.75,-1.625,27.0,8.0,2.0,6.0,41.0256410256,46.7120181406,23.6111111111,57.0731707317,0.25
SSCR,203.125,27.25,77.375,20.625,44.625,6.625,32.75,17.125,22.625,78.25,13.5,22.75,36.25,13.5,11.5,10.375,1.625,12.0,26.5,20.125,-7.5,26.0,8.0,2.0,6.0,35.2180936995,46.218487395,20.2290076336,75.6906077348,0.25
