,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
A. Acop,AU,36.116666666600004,3.0,10.0,30.0,3.0,7.0,42.857142857142854,0.0,3.0,0.0,1.0,2.0,50.0,7.0,3.0,3.0,6.0,6.0,1.0,3.0,0.0,3.0,4.0,3.0,7.0,1.0,6.0
C. Libang,AU,49.40000000010001,7.0,14.0,50.0,7.0,14.0,50.0,0.0,0.0,0.0,1.0,5.0,20.0,15.0,4.0,7.0,11.0,2.0,3.0,2.0,0.0,2.0,8.0,7.0,-8.0,2.0,7.0
J. Capulong,AU,176.76666666670002,33.0,71.0,46.478873239436616,31.0,64.0,48.4375,2.0,7.0,28.571428571428573,25.0,44.0,56.81818181818182,93.0,9.0,35.0,44.0,8.0,5.0,7.0,8.0,15.0,21.0,40.0,-12.0,2.0,8.0
J. De Leon,AU,22.8333333333,2.0,4.0,50.0,1.0,2.0,50.0,1.0,2.0,50.0,1.0,2.0,50.0,6.0,1.0,2.0,3.0,5.0,1.0,2.0,0.0,2.0,3.0,3.0,8.0,1.0,4.0
J. Dela Cruz,AU,11.266666666699999,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-14.0,1.0,4.0
J. Espiritu,AU,10.2999999999,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,-24.0,0.0,5.0
B. Rosalin,AU,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,1.0,2.0
K. Vinoya,AU,198.76666666670002,34.0,75.0,45.333333333333336,22.0,45.0,48.888888888888886,12.0,30.0,40.0,10.0,23.0,43.47826086956522,90.0,4.0,32.0,36.0,12.0,18.0,9.0,2.0,11.0,20.0,19.0,-13.0,2.0,8.0
R. Abiera,AU,95.3666666666,15.0,46.0,32.608695652173914,5.0,17.0,29.41176470588235,10.0,29.0,34.48275862068966,11.0,15.0,73.33333333333333,51.0,3.0,8.0,11.0,1.0,6.0,3.0,1.0,4.0,6.0,10.0,-26.0,2.0,7.0
J. Hernal,AU,153.0666666667,17.0,44.0,38.63636363636363,17.0,41.0,41.46341463414634,0.0,3.0,0.0,19.0,31.0,61.29032258064516,53.0,22.0,29.0,51.0,13.0,8.0,11.0,8.0,19.0,21.0,23.0,22.0,2.0,8.0
