TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%,W%
CSB,208.33333333333334,29.0,70.66666666666667,23.333333333333332,46.0,5.666666666666667,24.666666666666668,11.333333333333334,18.666666666666668,75.0,15.333333333333334,31.0,46.333333333333336,15.0,14.666666666666666,8.333333333333334,4.666666666666667,13.0,19.333333333333332,20.666666666666668,13.333333333333334,40.0,3,3.0,0.0,41.0377358491,50.7246376812,22.972972973,60.7142857143,1.0
CSJL,200.0,28.0,60.0,22.666666666666668,38.0,5.333333333333333,22.0,18.666666666666668,24.0,80.0,9.666666666666666,27.0,36.666666666666664,14.666666666666666,16.0,6.666666666666667,5.333333333333333,12.0,22.666666666666668,21.666666666666668,2.6666666666666665,27.0,3,2.0,1.0,46.6666666667,59.649122807,24.2424242424,77.7777777778,0.6666666666666666
MU,200.0,24.0,67.0,15.0,35.666666666666664,9.0,31.333333333333332,11.333333333333334,17.333333333333332,68.33333333333333,12.0,26.666666666666668,38.666666666666664,15.666666666666666,13.333333333333334,9.0,2.0,11.0,22.666666666666668,15.666666666666666,-1.3333333333333333,23.0,3,2.0,1.0,35.8208955224,42.0560747664,28.7234042553,65.3846153846,0.6666666666666666
SBU,208.33333333333334,26.0,65.0,17.0,38.0,9.0,27.0,15.333333333333334,27.666666666666668,76.33333333333333,14.0,32.333333333333336,46.333333333333336,13.666666666666666,13.666666666666666,4.666666666666667,3.6666666666666665,8.333333333333334,20.666666666666668,25.0,7.0,27.0,3,2.0,1.0,40.0,44.7368421053,33.3333333333,55.421686747,0.6666666666666666
SSCR,200.0,31.0,83.66666666666667,24.0,45.333333333333336,7.0,38.333333333333336,18.0,24.666666666666668,87.0,17.0,23.0,40.0,16.0,8.666666666666666,9.0,1.3333333333333333,10.333333333333334,28.333333333333332,23.666666666666668,-0.3333333333333333,26.0,3,2.0,1.0,37.0517928287,52.9411764706,18.2608695652,72.972972973,0.6666666666666666
UPHSD,200.0,26.0,66.66666666666667,19.0,42.666666666666664,7.0,24.0,13.0,20.333333333333332,72.0,13.333333333333334,25.333333333333332,38.666666666666664,16.333333333333332,14.333333333333334,7.333333333333333,3.0,10.333333333333334,19.333333333333332,18.0,4.0,25.0,3,2.0,1.0,39.0,44.53125,29.1666666667,63.9344262295,0.6666666666666666
League,203.33333333333334,26.96666666666667,69.13333333333334,20.0,43.0,6.966666666666666,26.133333333333336,15.200000000000001,23.766666666666666,76.10000000000001,12.5,26.900000000000002,39.4,15.666666666666666,13.366666666666667,7.533333333333334,3.4,10.933333333333332,22.099999999999998,21.8,0.0,19.5,3,1.5,1.5,39.0067502411,46.511627907,26.6581632653,63.9551192146,0.5
EAC,208.33333333333334,23.0,71.33333333333333,16.666666666666668,46.333333333333336,6.333333333333333,25.0,17.0,29.0,69.33333333333333,9.333333333333334,29.0,38.333333333333336,17.333333333333332,13.0,5.666666666666667,6.0,11.666666666666666,21.666666666666668,25.333333333333332,-6.0,14.0,3,1.0,2.0,32.2429906542,35.9712230216,25.3333333333,58.6206896552,0.3333333333333333
LPU,200.0,28.666666666666668,69.66666666666667,19.666666666666668,41.0,9.0,28.666666666666668,18.0,27.333333333333332,84.33333333333333,10.333333333333334,23.666666666666668,34.0,18.0,12.333333333333334,6.666666666666667,1.3333333333333333,8.0,25.0,24.0,-4.333333333333333,13.0,3,1.0,2.0,41.1483253589,47.9674796748,31.3953488372,65.8536585366,0.3333333333333333
AU,208.33333333333334,30.333333333333332,74.0,25.666666666666668,55.666666666666664,4.666666666666667,18.333333333333332,10.0,21.333333333333332,75.33333333333333,11.0,29.666666666666668,40.666666666666664,13.666666666666666,13.0,11.0,2.0,13.0,19.666666666666668,21.0,-5.333333333333333,0.0,3,0.0,3.0,40.990990991,46.1077844311,25.4545454545,46.875,0.0
JRU,200.0,23.666666666666668,63.333333333333336,17.0,41.333333333333336,6.666666666666667,22.0,19.333333333333332,27.333333333333332,73.33333333333333,13.0,21.333333333333332,34.333333333333336,16.333333333333332,14.666666666666666,7.0,4.666666666666667,11.666666666666666,21.666666666666668,23.0,-9.666666666666666,0.0,3,0.0,3.0,37.3684210526,41.1290322581,30.303030303,70.7317073171,0.0
