TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%
AU,2050.0,288.0,713.0,244.0,524.0,44.0,189.0,149.0,261.0,769.0,114.0,256.0,370.0,142.0,126.0,99.0,26.0,125.0,204.0,234.0,-25.0,38.0,10.0,3.0,7.0,40.39270687237027,46.56488549618321,23.280423280423282,57.088122605363985
CSB,2050.0,308.0,686.0,239.0,431.0,69.0,255.0,132.0,220.0,817.0,140.0,309.0,449.0,178.0,169.0,75.0,37.0,112.0,187.0,193.0,111.0,110.0,10.0,8.0,2.0,44.89795918367347,55.45243619489559,27.058823529411764,60.0
CSJL,2275.0,284.0,708.0,207.0,411.0,77.0,297.0,156.0,207.0,801.0,103.0,314.0,417.0,174.0,167.0,64.0,52.0,116.0,221.0,202.0,-17.0,77.0,11.0,6.0,5.0,40.112994350282484,50.36496350364963,25.925925925925927,75.3623188405797
EAC,2025.0,259.0,723.0,176.0,440.0,83.0,283.0,143.0,248.0,744.0,126.0,269.0,395.0,177.0,138.0,77.0,38.0,115.0,223.0,216.0,-4.4,71.0,10.0,5.0,5.0,35.82295988934993,40.0,29.328621908127207,57.66129032258065
JRU,2000.0,256.0,692.0,201.0,484.0,55.0,208.0,191.0,276.0,758.0,133.0,224.0,357.0,166.0,139.0,83.0,42.0,125.0,203.0,231.0,-41.0,44.0,10.0,3.0,7.0,36.994219653179194,41.52892561983471,26.442307692307693,69.20289855072464
LPU,2025.0,288.0,715.0,205.0,416.0,83.0,299.0,167.0,238.0,826.0,104.0,257.0,361.0,177.0,109.0,78.0,17.0,95.0,199.0,210.0,-8.0,64.0,10.0,5.0,5.0,40.27972027972028,49.27884615384615,27.759197324414714,70.16806722689076
MU,2025.0,269.0,690.0,186.0,393.0,83.0,297.0,142.0,226.0,763.0,132.0,272.0,404.0,152.0,128.0,75.0,25.0,100.0,238.0,201.0,25.2,84.0,10.0,7.0,3.0,38.98550724637681,47.32824427480916,27.946127946127945,62.83185840707964
SBU,2050.0,251.0,647.0,166.0,378.0,85.0,269.0,128.0,217.0,715.0,114.0,303.0,417.0,135.0,116.0,46.0,24.0,70.0,179.0,198.0,47.0,94.0,10.0,7.0,3.0,38.794435857805254,43.91534391534392,31.598513011152416,58.986175115207374
SSCR,2025.0,276.0,774.0,204.0,452.0,72.0,322.0,173.0,232.0,797.0,139.0,225.0,364.0,136.0,110.0,99.0,15.0,114.0,259.0,201.0,-77.0,26.0,10.0,2.0,8.0,35.65891472868217,45.13274336283186,22.36024844720497,74.56896551724138
UPHSD,2275.0,268.0,743.0,199.0,473.0,69.0,270.0,133.0,211.0,738.0,129.0,323.0,452.0,190.0,154.0,83.0,42.0,125.0,201.0,197.0,-11.0,58.0,11.0,5.0,6.0,36.0699865410498,42.07188160676533,25.555555555555557,63.03317535545024
League,2080.0,274.7,709.1,202.7,440.2,72.0,268.9,151.4,233.6,772.8,123.4,275.2,398.6,162.7,135.6,77.9,31.8,109.7,211.4,208.3,-0.02,66.6,10.2,5.1,5.1,38.73924693273163,46.04725124943208,26.775753068055042,64.81164383561644
