,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
SSCR,369.0,692.0,115.0,376.0,318.0,496.0,174.0,498.0,343.0,271.0,104.0,55.0,306.0,406.0,68.6,145.0,16.0,3200.0,484.0,1068.0,45.3183520599251,53.323699421965316,30.585106382978722,64.11290322580645,1401.0,672.0,159.0
JRU,404.0,752.0,99.0,365.0,279.0,427.0,176.0,417.0,241.0,234.0,143.0,60.0,393.0,379.0,77.2,167.0,17.0,3400.0,503.0,1117.0,45.0313339301701,53.723404255319146,27.123287671232877,65.33957845433255,1384.0,593.0,203.0
UPHSD,286.0,665.0,159.0,560.0,203.0,329.0,215.0,448.0,289.0,243.0,170.0,39.0,358.0,313.0,42.0,144.0,18.0,3600.0,445.0,1225.0,36.326530612244895,43.00751879699248,28.392857142857142,61.702127659574465,1252.0,663.0,209.0
EAC,308.0,731.0,126.0,482.0,279.0,435.0,238.0,523.0,286.0,227.0,119.0,58.0,364.0,373.0,23.0,125.0,17.0,3400.0,434.0,1213.0,35.77906018136851,42.13406292749658,26.141078838174273,64.13793103448276,1273.0,761.0,177.0
CSJL,362.0,802.0,118.0,468.0,236.0,355.0,231.0,439.0,315.0,195.0,145.0,45.0,338.0,341.0,37.0,112.0,17.0,3400.0,480.0,1270.0,37.79527559055118,45.13715710723192,25.213675213675213,66.47887323943662,1314.0,670.0,190.0
MU,297.0,664.0,93.0,340.0,275.0,423.0,148.0,398.0,239.0,219.0,114.0,47.0,308.0,362.0,-56.0,35.0,16.0,3200.0,390.0,1004.0,38.844621513944226,44.7289156626506,27.352941176470587,65.01182033096927,1148.0,546.0,161.0
CSB,318.0,720.0,100.0,426.0,186.0,307.0,180.0,347.0,214.0,174.0,142.0,47.0,318.0,299.0,-161.0,35.0,16.0,3200.0,418.0,1146.0,36.474694589877835,44.166666666666664,23.474178403755868,60.586319218241044,1122.0,527.0,189.0
AU,343.0,740.0,112.0,372.0,251.0,365.0,185.0,493.0,295.0,259.0,112.0,52.0,380.0,319.0,55.0,135.0,16.0,3200.0,455.0,1112.0,40.91726618705036,46.351351351351354,30.107526881720432,68.76712328767124,1273.0,678.0,164.0
LPU,382.0,735.0,124.0,451.0,239.0,384.0,211.0,488.0,328.0,235.0,113.0,55.0,381.0,334.0,-1.0,102.0,17.0,3400.0,506.0,1186.0,42.66441821247892,51.97278911564626,27.494456762749447,62.239583333333336,1375.0,699.0,168.0
SBU,259.0,604.0,119.0,480.0,172.0,262.0,163.0,388.0,225.0,163.0,98.0,43.0,310.0,285.0,-85.0,72.0,16.0,3200.0,378.0,1084.0,34.87084870848709,42.88079470198676,24.791666666666668,65.64885496183206,1047.0,551.0,141.0
League,332.8,710.5,116.5,432.0,243.8,378.3,192.1,443.9,277.5,222.0,126.0,50.1,345.6,341.1,-0.019999999999998862,107.2,16.6,3320.0,449.3,1142.5,39.32603938730853,46.840253342716395,26.96759259259259,64.44620671424795,1258.9,636.0,176.1
