TEAM,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
CSB,18.0,42.333333333333336,5.0,27.333333333333332,10.666666666666666,21.0,13.333333333333334,22.666666666666668,11.666666666666666,14.0,7.333333333333333,3.6666666666666665,21.0,19.333333333333332,-13.333333333333334,0.0,3.0,200.0,23.0,69.66666666666667,33.014354067,42.5196850394,18.2926829268,50.7936507937,61.666666666666664,36.0,11.0
UPHSD,18.0,40.0,6.666666666666667,21.0,12.0,19.666666666666668,9.666666666666666,23.666666666666668,14.0,14.333333333333334,9.666666666666666,2.0,18.333333333333332,19.333333333333332,-4.0,11.0,3.0,200.0,24.666666666666668,61.0,40.4371584699,45.0,31.746031746,61.0169491525,68.0,33.333333333333336,11.666666666666666
CSJL,21.666666666666668,48.666666666666664,6.0,26.0,16.0,22.333333333333332,13.666666666666666,17.666666666666668,14.666666666666666,10.333333333333334,9.333333333333334,3.6666666666666665,22.0,22.0,-2.6666666666666665,13.0,3.0,200.0,27.666666666666668,74.66666666666667,37.0535714286,44.5205479452,23.0769230769,71.6417910448,77.33333333333333,31.333333333333332,13.0
SBU,14.5,35.75,9.25,38.25,12.25,19.75,13.75,26.5,13.75,9.5,7.25,2.0,25.25,19.25,-2.0,25.0,4.0,200.0,23.75,74.0,32.0945945946,40.5594405594,24.1830065359,62.0253164557,69.0,40.25,9.25
League,19.375,42.37499999999999,7.093749999999999,26.46875,15.15625,23.71875,12.593749999999998,26.906249999999996,15.562499999999998,13.34375,7.468749999999999,3.25,22.0,21.71875,0.0,20.8,3.2,200.0,26.46875,68.84375,38.4475714934,45.7227138643,26.800472255,63.8998682477,75.1875,39.5,10.718749999999998
SSCR,19.333333333333332,35.666666666666664,8.333333333333334,27.0,23.666666666666668,34.0,11.0,28.666666666666668,19.0,17.666666666666668,4.333333333333333,2.3333333333333335,23.666666666666668,28.333333333333332,0.3333333333333333,12.0,3.0,200.0,27.666666666666668,62.666666666666664,44.1489361702,54.2056074766,30.8641975309,69.6078431373,87.33333333333333,39.666666666666664,6.666666666666667
EAC,18.5,46.5,6.25,25.5,14.5,26.25,16.5,33.0,14.0,13.5,7.25,2.0,23.25,22.25,1.25,27.0,4.0,200.0,24.75,72.0,34.375,39.7849462366,24.5098039216,55.2380952381,70.25,49.5,9.25
MU,20.0,46.333333333333336,5.0,20.333333333333332,14.666666666666666,22.0,9.0,29.666666666666668,15.666666666666666,14.333333333333334,8.0,3.0,15.666666666666666,22.666666666666668,1.3333333333333333,13.0,3.0,200.0,25.0,66.66666666666667,37.5,43.1654676259,24.5901639344,66.6666666667,69.66666666666667,38.666666666666664,11.0
LPU,22.666666666666668,42.0,8.333333333333334,27.333333333333332,18.333333333333332,26.666666666666668,15.0,30.666666666666668,19.666666666666668,14.0,6.666666666666667,3.6666666666666665,24.0,24.666666666666668,4.333333333333333,28.0,3.0,200.0,31.0,69.33333333333333,44.7115384615,53.9682539683,30.487804878,68.75,88.66666666666667,45.666666666666664,10.333333333333334
AU,19.666666666666668,45.333333333333336,8.666666666666666,27.0,15.333333333333334,22.0,12.0,31.666666666666668,18.0,15.0,6.333333333333333,6.333333333333333,22.0,18.666666666666668,5.333333333333333,38.0,3.0,200.0,28.333333333333332,72.33333333333333,39.1705069124,43.3823529412,32.0987654321,69.696969697,80.66666666666667,43.666666666666664,12.666666666666666
JRU,23.333333333333332,42.0,7.0,21.333333333333332,15.333333333333334,24.0,10.333333333333334,23.0,16.333333333333332,12.0,8.666666666666666,4.666666666666667,23.333333333333332,21.333333333333332,9.666666666666666,41.0,3.0,200.0,30.333333333333332,63.333333333333336,47.8947368421,55.5555555556,32.8125,63.8888888889,83.0,33.333333333333336,13.333333333333334
