PLAYER,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
L. Pallingayan,LPU,1.6,18.75,18.75,100.0,18.75,18.75,100.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,1.0
R. Are,SSCR,30.50833333335,7.375034143672562,15.241737230256629,48.3870967742,4.916689429115042,8.850040972407076,55.5555555556,2.458344714557521,6.391696257849554,38.4615384615,9.833378858230084,11.8000546298761,83.3333333333,27.04179186013273,3.4416826003805294,3.4416826003805294,6.883365200761059,9.34170991531858,0.9833378858230082,1.4750068287345126,0.0,1.4750068287345126,2.950013657469025,9.34170991531858,12.291723572787603,2.0,2.0
J. Capulong,AU,20.7,10.144927536231885,18.84057971014493,53.8461538462,8.695652173913043,15.942028985507248,54.5454545455,1.4492753623188406,2.898550724637681,50.0,4.3478260869565215,7.246376811594203,60.0,26.08695652173913,2.898550724637681,15.942028985507248,18.84057971014493,2.898550724637681,0.0,1.4492753623188406,0.0,1.4492753623188406,7.246376811594203,8.695652173913043,10.144927536231885,0.0,1.0
J. Jumao-as,CSJL,19.0666666667,7.867132867119113,14.160839160814403,55.5555555556,4.720279720271468,6.29370629369529,75.0,3.146853146847645,7.867132867119113,40.0,6.29370629369529,6.29370629369529,100.0,25.17482517478116,0.0,4.720279720271468,4.720279720271468,0.0,4.720279720271468,1.5734265734238224,0.0,1.5734265734238224,1.5734265734238224,3.146853146847645,18.88111888108587,0.0,1.0
B. Sajonia,SBU,22.825,7.886089813800657,20.372398685651696,38.7096774194,4.600219058050384,11.829134720700987,38.8888888889,3.285870755750274,8.543263964950713,38.4615384615,5.257393209200438,7.886089813800657,66.6666666667,24.31544359255203,2.628696604600219,3.9430449069003286,6.571741511500548,3.285870755750274,2.628696604600219,0.6571741511500547,0.6571741511500547,1.3143483023001095,1.9715224534501643,9.85761226725082,20.372398685651696,1.0,2.0
J. Boral,UPHSD,21.9333333333,8.206686930103658,16.413373860207315,50.0,8.206686930103658,10.94224924013821,75.0,0.0,5.471124620069105,0.0,6.838905775086382,8.206686930103658,83.3333333333,23.252279635293696,6.838905775086382,6.838905775086382,13.677811550172764,2.7355623100345525,0.0,0.0,1.3677811550172763,1.3677811550172763,2.7355623100345525,4.103343465051829,9.574468085120936,1.0,1.0
A. Acop,AU,7.0166666667,8.55106888356983,12.826603325354743,66.6666666667,8.55106888356983,8.55106888356983,100.0,0.0,4.275534441784915,0.0,4.275534441784915,8.55106888356983,50.0,21.377672208924572,4.275534441784915,0.0,4.275534441784915,4.275534441784915,0.0,0.0,0.0,0.0,4.275534441784915,8.55106888356983,-34.20427553427932,0.0,1.0
K. Monje,CSJL,22.5166666667,6.6617320503232245,13.323464100646449,50.0,6.6617320503232245,10.658771280517158,62.5,0.0,2.6646928201292894,0.0,7.994078460387869,7.994078460387869,100.0,21.317542561034315,1.3323464100646447,0.0,1.3323464100646447,1.3323464100646447,3.9970392301939346,0.0,0.0,0.0,3.9970392301939346,5.329385640258579,3.9970392301939346,0.0,1.0
S. Mosqueda,JRU,2.8833333333,10.404624277576932,31.213872832730797,33.3333333333,10.404624277576932,20.809248555153864,50.0,0.0,10.404624277576932,0.0,0.0,0.0,0.0,20.809248555153864,0.0,10.404624277576932,10.404624277576932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.213872832730797,0.0,1.0
J. Manacho,EAC,3.6666666667,8.181818181743802,12.272727272615702,66.6666666667,8.181818181743802,12.272727272615702,66.6666666667,0.0,0.0,0.0,4.090909090871901,16.363636363487604,25.0,20.454545454359504,0.0,8.181818181743802,8.181818181743802,0.0,4.090909090871901,0.0,0.0,0.0,4.090909090871901,8.181818181743802,-4.090909090871901,1.0,2.0
J. Pangilinan,JRU,12.2833333333,4.884667571247991,7.327001356871986,66.6666666667,2.4423337856239953,2.4423337856239953,100.0,2.4423337856239953,4.884667571247991,50.0,7.327001356871986,12.211668928119979,60.0,19.538670284991962,2.4423337856239953,0.0,2.4423337856239953,2.4423337856239953,4.884667571247991,0.0,0.0,0.0,0.0,7.327001356871986,2.4423337856239953,0.0,1.0
M. Gojo Cruz,UPHSD,23.0333333333,6.512301013034027,10.419681620854442,62.5,5.209840810427221,6.512301013034027,80.0,1.3024602026068053,3.9073806078204156,33.3333333333,5.209840810427221,5.209840810427221,100.0,19.53690303910208,1.3024602026068053,5.209840810427221,6.512301013034027,3.9073806078204156,0.0,2.6049204052136106,1.3024602026068053,3.9073806078204156,1.3024602026068053,3.9073806078204156,28.654124457349717,1.0,1.0
J. Bagay,EAC,6.15,7.317073170731707,12.195121951219512,60.0,2.4390243902439024,7.317073170731707,33.3333333333,4.878048780487805,4.878048780487805,100.0,0.0,4.878048780487805,0.0,19.51219512195122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.878048780487805,4.878048780487805,7.317073170731707,1.0,2.0
J. Barba,LPU,29.7166666667,6.561974200777833,14.133482893983023,46.4285714286,4.038137969709435,8.07627593941887,50.0,2.523836231068397,6.057206954564153,41.6666666667,3.533370723495756,5.552439708350474,63.6363636364,19.181155356119817,1.0095344924273588,3.533370723495756,4.542905215923115,3.533370723495756,3.0286034772820765,1.0095344924273588,0.0,1.0095344924273588,2.0190689848547176,4.038137969709435,0.0,0.0,2.0
