TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%
AU,1850.0,265.0,645.0,225.0,482.0,40.0,163.0,134.0,237.0,704.0,101.0,237.0,338.0,133.0,119.0,92.0,24.0,116.0,189.0,212.0,-11.0,38.0,9.0,3.0,6.0,41.08527131782946,46.6804979253112,24.539877300613497,56.540084388185655
CSB,1850.0,279.0,629.0,220.0,402.0,59.0,227.0,109.0,182.0,726.0,131.0,279.0,410.0,155.0,155.0,73.0,32.0,105.0,164.0,167.0,105.0,96.0,9.0,7.0,2.0,44.35612082670906,54.72636815920398,25.991189427312776,59.89010989010989
CSJL,2075.0,263.0,645.0,192.0,373.0,71.0,272.0,143.0,189.0,740.0,94.0,289.0,383.0,159.0,153.0,59.0,50.0,109.0,202.0,182.0,-7.0,77.0,10.0,6.0,4.0,40.775193798449614,51.474530831099194,26.102941176470587,75.66137566137566
EAC,1825.0,234.0,657.0,162.0,402.0,72.0,255.0,126.0,221.0,666.0,109.0,245.0,354.0,158.0,120.0,67.0,37.0,104.0,204.0,192.0,-12.4,56.0,9.0,4.0,5.0,35.61643835616438,40.298507462686565,28.235294117647058,57.01357466063349
JRU,1800.0,231.0,617.0,179.0,426.0,52.0,191.0,173.0,250.0,687.0,118.0,204.0,322.0,153.0,132.0,79.0,41.0,120.0,176.0,208.0,-37.0,44.0,9.0,3.0,6.0,37.439222042139384,42.01877934272301,27.225130890052355,69.2
LPU,2025.0,288.0,715.0,205.0,416.0,83.0,299.0,167.0,238.0,826.0,104.0,257.0,361.0,177.0,109.0,78.0,17.0,95.0,199.0,210.0,-8.0,64.0,10.0,5.0,5.0,40.27972027972028,49.27884615384615,27.759197324414714,70.16806722689076
MU,1825.0,241.0,619.0,164.0,349.0,77.0,270.0,129.0,197.0,688.0,115.0,247.0,362.0,140.0,117.0,70.0,18.0,88.0,214.0,174.0,21.0,71.0,9.0,6.0,3.0,38.933764135702745,46.99140401146132,28.51851851851852,65.48223350253807
SBU,1850.0,224.0,580.0,148.0,330.0,76.0,250.0,112.0,195.0,636.0,102.0,274.0,376.0,114.0,103.0,41.0,23.0,64.0,157.0,183.0,33.0,79.0,9.0,6.0,3.0,38.62068965517241,44.84848484848485,30.4,57.43589743589744
SSCR,1825.0,247.0,700.0,181.0,405.0,66.0,295.0,152.0,201.0,712.0,123.0,205.0,328.0,126.0,104.0,93.0,14.0,107.0,232.0,178.0,-71.0,26.0,9.0,2.0,7.0,35.285714285714285,44.69135802469136,22.372881355932204,75.62189054726367
UPHSD,1875.0,221.0,615.0,168.0,397.0,53.0,218.0,102.0,163.0,597.0,109.0,272.0,381.0,150.0,128.0,68.0,32.0,100.0,157.0,160.0,-13.0,48.0,9.0,4.0,5.0,35.9349593495935,42.31738035264484,24.31192660550459,62.576687116564415
League,1880.0,249.3,642.2,184.4,398.2,64.9,244.0,134.7,207.3,698.2,110.6,250.9,361.5,146.5,124.0,72.0,28.8,100.8,189.4,186.6,-0.04,59.9,9.2,4.6,4.6,38.819682341949544,46.308387744851835,26.598360655737707,64.97829232995657
