TEAM,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
CSB,20.066666666666666,45.266666666666666,6.066666666666666,26.866666666666667,11.466666666666667,19.266666666666666,11.533333333333333,21.8,13.4,11.2,9.066666666666666,3.066666666666667,19.866666666666667,18.8,-10.866666666666667,25.0,15.0,200.0,26.133333333333333,72.13333333333334,36.2292051756,44.3298969072,22.5806451613,59.5155709343,69.8,33.333333333333336,12.133333333333333
SBU,16.133333333333333,37.93333333333333,7.133333333333334,29.866666666666667,11.133333333333333,17.0,10.533333333333333,24.333333333333332,13.733333333333333,10.133333333333333,5.933333333333334,2.7333333333333334,19.2,18.066666666666666,-5.933333333333334,62.0,15.0,200.0,23.266666666666666,67.8,34.3166175025,42.5307557118,23.8839285714,65.4901960784,64.8,34.86666666666667,8.666666666666666
MU,18.466666666666665,41.86666666666667,5.733333333333333,20.866666666666667,17.533333333333335,26.866666666666667,9.0,24.733333333333334,14.866666666666667,13.733333333333333,7.4,2.8,19.4,22.8,-3.6,35.0,15.0,200.0,24.2,62.733333333333334,38.5759829968,44.1082802548,27.4760383387,65.2605459057,71.66666666666667,33.733333333333334,10.2
League,20.089743589743588,42.91025641025641,7.083333333333334,26.006410256410255,14.596153846153845,22.679487179487182,11.589743589743591,26.705128205128208,16.653846153846153,13.487179487179487,7.634615384615384,3.032051282051282,20.76923076923077,20.5,-0.001282051282051282,101.2,15.6,200.0,27.173076923076923,68.91666666666666,39.4288903358,46.8180460114,27.2368745378,64.3583945732,76.02564102564102,38.294871794871796,10.666666666666668
LPU,22.5,42.875,7.625,26.25,14.0,22.5,12.3125,28.625,19.375,14.3125,6.625,3.1875,22.4375,19.6875,0.5,102.0,16.0,200.0,30.125,69.125,43.5804701627,52.4781341108,29.0476190476,62.2222222222,81.875,40.9375,9.8125
EAC,17.866666666666667,42.4,7.933333333333334,28.0,16.466666666666665,25.533333333333335,13.733333333333333,30.333333333333332,17.133333333333333,14.0,7.133333333333334,3.2666666666666666,21.666666666666668,21.866666666666667,1.6,110.0,15.0,200.0,25.8,70.4,36.6477272727,42.1383647799,28.3333333333,64.4908616188,76.0,44.06666666666667,10.4
CSJL,21.5625,47.75,7.0625,27.625,13.375,20.375,13.875,25.75,18.3125,11.1875,8.5,2.8125,20.25,19.9375,2.5625,112.0,16.0,200.0,28.625,75.375,37.9767827529,45.1570680628,25.5656108597,65.6441717791,77.6875,39.625,11.3125
UPHSD,15.941176470588236,37.411764705882355,8.764705882352942,31.352941176470587,10.647058823529411,17.529411764705884,12.117647058823529,25.352941176470587,15.647058823529411,13.294117647058824,9.411764705882353,2.235294117647059,19.11764705882353,16.941176470588236,2.7058823529411766,144.0,17.0,200.0,24.705882352941178,68.76470588235294,35.9281437126,42.6100628931,27.9549718574,60.7382550336,68.82352941176471,37.470588235294116,11.647058823529411
AU,21.333333333333332,45.666666666666664,7.133333333333334,23.533333333333335,16.2,23.266666666666666,11.333333333333334,30.2,18.4,16.333333333333332,7.333333333333333,3.2666666666666666,23.8,19.933333333333334,3.0,122.0,15.0,200.0,28.466666666666665,69.2,41.1368015414,46.7153284672,30.3116147309,69.6275071633,80.26666666666667,41.53333333333333,10.6
SSCR,23.0625,43.25,7.1875,23.5,19.875,31.0,10.875,31.125,21.4375,16.9375,6.5,3.4375,19.125,25.375,4.2875,145.0,16.0,200.0,30.25,66.75,45.3183520599,53.323699422,30.585106383,64.1129032258,87.5625,42.0,9.9375
JRU,23.8125,44.9375,6.0,21.8125,15.5,23.6875,10.4375,24.75,13.9375,13.625,8.25,3.5625,22.9375,21.75,4.575,155.0,16.0,200.0,29.8125,66.75,44.6629213483,52.9902642559,27.5071633238,65.4353562005,81.125,35.1875,11.8125
