TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%
AU,425.0,61.0,153.0,55.0,119.0,6.0,34.0,19.0,43.0,147.0,24.0,69.0,93.0,26.0,25.0,21.0,1.0,22.0,41.0,44.0,-9.0,0.0,2.0,0.0,2.0,39.869281045751634,46.21848739495798,17.647058823529413,44.18604651162791
CSB,425.0,58.0,139.0,48.0,90.0,10.0,49.0,22.0,38.0,148.0,28.0,64.0,92.0,31.0,28.0,14.0,9.0,23.0,36.0,43.0,18.0,25.0,2.0,2.0,0.0,41.726618705035975,53.333333333333336,20.408163265306122,57.89473684210526
CSJL,400.0,53.0,112.0,43.0,71.0,10.0,41.0,38.0,51.0,154.0,17.0,51.0,68.0,30.0,33.0,12.0,10.0,22.0,47.0,48.0,1.0,13.0,2.0,1.0,1.0,47.32142857142857,60.563380281690144,24.390243902439025,74.50980392156863
EAC,425.0,49.0,148.0,33.0,97.0,16.0,51.0,39.0,62.0,153.0,16.0,68.0,84.0,40.0,22.0,11.0,13.0,24.0,45.0,54.0,4.0,14.0,2.0,1.0,1.0,33.108108108108105,34.02061855670103,31.372549019607842,62.903225806451616
JRU,400.0,39.0,124.0,27.0,81.0,12.0,43.0,38.0,56.0,128.0,26.0,38.0,64.0,28.0,25.0,12.0,8.0,20.0,43.0,48.0,-24.0,0.0,2.0,0.0,2.0,31.451612903225808,33.333333333333336,27.906976744186046,67.85714285714286
LPU,400.0,50.0,141.0,34.0,78.0,16.0,63.0,40.0,57.0,156.0,22.0,53.0,75.0,35.0,24.0,9.0,1.0,10.0,53.0,50.0,-18.0,0.0,2.0,0.0,2.0,35.46099290780142,43.58974358974359,25.396825396825395,70.17543859649123
MU,400.0,47.0,140.0,32.0,77.0,15.0,63.0,25.0,41.0,134.0,28.0,57.0,85.0,32.0,28.0,19.0,4.0,23.0,49.0,33.0,-10.0,12.0,2.0,1.0,1.0,33.57142857142857,41.55844155844156,23.80952380952381,60.97560975609756
SBU,425.0,52.0,136.0,35.0,81.0,17.0,55.0,23.0,45.0,144.0,32.0,63.0,95.0,27.0,24.0,9.0,9.0,18.0,44.0,46.0,11.0,15.0,2.0,1.0,1.0,38.23529411764706,43.20987654320987,30.90909090909091,51.111111111111114
SSCR,400.0,67.0,164.0,57.0,102.0,10.0,62.0,42.0,57.0,186.0,34.0,46.0,80.0,36.0,16.0,17.0,1.0,18.0,56.0,53.0,9.0,26.0,2.0,2.0,0.0,40.853658536585364,55.88235294117647,16.129032258064516,73.6842105263158
UPHSD,400.0,53.0,133.0,38.0,84.0,15.0,49.0,30.0,46.0,151.0,33.0,50.0,83.0,34.0,32.0,15.0,7.0,22.0,44.0,35.0,18.0,25.0,2.0,2.0,0.0,39.849624060150376,45.23809523809524,30.612244897959183,65.21739130434783
League,410.0,52.9,139.0,40.2,88.0,12.7,51.0,31.6,49.6,150.1,26.0,55.9,81.9,31.9,25.7,13.9,6.3,20.2,45.8,45.4,0.0,13.0,2.0,1.0,1.0,38.05755395683453,45.68181818181819,24.901960784313726,63.70967741935484
