,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
AU,34.0,93.0,20.0,56.0,28.0,45.0,24.0,65.0,40.0,30.0,11.0,13.0,45.0,39.0,9.0,24.0,2.0,400.0,54.0,149.0,36.241610738255034,36.55913978494624,35.714285714285715,62.22222222222222,156.0,89.0,24.0
JRU,45.0,81.0,10.0,41.0,32.0,47.0,22.0,51.0,30.0,23.0,15.0,11.0,48.0,42.0,24.0,28.0,2.0,400.0,55.0,122.0,45.08196721311475,55.55555555555556,24.390243902439025,68.08510638297872,152.0,73.0,26.0
SSCR,42.0,74.0,15.0,55.0,48.0,64.0,23.0,52.0,43.0,36.0,8.0,5.0,53.0,56.0,-9.0,0.0,2.0,400.0,57.0,129.0,44.18604651162791,56.75675675675676,27.272727272727273,75.0,177.0,75.0,13.0
SBU,34.0,77.0,13.0,63.0,26.0,47.0,27.0,55.0,25.0,18.0,10.0,4.0,46.0,44.0,-11.0,12.0,2.0,400.0,47.0,140.0,33.57142857142857,44.15584415584416,20.634920634920636,55.319148936170215,133.0,82.0,14.0
EAC,41.0,104.0,13.0,51.0,28.0,56.0,31.0,77.0,32.0,22.0,14.0,2.0,56.0,44.0,-4.0,12.0,2.0,400.0,54.0,155.0,34.83870967741935,39.42307692307692,25.49019607843137,50.0,149.0,108.0,16.0
CSB,37.0,85.0,12.0,58.0,20.0,38.0,28.0,49.0,23.0,25.0,16.0,6.0,43.0,36.0,-18.0,0.0,2.0,400.0,49.0,143.0,34.26573426573427,43.529411764705884,20.689655172413794,52.63157894736842,130.0,77.0,22.0
UPHSD,41.0,90.0,8.0,32.0,27.0,48.0,21.0,48.0,27.0,31.0,21.0,4.0,36.0,44.0,-18.0,0.0,2.0,400.0,49.0,122.0,40.16393442622951,45.55555555555556,25.0,56.25,133.0,69.0,25.0
LPU,44.0,83.0,17.0,59.0,35.0,54.0,32.0,66.0,38.0,23.0,11.0,5.0,50.0,53.0,18.0,28.0,2.0,400.0,61.0,142.0,42.95774647887324,53.01204819277108,28.8135593220339,64.81481481481481,174.0,98.0,16.0
CSJL,43.0,98.0,10.0,57.0,37.0,46.0,32.0,33.0,29.0,17.0,16.0,6.0,48.0,47.0,-1.0,13.0,2.0,400.0,53.0,155.0,34.193548387096776,43.87755102040816,17.54385964912281,80.43478260869566,153.0,65.0,22.0
MU,41.0,95.0,9.0,38.0,35.0,51.0,20.0,63.0,32.0,32.0,17.0,7.0,33.0,49.0,10.0,13.0,2.0,400.0,50.0,133.0,37.59398496240601,43.1578947368421,23.68421052631579,68.62745098039215,144.0,83.0,24.0
League,40.2,88.0,12.7,51.0,31.6,49.6,26.0,55.9,31.9,25.7,13.9,6.3,45.8,45.4,0.0,13.0,2.0,400.0,52.900000000000006,139.0,38.05755395683454,45.68181818181819,24.901960784313726,63.70967741935484,150.1,81.9,20.2
