,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
MU,224.0,517.0,75.0,262.0,222.0,335.0,112.0,296.0,180.0,150.0,91.0,31.0,248.0,281.0,-36.0,35.0,12.0,2400.0,299.0,779.0,38.382541720154045,43.32688588007737,28.625954198473284,66.26865671641791,895.0,408.0,122.0
SSCR,280.0,519.0,88.0,277.0,236.0,366.0,129.0,383.0,263.0,203.0,72.0,44.0,245.0,302.0,81.6,120.0,12.0,2400.0,368.0,796.0,46.231155778894475,53.94990366088632,31.768953068592058,64.48087431693989,1060.0,512.0,116.0
UPHSD,188.0,448.0,99.0,372.0,133.0,212.0,151.0,315.0,176.0,156.0,101.0,28.0,215.0,208.0,15.0,91.0,12.0,2400.0,287.0,820.0,35.0,41.964285714285715,26.612903225806452,62.735849056603776,806.0,466.0,129.0
LPU,277.0,515.0,90.0,310.0,163.0,264.0,146.0,356.0,221.0,172.0,78.0,41.0,255.0,238.0,11.0,81.0,12.0,2400.0,367.0,825.0,44.484848484848484,53.786407766990294,29.032258064516128,61.74242424242424,987.0,502.0,119.0
CSJL,248.0,559.0,84.0,333.0,156.0,240.0,165.0,303.0,205.0,129.0,104.0,33.0,231.0,237.0,25.0,73.0,12.0,2400.0,332.0,892.0,37.219730941704036,44.364937388193205,25.225225225225227,65.0,904.0,468.0,137.0
CSB,230.0,507.0,64.0,297.0,131.0,222.0,139.0,226.0,134.0,130.0,105.0,35.0,222.0,208.0,-134.0,25.0,11.0,2200.0,294.0,804.0,36.56716417910448,45.36489151873767,21.54882154882155,59.009009009009006,783.0,365.0,140.0
SBU,189.0,455.0,91.0,363.0,134.0,198.0,125.0,307.0,166.0,112.0,72.0,33.0,226.0,213.0,-49.0,51.0,12.0,2400.0,280.0,818.0,34.229828850855746,41.53846153846154,25.068870523415978,67.67676767676768,785.0,432.0,105.0
JRU,264.0,505.0,68.0,257.0,154.0,237.0,128.0,266.0,149.0,151.0,94.0,40.0,258.0,223.0,43.2,105.0,11.0,2200.0,332.0,762.0,43.56955380577428,52.277227722772274,26.459143968871594,64.9789029535865,886.0,394.0,134.0
EAC,224.0,535.0,91.0,318.0,203.0,314.0,171.0,360.0,203.0,172.0,87.0,40.0,268.0,261.0,0.0,81.0,12.0,2400.0,315.0,853.0,36.928487690504106,41.86915887850467,28.61635220125786,64.64968152866243,924.0,531.0,127.0
AU,252.0,552.0,90.0,294.0,206.0,301.0,141.0,361.0,222.0,187.0,93.0,44.0,285.0,246.0,43.0,107.0,12.0,2400.0,342.0,846.0,40.42553191489362,45.65217391304348,30.612244897959183,68.43853820598007,980.0,502.0,137.0
League,237.6,511.2,84.0,308.3,173.8,268.9,140.7,317.3,191.9,156.2,89.7,36.9,245.3,241.7,-0.020000000000000285,76.9,11.8,2360.0,321.6,819.5,39.24344112263576,46.47887323943662,27.2461887771651,64.63369282261064,901.0,458.0,126.6
