TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%,W%
CSB,204.16666666666666,31.666666666666668,69.08333333333333,24.666666666666668,44.5,7.0,24.583333333333332,12.75,21.583333333333332,83.08333333333333,13.75,31.166666666666668,44.916666666666664,18.083333333333332,16.0,7.166666666666667,4.083333333333333,11.25,19.25,19.166666666666668,12.416666666666666,140.0,12,10.0,2.0,45.8383594692,55.4307116105,28.4745762712,59.0733590734,0.8333333333333334
MU,201.92307692307693,26.846153846153847,68.53846153846153,18.384615384615383,39.15384615384615,8.461538461538462,29.384615384615383,13.923076923076923,22.23076923076923,76.07692307692308,13.538461538461538,26.615384615384617,40.15384615384615,15.923076923076923,13.76923076923077,7.615384615384615,2.3846153846153846,10.0,23.692307692307693,20.153846153846153,3.0153846153846158,120.0,13,10.0,3.0,39.1694725028,46.9548133595,28.7958115183,62.6297577855,0.7692307692307693
SBU,203.84615384615384,23.846153846153847,62.53846153846154,15.307692307692308,35.38461538461539,8.538461538461538,27.153846153846153,12.153846153846153,20.76923076923077,68.38461538461539,10.615384615384615,29.23076923076923,39.84615384615385,13.307692307692308,11.76923076923077,5.076923076923077,2.6153846153846154,7.6923076923076925,17.76923076923077,18.846153846153847,3.5384615384615383,106.0,13,8.0,5.0,38.1303813038,43.2608695652,31.4447592068,58.5185185185,0.6153846153846154
CSJL,208.92857142857142,26.571428571428573,64.92857142857143,19.5,39.142857142857146,7.071428571428571,25.785714285714285,15.928571428571429,21.714285714285715,76.14285714285714,9.0,28.5,37.5,15.857142857142858,15.785714285714286,5.928571428571429,4.357142857142857,10.285714285714286,20.642857142857142,20.428571428571427,-1.8571428571428572,90.0,14,7.0,7.0,40.9240924092,49.8175182482,27.4238227147,73.3552631579,0.5
EAC,202.08333333333334,26.666666666666668,72.08333333333333,18.166666666666668,44.333333333333336,8.5,27.75,15.166666666666666,25.833333333333332,77.0,12.083333333333334,26.666666666666668,38.75,18.083333333333332,13.166666666666666,7.833333333333333,3.8333333333333335,11.666666666666666,22.083333333333332,22.166666666666668,-0.03333333333333333,85.0,12,6.0,6.0,36.9942196532,40.977443609,30.6306306306,58.7096774194,0.5
League,204.23076923076923,27.23846153846154,69.5,20.1,43.43076923076923,7.138461538461538,26.069230769230767,14.846153846153847,23.023076923076925,76.46153846153847,11.876923076923077,26.815384615384616,38.69230769230769,16.36923076923077,13.376923076923077,7.638461538461538,3.1076923076923078,10.746153846153845,20.984615384615385,20.692307692307693,-0.0015384615384615385,84.3,13,6.5,6.5,39.1920309906,46.2805526036,27.3827087636,64.4837955229,0.5
LPU,203.84615384615384,28.307692307692307,71.23076923076923,20.0,40.92307692307692,8.307692307692308,30.307692307692307,16.53846153846154,23.46153846153846,81.46153846153847,10.0,25.307692307692307,35.30769230769231,17.615384615384617,11.23076923076923,7.923076923076923,1.6923076923076923,9.615384615384615,20.692307692307693,21.153846153846153,-1.3076923076923077,77.0,13,6.0,7.0,39.7408207343,48.8721804511,27.4111675127,70.4918032787,0.46153846153846156
UPHSD,207.14285714285714,24.214285714285715,66.64285714285714,18.0,42.5,6.214285714285714,24.142857142857142,12.428571428571429,19.642857142857142,67.07142857142857,12.0,29.071428571428573,41.07142857142857,17.642857142857142,14.571428571428571,7.214285714285714,3.7142857142857144,10.928571428571429,18.142857142857142,18.714285714285715,-1.1428571428571428,67.0,14,6.0,8.0,36.3344051447,42.3529411765,25.7396449704,63.2727272727,0.42857142857142855
AU,203.84615384615384,29.153846153846153,72.38461538461539,24.615384615384617,52.84615384615385,4.538461538461538,19.53846153846154,14.307692307692308,25.307692307692307,77.15384615384616,12.153846153846153,25.307692307692307,37.46153846153846,15.23076923076923,12.615384615384615,10.076923076923077,2.923076923076923,13.0,21.153846153846153,22.923076923076923,-2.769230769230769,63.0,13,5.0,8.0,40.2763018066,46.5793304221,23.2283464567,56.5349544073,0.38461538461538464
JRU,200.0,26.46153846153846,69.23076923076923,21.23076923076923,48.46153846153846,5.230769230769231,20.76923076923077,18.615384615384617,27.23076923076923,76.76923076923077,12.461538461538462,23.153846153846153,35.61538461538461,17.615384615384617,13.846153846153847,7.846153846153846,3.8461538461538463,11.692307692307692,20.76923076923077,23.153846153846153,-4.153846153846154,58.0,13,4.0,9.0,38.2222222222,43.8095238095,25.1851851852,68.3615819209,0.3076923076923077
SSCR,205.76923076923077,29.23076923076923,79.07692307692308,21.53846153846154,47.61538461538461,7.6923076923076925,31.46153846153846,16.615384615384617,22.923076923076923,82.76923076923077,13.538461538461538,23.153846153846153,36.69230769230769,14.538461538461538,10.923076923076923,9.846153846153847,1.6153846153846154,11.461538461538462,25.846153846153847,20.384615384615383,-6.538461538461538,37.0,13,3.0,10.0,36.9649805447,45.2342487884,24.4498777506,72.4832214765,0.23076923076923078
