TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%
AU,625.0,91.0,222.0,77.0,167.0,14.0,55.0,30.0,64.0,226.0,33.0,89.0,122.0,41.0,39.0,33.0,6.0,39.0,59.0,63.0,-16.0,0.0,3.0,0.0,3.0,40.990990990990994,46.10778443113772,25.454545454545453,46.875
CSB,825.0,118.0,289.0,93.0,183.0,25.0,106.0,42.0,68.0,303.0,63.0,132.0,195.0,56.0,55.0,31.0,17.0,48.0,80.0,76.0,67.0,55.0,4.0,4.0,0.0,40.83044982698962,50.81967213114754,23.58490566037736,61.76470588235294
CSJL,600.0,84.0,180.0,68.0,114.0,16.0,66.0,56.0,72.0,240.0,29.0,81.0,110.0,44.0,48.0,20.0,16.0,36.0,68.0,65.0,8.0,27.0,3.0,2.0,1.0,46.666666666666664,59.64912280701754,24.242424242424242,77.77777777777777
EAC,825.0,91.0,283.0,59.0,171.0,32.0,112.0,62.0,102.0,276.0,39.0,115.0,154.0,70.0,49.0,26.0,19.0,45.0,91.0,91.0,-5.0,27.0,4.0,2.0,2.0,32.15547703180212,34.50292397660819,28.571428571428573,60.78431372549019
JRU,600.0,71.0,190.0,51.0,124.0,20.0,66.0,58.0,82.0,220.0,39.0,64.0,103.0,49.0,44.0,21.0,14.0,35.0,65.0,69.0,-29.0,0.0,3.0,0.0,3.0,37.36842105263158,41.12903225806452,30.303030303030305,70.73170731707317
LPU,600.0,86.0,209.0,59.0,123.0,27.0,86.0,54.0,82.0,253.0,31.0,71.0,102.0,54.0,37.0,20.0,4.0,24.0,75.0,72.0,-13.0,13.0,3.0,1.0,2.0,41.14832535885167,47.96747967479675,31.3953488372093,65.85365853658537
MU,600.0,72.0,201.0,45.0,107.0,27.0,94.0,34.0,52.0,205.0,36.0,80.0,116.0,47.0,40.0,27.0,6.0,33.0,68.0,47.0,-4.0,23.0,3.0,2.0,1.0,35.82089552238806,42.05607476635514,28.72340425531915,65.38461538461539
SBU,825.0,94.0,255.0,62.0,148.0,32.0,107.0,64.0,114.0,284.0,59.0,123.0,182.0,51.0,57.0,18.0,12.0,30.0,77.0,101.0,8.0,27.0,4.0,2.0,2.0,36.86274509803921,41.891891891891895,29.906542056074766,56.14035087719298
SSCR,600.0,93.0,251.0,72.0,136.0,21.0,115.0,54.0,74.0,261.0,51.0,69.0,120.0,48.0,26.0,27.0,4.0,31.0,85.0,71.0,-1.0,26.0,3.0,2.0,1.0,37.05179282868526,52.94117647058823,18.26086956521739,72.97297297297297
UPHSD,800.0,98.0,276.0,75.0,181.0,23.0,95.0,48.0,79.0,267.0,52.0,99.0,151.0,57.0,52.0,30.0,13.0,43.0,73.0,76.0,-15.0,25.0,4.0,2.0,2.0,35.507246376811594,41.43646408839779,24.210526315789473,60.75949367088607
League,690.0,89.8,235.6,66.1,145.4,23.7,90.2,50.2,78.9,253.5,43.2,92.3,135.5,51.7,44.7,25.3,11.1,36.4,74.1,73.1,0.0,22.3,3.4,1.7,1.7,38.11544991511036,45.460797799174685,26.274944567627493,63.62484157160963
