TEAM,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
CSB,20.214285714285715,45.5,5.714285714285714,26.357142857142858,11.642857142857142,19.857142857142858,11.714285714285714,21.714285714285715,12.857142857142858,11.357142857142858,9.142857142857142,3.2142857142857144,19.928571428571427,19.214285714285715,-11.285714285714286,25.0,14.0,200.0,25.928571428571427,71.85714285714286,36.083499006,44.4270015699,21.6802168022,58.6330935252,69.21428571428571,33.42857142857143,12.357142857142858
SBU,16.214285714285715,38.642857142857146,7.214285714285714,29.785714285714285,11.142857142857142,16.785714285714285,10.928571428571429,24.714285714285715,13.928571428571429,9.857142857142858,6.0,2.7142857142857144,19.214285714285715,18.214285714285715,-4.214285714285714,62.0,14.0,200.0,23.428571428571427,68.42857142857143,34.2379958246,41.9593345656,24.2206235012,66.3829787234,65.21428571428571,35.642857142857146,8.714285714285714
MU,18.214285714285715,41.5,6.0,21.428571428571427,18.285714285714285,27.714285714285715,8.571428571428571,24.928571428571427,14.714285714285714,12.928571428571429,7.357142857142857,2.7142857142857144,19.928571428571427,23.285714285714285,-2.857142857142857,35.0,14.0,200.0,24.214285714285715,62.92857142857143,38.4790011351,43.8898450947,28.0,65.9793814433,72.71428571428571,33.5,10.071428571428571
EAC,17.785714285714285,42.714285714285715,7.571428571428571,27.714285714285715,16.785714285714285,26.142857142857142,13.928571428571429,30.428571428571427,16.714285714285715,14.285714285714286,7.214285714285714,3.357142857142857,22.0,22.071428571428573,-0.42857142857142855,95.0,14.0,200.0,25.357142857142858,70.42857142857143,36.0040567951,41.6387959866,27.3195876289,64.2076502732,75.07142857142857,44.357142857142854,10.571428571428571
League,20.01388888888889,43.11805555555555,7.118055555555555,26.263888888888886,14.645833333333334,22.77777777777778,11.791666666666668,26.90972222222222,16.402777777777775,13.347222222222221,7.569444444444445,3.0486111111111107,20.909722222222225,20.625,-0.001388888888888889,93.5,14.4,200.0,27.131944444444443,69.38194444444444,39.1051946752,46.4164921888,27.1020624008,64.2987804878,76.02777777777777,38.701388888888886,10.618055555555555
LPU,22.4,42.4,7.733333333333333,27.0,14.0,22.6,12.2,28.733333333333334,19.266666666666666,14.2,6.666666666666667,3.2666666666666666,22.066666666666666,19.733333333333334,0.6666666666666666,102.0,15.0,200.0,30.133333333333333,69.4,43.4197886647,52.8301886792,28.6419753086,61.9469026549,82.0,40.93333333333333,9.933333333333334
UPHSD,15.8,37.93333333333333,8.333333333333334,31.2,11.133333333333333,18.133333333333333,12.733333333333333,25.866666666666667,14.933333333333334,13.0,8.933333333333334,2.466666666666667,18.8,17.733333333333334,1.4,117.0,15.0,200.0,24.133333333333333,69.13333333333334,34.9083895853,41.6520210896,26.7094017094,61.3970588235,67.73333333333333,38.6,11.4
CSJL,21.266666666666666,48.0,7.266666666666667,28.133333333333333,13.0,20.066666666666666,14.066666666666666,25.4,17.533333333333335,10.933333333333334,8.733333333333333,2.6666666666666665,20.733333333333334,20.0,2.4,100.0,15.0,200.0,28.533333333333335,76.13333333333334,37.4781085814,44.3055555556,25.8293838863,64.7840531561,77.33333333333333,39.46666666666667,11.4
AU,21.071428571428573,45.357142857142854,7.357142857142857,24.142857142857142,16.285714285714285,23.5,11.428571428571429,30.357142857142858,18.214285714285715,16.214285714285715,7.357142857142857,3.4285714285714284,23.357142857142858,20.0,3.5,122.0,14.0,200.0,28.428571428571427,69.5,40.9044193217,46.4566929134,30.4733727811,69.3009118541,80.5,41.785714285714285,10.785714285714286
JRU,23.5,45.5,6.571428571428571,22.785714285714285,14.357142857142858,22.071428571428573,11.214285714285714,25.214285714285715,13.857142857142858,13.785714285714286,7.857142857142857,3.4285714285714284,23.5,20.714285714285715,4.8,132.0,14.0,200.0,30.071428571428573,68.28571428571429,44.0376569038,51.6483516484,28.8401253918,65.0485436893,81.07142857142857,36.42857142857143,11.285714285714286
SSCR,23.466666666666665,43.666666666666664,7.266666666666667,23.733333333333334,19.866666666666667,30.866666666666667,10.933333333333334,31.466666666666665,21.466666666666665,16.8,6.4,3.2666666666666666,19.733333333333334,25.266666666666666,5.306666666666667,145.0,15.0,200.0,30.733333333333334,67.4,45.5984174085,53.7404580153,30.6179775281,64.3628509719,88.6,42.4,9.666666666666666
