,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
MU,28.0,51.0,3.0,17.0,13.0,17.0,12.0,35.0,14.0,20.0,10.0,5.0,15.0,21.0,13.0,13.0,1.0,200.0,31.0,68.0,45.588235294117645,54.90196078431372,17.647058823529413,76.47058823529412,78.0,47.0,15.0
SBU,34.0,77.0,13.0,63.0,26.0,47.0,27.0,55.0,25.0,18.0,10.0,4.0,46.0,44.0,-11.0,12.0,2.0,400.0,47.0,140.0,33.57142857142857,44.15584415584416,20.634920634920636,55.319148936170215,133.0,82.0,14.0
UPHSD,14.0,38.0,6.0,17.0,20.0,34.0,11.0,22.0,15.0,16.0,7.0,3.0,23.0,26.0,-16.0,0.0,1.0,200.0,20.0,55.0,36.36363636363637,36.8421052631579,35.294117647058826,58.8235294117647,66.0,33.0,10.0
AU,20.0,53.0,10.0,30.0,17.0,28.0,8.0,40.0,22.0,10.0,4.0,11.0,27.0,26.0,7.0,14.0,1.0,200.0,30.0,83.0,36.144578313253014,37.735849056603776,33.333333333333336,60.714285714285715,87.0,48.0,15.0
JRU,24.0,44.0,5.0,23.0,19.0,29.0,17.0,25.0,16.0,12.0,8.0,5.0,26.0,22.0,16.0,15.0,1.0,200.0,29.0,67.0,43.28358208955224,54.54545454545455,21.73913043478261,65.51724137931035,82.0,42.0,13.0
SSCR,42.0,74.0,15.0,55.0,48.0,64.0,23.0,52.0,43.0,36.0,8.0,5.0,53.0,56.0,-9.0,0.0,2.0,400.0,57.0,129.0,44.18604651162791,56.75675675675676,27.272727272727273,75.0,177.0,75.0,13.0
CSJL,30.0,55.0,4.0,31.0,19.0,24.0,17.0,17.0,16.0,8.0,11.0,1.0,28.0,25.0,7.0,13.0,1.0,200.0,34.0,86.0,39.53488372093023,54.54545454545455,12.903225806451612,79.16666666666667,91.0,34.0,12.0
EAC,28.0,67.0,4.0,19.0,12.0,29.0,14.0,43.0,14.0,10.0,7.0,0.0,28.0,26.0,-7.0,0.0,1.0,200.0,32.0,86.0,37.2093023255814,41.791044776119406,21.05263157894737,41.37931034482759,80.0,57.0,7.0
CSB,37.0,85.0,12.0,58.0,20.0,38.0,28.0,49.0,23.0,25.0,16.0,6.0,43.0,36.0,-18.0,0.0,2.0,400.0,49.0,143.0,34.26573426573427,43.529411764705884,20.689655172413794,52.63157894736842,130.0,77.0,22.0
LPU,44.0,83.0,17.0,59.0,35.0,54.0,32.0,66.0,38.0,23.0,11.0,5.0,50.0,53.0,18.0,28.0,2.0,400.0,61.0,142.0,42.95774647887324,53.01204819277108,28.8135593220339,64.81481481481481,174.0,98.0,16.0
League,30.1,62.7,8.9,37.2,22.9,36.4,18.9,40.4,22.6,17.8,9.2,4.5,33.9,33.5,0.0,9.5,1.4,280.0,39.0,99.9,39.03903903903904,48.006379585326954,23.924731182795696,62.91208791208791,109.80000000000001,59.3,13.7
