TEAM,OFF,DEF,NET,PACE,hAST%,hTO%,TOR,AR,STL%,BLK%,EFG%,TS%,PPWS,REB%,OREB%,DREB%,FTR,FFI,Py-W,Py-L,PPR,HHI
UPHSD,84.2273330308738,67.79273146387402,16.434601566999774,73.0166773504,14.847809948032664,11.135857461024498,16.434601566999763,21.912802089333017,10.956401044666508,13.157894736842104,47.01492537313433,51.40421263791374,1.0280842527582748,56.0,43.58974358974359,69.44444444444444,0.43283582089552236,38.12510657238523,0.969910633029514,0.03008936697048603,-0.7348118950175624,0.12522308149910766
CSB,73.20153425286227,64.29864495183848,8.90288930102379,75.818083004,14.437406855439642,13.040238450074515,18.465251883604896,20.44367172827685,9.232625941802448,10.588235294117647,45.32374100719424,47.52119188286668,0.9504238376573337,54.437869822485204,36.36363636363637,69.56521739130434,0.2733812949640288,34.11925607096663,1.7768682288915745,0.22313177110842553,-1.8315939484901589,0.14189189189189189
SBU,74.00106536015811,68.34820620070158,5.652859159456526,72.9719224138,13.056092843326885,11.60541586073501,16.444681191146245,18.500266340039527,6.166755446679842,11.688311688311689,44.48529411764706,46.21309370988446,0.9242618741976892,53.67231638418079,36.7816091954023,70.0,0.33088235294117646,34.224845078043494,1.561973769456431,0.43802623054356893,-1.557026614178066,0.14313271604938266
EAC,69.44285037575823,63.855494598398366,5.5873557773598606,93.9621568627,17.279296261388627,7.854225573358467,10.642582433066394,23.413681352746067,4.257032973226558,16.417910447761194,42.168674698795186,45.63575325220311,0.9127150650440622,45.714285714285715,15.686274509803921,74.07407407407408,0.3373493975903614,27.725611353600883,0.792835688446845,0.20716431155315496,1.7764819081411112,0.12273748183379576
SSCR,85.40291424899401,81.27051517242977,4.132399076564241,81.6716860465,14.932802389248382,6.636801061888169,9.795316329633721,22.039461741675872,10.407523600235828,1.3513513513513513,43.90243902439025,49.18552993441929,0.9837105986883858,51.61290322580645,39.53488372093023,66.66666666666667,0.3475609756097561,33.130196070496915,1.3771866052164665,0.6228133947835335,1.9708246143413357,0.17198520060122557
League,73.88156659542548,73.88156659542548,0.0,80.4802845776,14.457892986002712,11.38719005092249,15.969543234955356,20.27593691629163,8.253921222561194,7.177033492822966,43.493493493493496,47.36188274267573,0.9472376548535146,50.0,31.87183811129848,68.12816188870153,0.3643643643643643,33.2296162938614,0.7,0.7,-0.9425287356321835,0.015689066788560024
AU,63.855494598398366,69.44285037575823,-5.5873557773598606,93.9621568627,11.40436624307592,8.145975887911371,10.642582433066394,14.899615406292952,7.449807703146476,0.0,39.53488372093023,40.502227622519236,0.8100445524503848,54.285714285714285,25.925925925925927,84.31372549019608,0.3372093023255814,28.717923816707597,0.20716431155315498,0.792835688446845,-0.2537831297344443,0.148125
CSJL,78.75182655096458,85.31447876354497,-6.562652212580389,79.9981444992,14.609203798392988,20.08765522279036,27.500637843193985,20.00046388595926,6.250144964362269,7.2727272727272725,51.75438596491229,58.7248322147651,1.174496644295302,52.11267605633803,41.37931034482759,59.523809523809526,0.5789473684210527,44.53698644204472,0.2174339293724319,0.7825660706275681,-5.700819047675464,0.13662131519274376
LPU,73.71732002148124,82.22316463934446,-8.505844617863218,79.3571985294,15.550026657188555,10.662875422072151,15.121501542867946,22.052189750015756,5.67056307857548,1.2048192771084338,41.13475177304964,46.96531791907514,0.9393063583815028,43.35260115606936,25.0,62.35294117647059,0.40425531914893614,31.29810588217089,0.29680427937946724,1.7031957206205328,-0.16902538158481,0.1483399079552926
MU,60.164281545949734,72.19713785513969,-12.032856309189953,81.0281428571,13.064576334453154,14.930944382232177,19.74622573815786,17.27794752088813,14.809669303618396,3.9215686274509802,39.436619718309856,42.120269569725245,0.842405391394505,41.97530864197531,23.91304347826087,65.71428571428571,0.19718309859154928,28.45155949638883,0.05131250751958343,0.9486874924804166,-3.3107955557093214,0.13940828402366864
JRU,67.79273146387402,84.2273330308738,-16.434601566999774,73.0166773504,14.857369255150553,15.847860538827257,21.912802089333017,20.543251958749703,9.586850914083195,6.818181818181818,41.81818181818181,47.16981132075471,0.9433962264150942,44.0,30.555555555555557,56.41025641025641,0.6181818181818182,37.58931163344436,0.03008936697048606,0.969910633029514,-3.306653527579029,0.12350780532598715
