TEAM,OFF,DEF,NET,PACE,hAST%,hTO%,TOR,AR,STL%,BLK%,EFG%,TS%,PPWS,REB%,OREB%,DREB%,FTR,FFI,Py-W,Py-L,PPR,HHI
CSB,75.06441905672246,58.46601616299175,16.598402893730707,75.6849925889,13.025679196129513,12.793077781912913,18.16740615234207,18.4977226278392,10.239810740410984,9.444444444444445,45.15570934256055,47.50407625736862,0.9500815251473723,57.69230769230769,40.90909090909091,71.73913043478261,0.23529411764705882,34.3153652216338,3.927943164305818,0.0720568356941822,-2.214566241394831,0.11450947074905511
CSJL,79.72186246743479,77.06446705185363,2.6573954155811634,75.2616636679,14.488935721812433,15.806111696522654,21.259163324649275,19.487566380928502,8.857984718603864,10.95890410958904,51.11111111111111,56.68934240362812,1.1337868480725624,53.92156862745098,35.36585365853659,66.39344262295081,0.4,38.83240600731408,1.897128941228134,1.102871058771866,-3.235485734910352,0.1088888888888889
SBU,71.57904936613339,69.56273811638314,2.0163112497502453,74.3932763449,12.343886145803078,13.796108045309323,19.154956872627242,17.138645622877007,6.0489337492507085,8.391608391608392,43.13725490196079,46.53296631275396,0.9306593262550792,53.06122448979592,35.75757575757576,69.10112359550561,0.4470588235294118,35.90103868339746,2.4493741877815545,1.5506258122184455,-2.933175057823155,0.135042650267804
League,72.37503696784474,72.37503696784474,0.0,78.270441166,14.077309498327114,12.173015918930124,16.950443440585083,19.602096968914235,9.633222311778058,7.63267740011926,43.31710969674279,46.98449429975944,0.9396898859951888,50.0,31.262262916939182,68.73773708306084,0.3305877948333957,32.77572424473216,1.9,1.9,-1.4924731182795703,0.010476456108158925
EAC,65.0734734255047,66.25234069770586,-1.1788672722011597,79.5254921489,15.664160401002507,10.964912280701755,15.403865690095316,22.00552241442188,8.173479753928126,10.21505376344086,37.80918727915194,42.08856898865439,0.8417713797730877,43.75,22.80701754385965,63.53591160220994,0.36042402826855124,28.942405266984807,1.714698345064538,2.285301654935462,-0.27836475918619186,0.10882692711615205
MU,67.18413232709055,68.49504222615573,-1.3109098990651802,76.2828933333,15.118373648996398,12.866700977869275,17.478798654202418,20.537588418687843,11.798189091586632,4.316546762589928,42.53731343283582,45.783455422547796,0.9156691084509558,50.0,28.8,74.76635514018692,0.25870646766169153,31.025222051610307,1.2699385861890902,1.7300614138109098,-1.4820793885264343,0.142034503271862
LPU,77.0416115262843,79.06311153717805,-2.021500010893746,83.4776151821,16.501650165016503,11.941983672051416,16.471481570245427,22.760592715248226,7.7865185604796565,4.639175257731959,48.42657342657343,52.03908241291419,1.0407816482582837,45.61933534743203,23.270440251572328,66.27906976744185,0.34615384615384615,33.33489550581289,1.5914190492889868,2.408580950711013,-0.4924882770715073,0.14355413135683262
JRU,76.08950035797417,79.28035037298599,-3.1908500150118186,76.3903031647,15.484739676840215,13.016157989228006,18.981466755967748,22.581400106237496,9.490733377983874,11.864406779661017,43.47014925373134,48.65034526051475,0.973006905210295,51.578947368421055,36.054421768707485,68.1159420289855,0.4291044776119403,35.780877908405074,1.3654031745284427,2.634596825471557,-1.536918389967239,0.10822060353798127
UPHSD,68.08327377453453,71.9081767955758,-3.8249030210412656,73.5312760749,13.579188107489994,12.388031255955784,17.67955174170185,19.379508639942415,10.199741389443375,7.878787878787879,39.67391304347826,42.959196807825975,0.8591839361565196,49.185667752442995,32.098765432098766,68.27586206896552,0.286231884057971,31.00268450010609,1.177246491103098,2.822753508896902,-1.8627892694392665,0.1336110760425872
SSCR,76.19305948198169,80.0595729482315,-3.8665134662498133,82.4386111111,12.4516960068699,9.0167453842851,12.736750241764105,17.588845571959954,11.523726409215143,3.6809815950920246,40.586419753086425,45.79004920721706,0.9158009841443412,49.22118380062305,35.55555555555556,66.66666666666667,0.2932098765432099,30.92801472093486,1.2469487280785423,2.753051271921458,-0.39559962716033104,0.1456627311205168
AU,68.24681329418257,72.62160901816863,-4.374795723986054,85.7182880435,12.381710444857168,10.833996639250023,14.290999365021136,16.3325707028813,12.249428027160974,4.891304347826087,44.01294498381877,44.92052522460263,0.8984105044920526,47.82608695652174,25.0,73.91304347826087,0.2815533980582524,30.401228805656576,1.0804053465657226,2.9195946534342774,-1.2532916806755225,0.10895381328073636
