TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%
AU,2250.0,319.0,795.0,271.0,587.0,48.0,208.0,160.0,281.0,846.0,132.0,279.0,411.0,155.0,136.0,107.0,32.0,139.0,228.0,255.0,-48.0,38.0,11.0,3.0,8.0,40.125786163522015,46.16695059625213,23.076923076923077,56.93950177935943
CSB,2250.0,347.0,766.0,271.0,490.0,76.0,276.0,147.0,249.0,917.0,159.0,343.0,502.0,200.0,180.0,80.0,45.0,125.0,208.0,217.0,134.0,125.0,11.0,9.0,2.0,45.300261096605745,55.30612244897959,27.536231884057973,59.036144578313255
CSJL,2275.0,284.0,708.0,207.0,411.0,77.0,297.0,156.0,207.0,801.0,103.0,314.0,417.0,174.0,167.0,64.0,52.0,116.0,221.0,202.0,-17.0,77.0,11.0,6.0,5.0,40.112994350282484,50.36496350364963,25.925925925925927,75.3623188405797
EAC,2225.0,286.0,789.0,198.0,485.0,88.0,304.0,163.0,281.0,823.0,134.0,288.0,422.0,194.0,150.0,89.0,41.0,130.0,245.0,240.0,-7.4,71.0,11.0,5.0,6.0,36.248415716096325,40.824742268041234,28.94736842105263,58.00711743772242
JRU,2000.0,256.0,692.0,201.0,484.0,55.0,208.0,191.0,276.0,758.0,133.0,224.0,357.0,166.0,139.0,83.0,42.0,125.0,203.0,231.0,-41.0,44.0,10.0,3.0,7.0,36.994219653179194,41.52892561983471,26.442307692307693,69.20289855072464
LPU,2225.0,309.0,779.0,220.0,450.0,89.0,329.0,183.0,257.0,890.0,113.0,282.0,395.0,188.0,118.0,85.0,18.0,103.0,217.0,229.0,-6.0,77.0,11.0,6.0,5.0,39.66623876765083,48.888888888888886,27.051671732522795,71.20622568093385
MU,2225.0,294.0,752.0,200.0,426.0,94.0,326.0,163.0,255.0,845.0,148.0,301.0,449.0,167.0,147.0,80.0,29.0,109.0,262.0,223.0,28.2,97.0,11.0,8.0,3.0,39.09574468085106,46.948356807511736,28.834355828220858,63.92156862745098
SBU,2250.0,274.0,712.0,182.0,415.0,92.0,297.0,137.0,236.0,777.0,126.0,332.0,458.0,146.0,129.0,50.0,28.0,78.0,198.0,215.0,45.0,94.0,11.0,7.0,4.0,38.48314606741573,43.855421686746986,30.976430976430976,58.05084745762712
SSCR,2025.0,276.0,774.0,204.0,452.0,72.0,322.0,173.0,232.0,797.0,139.0,225.0,364.0,136.0,110.0,99.0,15.0,114.0,259.0,201.0,-77.0,26.0,10.0,2.0,8.0,35.65891472868217,45.13274336283186,22.36024844720497,74.56896551724138
UPHSD,2275.0,268.0,743.0,199.0,473.0,69.0,270.0,133.0,211.0,738.0,129.0,323.0,452.0,190.0,154.0,83.0,42.0,125.0,201.0,197.0,-11.0,58.0,11.0,5.0,6.0,36.0699865410498,42.07188160676533,25.555555555555557,63.03317535545024
League,2200.0,291.3,751.0,215.3,467.3,76.0,283.7,160.6,248.5,819.2,131.6,291.1,422.7,171.6,143.0,82.0,34.4,116.4,224.2,221.0,-0.02,70.7,10.8,5.4,5.4,38.788282290279625,46.07318638989942,26.78886147338738,64.62776659959759
