TEAM,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
CSB,18.0,45.0,4.25,26.25,10.25,20.25,13.0,22.75,10.75,12.75,7.5,3.75,19.5,20.0,-16.75,0.0,4.0,200.0,22.25,71.25,31.2280701754,40.0,16.1904761905,50.6172839506,59.0,35.75,11.25
SBU,14.6,37.8,8.6,34.8,12.2,19.2,12.8,24.6,14.0,9.4,6.8,2.6,23.8,19.0,-5.0,25.0,5.0,200.0,23.2,72.6,31.955922865,38.6243386243,24.7126436782,63.5416666667,67.2,37.4,9.4
MU,17.75,44.5,5.5,21.25,15.75,24.0,9.75,29.25,14.75,14.75,7.5,3.25,17.75,22.25,-2.75,13.0,4.0,200.0,23.25,65.75,35.36121673,39.8876404494,25.8823529412,65.625,67.75,39.0,10.75
League,19.67391304347826,43.69565217391305,6.782608695652175,25.934782608695652,15.32608695652174,24.15217391304348,12.391304347826088,27.586956521739133,15.369565217391306,13.23913043478261,7.521739130434783,3.5217391304347827,22.06521739130435,21.65217391304348,0.0,30.6,4.6,200.00000000000003,26.456521739130437,69.6304347826087,37.9956290977,45.0248756219,26.1525565801,63.4563456346,75.0217391304348,39.97826086956522,11.043478260869566
AU,20.0,45.2,8.4,27.6,15.8,21.8,10.0,31.6,18.0,15.6,7.0,5.0,24.0,18.4,1.2,52.0,5.0,200.0,28.4,72.8,39.010989011,44.2477876106,30.4347826087,72.4770642202,81.0,41.6,12.0
CSJL,20.75,46.25,6.75,26.75,15.5,23.25,13.25,20.75,14.5,10.25,9.0,3.75,22.5,22.0,1.75,25.0,4.0,200.0,27.5,73.0,37.6712328767,44.8648648649,25.2336448598,66.6666666667,77.25,34.0,12.75
UPHSD,18.4,40.4,7.0,26.4,12.0,21.6,12.6,26.8,14.0,13.2,9.2,2.6,20.4,19.0,1.8,26.0,5.0,200.0,25.4,66.8,38.0239520958,45.5445544554,26.5151515152,55.5555555556,69.8,39.4,11.8
EAC,18.4,45.0,6.2,26.0,15.4,27.6,16.2,32.8,15.4,14.0,7.2,3.0,23.2,22.8,2.2,40.0,5.0,200.0,24.6,71.0,34.6478873239,40.8888888889,23.8461538462,55.7971014493,70.8,49.0,10.2
LPU,25.0,48.5,7.25,25.25,16.25,25.75,14.5,30.5,18.5,13.0,7.25,3.5,21.75,23.5,2.25,28.0,4.0,200.0,32.25,73.75,43.7288135593,51.5463917526,28.7128712871,63.1067961165,88.0,45.0,10.75
JRU,22.0,42.8,6.8,21.0,15.6,22.2,10.2,25.6,14.0,12.8,8.2,4.0,24.0,20.0,6.0,56.0,5.0,200.0,28.8,63.8,45.1410658307,51.4018691589,32.380952381,70.2702702703,80.0,35.8,12.2
SSCR,22.4,43.4,6.4,23.2,23.8,35.2,11.8,29.8,19.2,16.2,5.8,3.8,22.4,29.8,6.2,41.0,5.0,200.0,28.8,66.6,43.2432432432,51.6129032258,27.5862068966,67.6136363636,87.8,41.6,9.6
