NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,starters ,,,,,,,,,,,,,,,,,,,,,
1,J. Puno,,32:44,20,7-15,46.7,3-8,37.5,4-7,57.1,2-3,66.7,2,4,6,2,2,2,0,3,4,11
9,B. Sajonia,,22:28,9,4-7,57.1,4-4,100,0-3,0,1-2,50,0,5,5,3,0,0,0,3,2,-3
21,Y. Andrada,,24:26,9,3-9,33.3,2-5,40,1-4,25,2-3,66.7,1,5,6,1,1,0,1,2,2,10
77,J. Royo,,17:09,2,1-4,25,1-2,50,0-2,0,0-0,0,1,0,1,2,0,2,0,2,0,6
27,M. Songcuya,,17:07,2,1-3,33.3,1-3,33.3,0-0,0,0-0,0,1,5,6,0,1,0,0,3,1,12
,bench ,,,,,,,,,,,,,,,,,,,,,
13,RC. Calimag,,14:04,14,6-8,75,4-5,80,2-3,66.7,0-0,0,0,0,0,1,0,1,0,1,0,10
18,J. Payosing,,22:31,5,2-7,28.6,2-4,50,0-3,0,1-3,33.3,1,6,7,2,3,0,0,2,2,0
33,D. Celzo,,11:25,4,1-3,33.3,1-3,33.3,0-0,0,2-5,40,1,1,2,0,2,1,0,2,4,-6
0,Z. Estacio,,08:57,3,1-1,100,0-0,0,1-1,100,0-0,0,0,3,3,2,1,0,0,1,0,2
12,N. Gonzales,,13:52,2,1-4,25,1-3,33.3,0-1,0,0-0,0,0,2,2,1,0,0,0,1,1,-10
4,O. Tagle,,03:32,0,0-1,0,0-0,0,0-1,0,0-0,0,0,0,0,1,0,0,0,0,0,-9
3,R. Calimag,,04:36,0,0-1,0,0-0,0,0-1,0,0-2,0,0,1,1,0,1,0,0,0,1,-11
10,R. Jalbuena,,05:03,0,0-2,0,0-2,0,0-0,0,0-0,0,1,0,1,0,0,0,0,0,0,-14
16,A. Sollano,,01:59,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,1,1,-8
,,,,,,,,,,,,,,,,,,,,,,
4,L. Capulong,,30:13,13,5-9,55.6,5-8,62.5,0-1,0,3-4,75,0,7,7,2,1,1,0,3,2,2
3,E. Geronimo,,26:12,12,5-8,62.5,4-6,66.7,1-2,50,1-1,100,1,3,4,3,0,0,0,2,2,13
12,R. Abiera,,12:53,9,2-4,50,0-0,0,2-4,50,3-4,75,0,3,3,0,1,0,0,1,2,7
25,G. Borromeo,,19:15,7,3-4,75,3-4,75,0-0,0,1-3,33.3,0,4,4,2,0,2,0,1,5,10
42,C. Hernal,,18:20,4,1-3,33.3,1-3,33.3,0-0,0,2-2,100,2,2,4,1,0,0,2,3,2,18
13,A. Acop,,04:36,2,1-2,50,1-2,50,0-0,0,0-0,0,0,1,1,2,0,0,0,0,1,11
9,J. Camay,,10:11,0,0-0,0,0-0,0,0-0,0,0-0,0,0,2,2,2,3,0,0,1,0,-6
24,J. Dela Cruz,,01:31,0,0-1,0,0-1,0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,0,-5
,starters ,,,,,,,,,,,,,,,,,,,,,
1,J. Ongotan,,31:11,13,5-19,26.3,2-8,25,3-11,27.3,0-0,0,3,0,3,2,1,2,0,3,3,-6
14,M. Vinoya,,21:40,6,3-9,33.3,3-5,60,0-4,0,0-0,0,0,2,2,1,2,0,1,2,1,-16
41,J. Libang,,08:14,4,2-3,66.7,2-3,66.7,0-0,0,0-0,0,1,0,1,1,0,0,0,0,1,5
5,T. Valencia,,12:05,2,1-5,20,1-2,50,0-3,0,0-0,0,0,1,1,0,0,0,0,1,1,-18
10,W. Miller,,03:34,0,0-1,0,0-1,0,0-0,0,0-0,0,0,1,1,0,1,0,0,1,1,-5
