NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,starters ,,,,,,,,,,,,,,,,,,,,,
39,K. Monje,,22:31,16,5-10,50,5-8,62.5,0-2,0,6-6,100,1,0,1,1,3,0,0,3,4,3
20,J. Jumao-os,,19:04,16,5-9,55.6,3-4,75,2-5,40,4-4,100,0,3,3,0,3,1,0,1,2,12
7,N. Montecillo,,24:05,9,3-6,50,2-2,100,1-4,25,2-2,100,0,5,5,3,1,1,0,4,3,1
4,K. Santos,,27:22,7,2-4,50,1-3,33.3,1-1,100,2-2,100,1,9,10,3,6,0,3,3,4,-12
15,I. Dimaano,,15:24,6,2-3,66.7,2-3,66.7,0-0,0,2-3,66.7,1,0,1,1,0,1,0,5,2,-1
,bench ,,,,,,,,,,,,,,,,,,,,,
26,S. Estrada,,28:38,14,4-9,44.4,4-8,50,0-1,0,6-8,75,3,3,6,3,4,0,1,2,5,-9
8,R. Go,,12:23,7,3-3,100,3-3,100,0-0,0,1-2,50,3,2,5,0,1,0,0,0,2,5
29,V. Cuajao,,23:24,5,2-9,22.2,1-1,100,1-8,12.5,0-0,0,1,0,1,3,1,0,0,1,1,-17
25,E. Galoy,,09:29,4,1-1,100,1-1,100,0-0,0,2-2,100,0,0,0,2,1,1,0,2,3,-7
17,C. Delfino,,03:43,0,0-1,0,0-1,0,0-0,0,0-0,0,1,1,2,0,1,1,0,1,0,-3
1,J. Nunag,,06:09,0,0-0,0,0-0,0,0-0,0,0-2,0,0,2,2,0,1,0,0,1,1,1
19,J. Pradella,,03:17,0,0-0,0,0-0,0,0-0,0,0-2,0,1,0,1,0,0,0,0,2,1,-3
91,J. Baliling,,04:23,0,0-2,0,0-0,0,0-2,0,0-0,0,0,0,0,0,0,0,0,0,0,-5
,,,,,,,,,,,,,,,,,,,,,,
4,R. Are,,24:31,30,9-15,60,8-11,72.7,1-4,25,11-13,84.6,3,3,6,6,1,1,0,4,11,19
13,H. Ricio,,25:57,14,5-12,41.7,3-7,42.9,2-5,40,2-2,100,2,2,4,2,1,1,0,2,2,12
18,T. Felebrico,,24:00,14,6-8,75,6-8,75,0-0,0,2-5,40,2,1,3,2,1,1,0,5,4,10
11,R. Escobido,,29:56,13,6-25,24,5-14,35.7,1-11,9.1,0-0,0,1,4,5,2,0,3,0,3,3,17
24,L. Velasco,,18:50,4,1-1,100,1-1,100,0-0,0,2-2,100,4,2,6,2,0,2,0,4,3,3
,bench ,,,,,,,,,,,,,,,,,,,,,
17,R. Gabat,,24:53,8,3-8,37.5,3-6,50,0-2,0,2-2,100,3,0,3,0,1,0,1,2,2,3
7,L. Gabat,,11:38,4,2-3,66.7,2-2,100,0-1,0,0-0,0,1,0,1,0,0,0,0,3,0,-5
52,A. Aguilar,,11:28,2,1-5,20,1-2,50,0-3,0,0-0,0,1,3,4,0,1,0,0,0,0,9
0,J. Barroga,,08:01,2,1-2,50,1-1,100,0-1,0,0-0,0,0,1,1,0,1,1,0,2,0,-13
2,R. Maliwat,,10:01,0,0-4,0,0-2,0,0-2,0,0-0,0,0,1,1,2,2,1,0,2,0,-13
25,I. Suico,,04:09,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,1,0,1,0,3
26,J. Lintol,,03:29,0,0-1,0,0-1,0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,0,-6
12,M. Pascual,,03:01,0,0-2,0,0-0,0,0-2,0,0-0,0,0,0,0,0,0,0,0,0,0,-4
