NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,starters ,,,,,,,,,,,,,,,,,,,,,
26,S. Estrada,,29:18,19,8-12,66.7,7-10,70,1-2,50,2-2,100,2,3,5,7,4,0,0,4,5,8
4,K. Santos,,27:53,17,8-13,61.5,8-11,72.7,0-2,0,1-2,50,2,9,11,2,0,1,3,1,3,5
39,K. Monje,,17:56,11,5-8,62.5,4-6,66.7,1-2,50,0-0,0,0,3,3,1,1,0,0,3,0,-2
7,N. Montecillo,,22:32,9,3-7,42.9,0-0,0,3-7,42.9,0-0,0,0,5,5,4,4,1,0,1,0,1
29,V. Cuajao,,33:31,2,1-7,14.3,1-2,50,0-5,0,0-0,0,1,4,5,0,2,0,1,0,0,13
,bench ,,,,,,,,,,,,,,,,,,,,,
9,P. Javillonar,,18:04,9,2-5,40,2-3,66.7,0-2,0,5-8,62.5,2,1,3,0,3,0,0,0,6,16
2,J. Miller,,17:26,8,2-4,50,1-3,33.3,1-1,100,3-3,100,0,1,1,3,2,2,0,2,1,11
1,J. Nunag,,16:05,3,1-6,16.7,1-5,20,0-1,0,1-2,50,2,7,9,0,0,1,0,2,1,5
17,C. Delfino,,10:42,0,0-0,0,0-0,0,0-0,0,0-0,0,1,0,1,3,0,0,0,2,1,4
20,J. Jumao-os,,05:14,0,0-1,0,0-0,0,0-1,0,0-0,0,0,1,1,0,0,0,0,1,0,1
91,J. Baliling,,01:13,0,0-1,0,0-0,0,0-1,0,0-0,0,0,0,0,0,0,0,0,1,0,-2
,,,,,,,,,,,,,,,,,,,,,,
3,J. Barba,,28:40,24,8-14,57.1,7-9,77.8,1-5,20,7-8,87.5,1,6,7,1,2,3,0,2,8,-15
24,J. Daileg,,19:57,9,3-12,25,2-7,28.6,1-5,20,2-2,100,3,3,6,0,0,1,0,0,1,-9
12,N. Moralejo,,13:02,4,1-2,50,0-1,0,1-1,100,1-2,50,0,0,0,0,1,0,0,2,2,-14
17,S. Penafiel,,14:52,2,1-7,14.3,1-4,25,0-3,0,0-0,0,0,0,0,1,0,0,1,0,0,-14
14,J. Panelo,,05:58,2,1-2,50,1-2,50,0-0,0,0-0,0,1,1,2,0,1,0,0,0,0,-14
22,O. Gordon,,01:24,0,0-0,0,0-0,0,0-0,0,0-0,0,0,1,1,0,0,0,0,0,0,-2
10,L. Pallingayan,,00:28,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,1,0,-3
11,K. Caduyac,,03:05,0,0-2,0,0-0,0,0-2,0,0-0,0,0,0,0,0,0,0,0,3,0,-6
,starters ,,,,,,,,,,,,,,,,,,,,,
20,R. Villegas,,33:00,14,4-12,33.3,3-8,37.5,1-4,25,5-6,83.3,1,2,3,2,1,3,0,1,3,-4
13,G. Montano,,15:28,6,3-11,27.3,3-6,50,0-5,0,0-0,0,2,4,6,2,0,2,1,2,2,2
4,D. Paulo,,09:31,3,1-2,50,0-0,0,1-2,50,0-0,0,0,0,0,2,1,1,0,2,0,7
15,G. Aviles,,27:57,2,1-3,33.3,1-3,33.3,0-0,0,0-0,0,0,4,4,1,0,0,1,2,0,7
18,V. Cunanan,,26:32,0,0-5,0,0-1,0,0-4,0,0-0,0,0,5,5,6,1,2,0,2,1,5
