NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,starters ,,,,,,,,,,,,,,,,,,,,,
14,J. Abis,,30:02,12,6-9,66.7,6-7,85.7,0-2,0,0-0,0,2,4,6,2,3,0,0,2,1,-1
19,M. Gojo Cruz,,30:20,11,4-14,28.6,3-9,33.3,1-5,20,2-3,66.7,0,6,6,1,2,1,1,4,2,-3
91,J. Boral,,19:32,7,2-6,33.3,2-5,40,0-1,0,3-4,75,1,4,5,0,1,1,0,3,5,-12
20,E. Pizarro,,14:40,2,1-3,33.3,1-3,33.3,0-0,0,0-0,0,4,1,5,5,0,0,0,2,2,7
33,A. Manuel,,27:49,2,0-4,0,0-2,0,0-2,0,2-2,100,0,6,6,3,4,0,0,2,2,-12
,bench ,,,,,,,,,,,,,,,,,,,,,
21,J. Nunez,,21:37,9,3-8,37.5,3-8,37.5,0-0,0,3-4,75,2,2,4,1,5,0,0,2,4,-14
13,H. Montemayor,,12:47,9,2-2,100,1-1,100,1-1,100,4-5,80,1,0,1,0,0,0,0,0,4,2
8,C. Pagaran,,25:15,7,3-11,27.3,3-6,50,0-5,0,1-1,100,0,2,2,2,2,1,1,3,2,1
7,A. Javier,,05:08,0,0-0,0,0-0,0,0-0,0,0-0,0,0,1,1,1,2,1,0,0,1,7
25,G. Gelsano,,11:30,0,0-1,0,0-1,0,0-0,0,0-0,0,0,2,2,0,1,1,1,2,0,-6
17,R. Movida,,01:15,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,0,-4
,,,,,,,,,,,,,,,,,,,,,,
14,M. Vinoya,,31:22,20,8-15,53.3,5-9,55.6,3-6,50,1-1,100,2,2,4,2,1,1,0,4,2,11
1,T. Ongotan,,29:14,11,4-14,28.6,4-9,44.4,0-5,0,3-6,50,3,4,7,2,3,1,1,2,5,7
5,B. Valencia,,34:36,8,2-7,28.6,1-3,33.3,1-4,25,3-7,42.9,1,3,4,6,2,3,0,2,5,11
4,J. Capulong,,24:07,4,2-7,28.6,2-4,50,0-3,0,0-2,0,1,5,6,0,1,3,1,4,2,-9
10,D. Miller,,09:06,0,0-2,0,0-1,0,0-1,0,0-0,0,1,2,3,0,0,0,0,0,0,-1
,bench ,,,,,,,,,,,,,,,,,,,,,
12,R. Abiera,,09:40,10,3-7,42.9,0-2,0,3-5,60,1-2,50,0,1,1,0,2,1,0,2,1,3
3,E. Geronimo,,20:51,6,2-4,50,2-4,50,0-0,0,2-2,100,1,3,4,2,3,2,1,2,1,8
42,J. Hernal,,19:27,5,1-7,14.3,1-5,20,0-2,0,3-4,75,4,2,6,2,2,2,1,3,4,13
25,A. Borromeo,,06:28,2,1-2,50,1-2,50,0-0,0,0-0,0,1,0,1,0,0,1,0,1,0,-7
9,Y. Camay,,10:02,0,0-1,0,0-1,0,0-0,0,0-0,0,0,0,0,1,1,1,0,1,0,0
27,K. Flores,,03:07,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,1,0,2
41,C. Libang,,01:54,0,0-1,0,0-1,0,0-0,0,0-0,0,0,0,0,0,0,0,0,1,0,-3
