NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,bench ,,,,,,,,,,,,,,,,,,,,,
1,J. Ongotan,,26:24,20,8-17,47.1,8-15,53.3,0-2,0,4-4,100,4,1,5,6,1,4,0,5,3,2
4,L. Capulong,,23:08,15,5-9,55.6,5-9,55.6,0-0,0,5-8,62.5,1,1,2,1,2,2,2,2,8,-7
9,J. Camay,,22:00,9,4-9,44.4,4-7,57.1,0-2,0,1-2,50,0,3,3,2,3,0,0,3,1,10
42,C. Hernal,,19:46,6,2-5,40,2-5,40,0-0,0,2-2,100,5,2,7,4,2,1,1,4,1,7
25,G. Borromeo,,09:20,2,1-1,100,1-1,100,0-0,0,0-0,0,1,3,4,1,1,0,0,1,0,1
3,E. Geronimo,,14:55,2,1-4,25,1-3,33.3,0-1,0,0-0,0,1,2,3,0,2,0,0,0,0,-7
47,X. Estacio,,02:45,0,0-1,0,0-1,0,0-0,0,0-0,0,0,1,1,0,0,0,0,1,2,-3
45,J. Espiritu,,01:35,0,0-1,0,0-1,0,0-0,0,0-0,0,0,0,0,0,0,0,0,1,0,-6
6,B. Rosalin,,02:15,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,1,0,-8
,starters ,,,,,,,,,,,,,,,,,,,,,
5,T. Valencia,,24:48,15,7-15,46.7,7-14,50,0-1,0,1-4,25,0,1,1,0,0,2,0,3,2,5
14,M. Vinoya,,25:20,10,3-7,42.9,1-1,100,2-6,33.3,2-2,100,1,2,3,2,3,3,0,5,1,7
12,R. Abiera,,15:13,8,2-5,40,1-2,50,1-3,33.3,3-3,100,0,2,2,0,2,2,0,1,2,-1
41,J. Libang,,06:21,2,1-1,100,1-1,100,0-0,0,0-0,0,0,0,0,0,0,0,0,2,0,-4
10,W. Miller,,06:04,0,0-1,0,0-1,0,0-0,0,0-0,0,0,0,0,0,1,0,0,0,0,-11
,,,,,,,,,,,,,,,,,,,,,,
31,M. Raymundo,,33:07,21,7-14,50,7-13,53.8,0-1,0,7-8,87.5,3,4,7,2,3,1,0,1,6,9
5,J. Guiab,,21:04,18,3-7,42.9,2-5,40,1-2,50,11-13,84.6,3,2,5,5,3,2,0,2,7,-2
26,J. Medina,,03:33,5,1-2,50,0-1,0,1-1,100,2-2,100,0,0,0,0,0,0,0,0,1,0
7,J. Pangilinan,,12:25,3,1-7,14.3,0-1,0,1-6,16.7,0-0,0,1,2,3,2,3,1,0,1,0,9
21,L. Benitez,,13:13,2,1-2,50,1-2,50,0-0,0,0-0,0,1,4,5,0,2,0,0,4,0,16
,bench ,,,,,,,,,,,,,,,,,,,,,
9,S. Argente,,26:33,20,7-11,63.6,4-6,66.7,3-5,60,3-6,50,1,1,2,2,3,0,0,0,4,9
14,M. Barrera,,24:58,14,5-12,41.7,5-9,55.6,0-3,0,4-4,100,1,2,3,2,0,2,0,2,4,-12
27,I. Panapanaan,,26:20,4,1-3,33.3,1-3,33.3,0-0,0,2-4,50,2,4,6,3,2,1,1,3,3,-7
1,S. Mosqueda,,08:19,2,1-2,50,1-2,50,0-0,0,0-0,0,1,0,1,0,1,1,0,0,1,-4
94,J. Lozano,,03:00,2,0-1,0,0-1,0,0-0,0,2-2,100,0,0,0,0,1,0,1,1,1,0
16,V. Sarmiento,,15:09,1,0-3,0,0-3,0,0-0,0,1-4,25,0,4,4,2,1,1,2,5,2,6
55,C. Ferrer,,03:46,0,0-1,0,0-1,0,0-0,0,0-0,0,0,1,1,0,0,0,0,0,0,-2
8,W. De Leon,,04:19,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,1,0,-7
17,R. Samontanes,,04:10,0,0-1,0,0-0,0,0-1,0,0-0,0,0,0,0,0,0,0,0,0,0,0
