NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,bench ,,,,,,,,,,,,,,,,,,,,,
52,A. Aguilar,,15:00,14,4-8,50,2-5,40,2-3,66.7,4-4,100,0,1,1,0,1,4,0,1,4,1
11,R. Escobido,,18:08,7,2-9,22.2,1-6,16.7,1-3,33.3,2-2,100,1,3,4,1,3,0,0,5,1,-12
7,L. Gabat,,13:16,7,1-6,16.7,0-3,0,1-3,33.3,4-4,100,0,0,0,0,1,0,0,5,2,2
25,I. Suico,,08:01,4,1-3,33.3,0-0,0,1-3,33.3,1-2,50,0,1,1,2,0,1,0,5,1,1
17,R. Gabat,,19:53,4,1-8,12.5,1-5,20,0-3,0,2-2,100,0,2,2,1,0,0,0,2,1,-8
0,J. Barroga,,06:38,0,0-1,0,0-1,0,0-0,0,0-0,0,1,1,2,0,0,0,0,1,0,-6
26,J. Lintol,,05:17,0,0-1,0,0-1,0,0-0,0,0-0,0,1,0,1,0,0,0,0,1,0,-6
20,K. Ramilo,,02:54,0,0-1,0,0-0,0,0-1,0,0-0,0,0,0,0,0,0,0,0,0,0,-8
2,R. Maliwat,,04:27,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,1,5
,starters ,,,,,,,,,,,,,,,,,,,,,
13,H. Ricio,,34:22,11,5-12,41.7,4-7,57.1,1-5,20,0-0,0,3,4,7,4,3,2,0,3,1,-5
4,R. Are,,26:11,11,3-10,30,3-7,42.9,0-3,0,5-9,55.6,1,4,5,4,4,2,0,2,7,-6
12,M. Pascual,,12:14,8,3-4,75,1-1,100,2-3,66.7,0-0,0,0,0,0,1,0,0,0,0,0,-6
24,L. Velasco,,16:45,5,2-5,40,2-5,40,0-0,0,1-1,100,0,1,1,0,1,1,1,4,2,-7
18,T. Felebrico,,16:47,2,0-2,0,0-1,0,0-1,0,2-2,100,1,3,4,1,2,0,0,5,2,-15
,,,,,,,,,,,,,,,,,,,,,,
1,J. Ongotan,,23:38,21,5-9,55.6,5-6,83.3,0-3,0,11-13,84.6,1,4,5,5,3,1,0,3,7,20
4,L. Capulong,,21:31,12,4-8,50,4-8,50,0-0,0,4-5,80,1,9,10,0,1,1,2,2,5,26
42,C. Hernal,,21:28,11,4-8,50,4-7,57.1,0-1,0,3-6,50,1,6,7,1,1,2,3,1,3,14
9,J. Camay,,14:26,9,3-7,42.9,2-4,50,1-3,33.3,2-4,50,0,1,1,2,3,0,0,4,3,2
3,E. Geronimo,,21:43,7,2-5,40,2-5,40,0-0,0,3-4,75,2,2,4,0,1,0,0,2,3,10
16,A. De Leon,,04:05,2,1-2,50,1-1,100,0-1,0,0-0,0,1,0,1,1,0,1,0,1,1,1
47,X. Estacio,,02:06,2,1-1,100,1-1,100,0-0,0,0-0,0,0,1,1,0,0,0,0,0,0,-4
6,B. Rosalin,,01:27,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,1,0,0,0,0,0,2
12,R. Abiera,,03:32,0,0-3,0,0-3,0,0-0,0,0-0,0,1,0,1,0,0,1,0,0,1,4
,starters ,,,,,,,,,,,,,,,,,,,,,
5,T. Valencia,,32:03,10,3-11,27.3,3-8,37.5,0-3,0,4-7,57.1,2,6,8,5,3,0,0,3,5,2
14,M. Vinoya,,30:07,9,3-8,37.5,2-6,33.3,1-2,50,2-2,100,0,3,3,3,1,1,0,4,4,0
25,G. Borromeo,,10:19,4,2-4,50,2-4,50,0-0,0,0-0,0,2,1,3,0,0,0,0,1,0,-3
10,W. Miller,,08:42,0,0-1,0,0-1,0,0-0,0,0-0,0,1,0,1,1,1,1,0,1,0,4
41,J. Libang,,04:46,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,0,-8
