NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,starters ,,,,,,,,,,,,,,,,,,,,,
21,Y. Andrada,,31:23,21,8-15,53.3,3-6,50,5-9,55.6,0-0,0,1,2,3,1,3,1,0,3,0,9
34,B. Lina,,27:58,9,3-4,75,3-4,75,0-0,0,3-3,100,1,5,6,2,2,0,0,3,3,-2
1,J. Puno,,23:44,8,3-8,37.5,1-4,25,2-4,50,0-0,0,0,5,5,2,1,2,0,3,1,2
0,Z. Estacio,,28:02,6,2-8,25,0-0,0,2-8,25,0-0,0,0,2,2,4,1,2,1,2,3,0
13,R. Calimag,,12:04,6,2-5,40,0-1,0,2-4,50,0-0,0,0,2,2,0,0,0,0,1,0,-1
,bench ,,,,,,,,,,,,,,,,,,,,,
4,O. Tagle,,24:43,4,1-4,25,0-1,0,1-3,33.3,1-1,100,0,0,0,5,1,0,0,1,0,5
9,B. Sajonia,,17:00,3,1-6,16.7,0-2,0,1-4,25,0-0,0,3,3,6,1,2,1,0,1,0,7
18,J. Payosing,,09:28,0,0-4,0,0-2,0,0-2,0,0-0,0,2,1,3,1,0,2,0,1,0,2
8,J. Bonzalida,,07:07,0,0-3,0,0-2,0,0-1,0,0-0,0,1,2,3,0,0,0,1,0,1,-2
11,J. Tagala,,04:57,0,0-1,0,0-0,0,0-1,0,0-0,0,0,1,1,0,0,0,0,0,0,-3
27,M. Songcuya,,09:06,0,0-0,0,0-0,0,0-0,0,0-0,0,1,0,1,0,0,0,0,0,0,0
33,D. Celzo,,04:25,0,0-0,0,0-0,0,0-0,0,0-0,0,0,1,1,0,0,0,0,0,1,3
,,,,,,,,,,,,,,,,,,,,,,
19,M. Gojo Cruz,,31:11,14,5-11,45.5,2-4,50,3-7,42.9,1-3,33.3,1,5,6,3,0,2,0,1,3,2
14,C. Abis,,28:56,7,3-7,42.9,2-5,40,1-2,50,0-0,0,4,3,7,2,1,0,0,1,1,-4
91,J. Boral,,20:22,4,2-8,25,2-4,50,0-4,0,0-0,0,1,1,2,2,2,0,0,1,0,-4
20,E. Pizarro,,15:01,1,0-1,0,0-1,0,0-0,0,1-2,50,0,3,3,0,2,2,1,0,3,3
9,S. Orgo,,15:59,0,0-4,0,0-0,0,0-4,0,0-0,0,0,2,2,2,1,0,0,0,2,3
,bench ,,,,,,,,,,,,,,,,,,,,,
21,J. Nunez,,24:41,11,4-5,80,4-5,80,0-0,0,3-3,100,3,2,5,0,0,0,0,3,3,-7
8,C. Pagaran,,21:43,10,4-16,25,2-8,25,2-8,25,0-0,0,0,2,2,2,2,1,1,1,2,0
33,J. Manuel,,23:44,3,1-6,16.7,0-5,0,1-1,100,0-0,0,0,3,3,1,2,1,1,2,1,-7
13,H. Montemayor,,07:15,3,1-1,100,0-0,0,1-1,100,0-0,0,0,1,1,0,0,0,0,0,0,-6
25,A. Gelsano,,11:03,0,0-1,0,0-0,0,0-1,0,0-0,0,0,2,2,1,1,0,1,1,0,0
