NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,starters ,,,,,,,,,,,,,,,,,,,,,
18,T. Felebrico,,36:45,21,9-19,47.4,9-18,50,0-1,0,3-4,75,3,9,12,2,3,2,0,1,4,-13
11,R. Escobido,,24:04,19,6-15,40,2-6,33.3,4-9,44.4,3-4,75,1,2,3,3,1,3,0,0,2,-10
4,R. Are,,27:09,7,2-13,15.4,1-7,14.3,1-6,16.7,2-2,100,1,2,3,6,4,2,0,3,2,-17
7,L. Gabat,,08:29,3,1-4,25,0-3,0,1-1,100,0-0,0,1,0,1,0,1,0,0,2,0,-12
24,L. Velasco,,18:07,0,0-1,0,0-1,0,0-0,0,0-0,0,3,3,6,0,1,0,1,4,0,-2
,bench ,,,,,,,,,,,,,,,,,,,,,
52,A. Aguilar,,13:36,13,4-7,57.1,1-2,50,3-5,60,2-2,100,1,2,3,2,0,0,0,1,2,0
17,R. Gabat,,20:50,10,3-11,27.3,1-4,25,2-7,28.6,2-2,100,2,2,4,1,1,0,0,4,3,-4
0,J. Barroga,,03:54,4,1-1,100,1-1,100,0-0,0,2-3,66.7,2,0,2,1,0,0,0,1,2,2
2,R. Maliwat,,12:44,3,1-1,100,0-0,0,1-1,100,0-0,0,0,1,1,0,1,0,0,1,0,-10
20,K. Ramilo,,01:25,3,1-1,100,0-0,0,1-1,100,0-0,0,0,0,0,0,0,0,0,0,1,6
77,C. Cruz,,07:08,2,1-4,25,1-4,25,0-0,0,0-0,0,1,1,2,0,0,0,0,1,0,-2
26,J. Lintol,,04:08,1,0-0,0,0-0,0,0-0,0,1-2,50,0,0,0,0,0,0,0,0,1,4
12,M. Pascual,,12:33,0,0-2,0,0-1,0,0-1,0,0-0,0,0,1,1,3,0,1,0,0,0,5
13,H. Ricio,,07:37,0,0-2,0,0-1,0,0-1,0,0-0,0,0,0,0,0,0,2,0,2,0,-8
3,F. Chuidian,,01:25,0,0-0,0,0-0,0,0-0,0,0-1,0,0,0,0,0,0,0,0,0,0,6
,,,,,,,,,,,,,,,,,,,,,,
9,H. Pagsanjan,,21:58,20,7-9,77.8,6-8,75,1-1,100,5-7,71.4,1,2,3,2,0,1,1,2,4,23
3,K. Gurtiza,,25:52,14,5-16,31.3,4-10,40,1-6,16.7,3-4,75,1,2,3,6,4,1,1,0,2,23
91,W. Oftana,,25:53,10,4-7,57.1,2-2,100,2-5,40,0-0,0,0,10,10,2,2,2,1,1,1,21
88,N. Ochavo,,18:26,9,2-3,66.7,1-2,50,1-1,100,4-5,80,4,4,8,6,2,3,0,1,5,18
16,K. Jacob,,17:31,6,3-4,75,3-4,75,0-0,0,0-3,0,2,3,5,0,1,0,0,0,3,12
,bench ,,,,,,,,,,,,,,,,,,,,,
81,P. Bagay,,18:05,13,5-9,55.6,4-8,50,1-1,100,2-3,66.7,2,3,5,1,1,0,0,0,2,-15
14,G. Quinal,,12:42,8,3-6,50,1-3,33.3,2-3,66.7,0-0,0,0,1,1,2,1,1,0,2,0,-8
8,J. Luciano,,10:37,7,3-4,75,2-2,100,1-2,50,0-0,0,1,2,3,1,1,0,0,0,1,-1
13,J. Bacud,,06:28,5,2-2,100,2-2,100,0-0,0,1-1,100,0,2,2,0,0,0,0,2,1,4
28,G. Loristo,,15:59,3,1-2,50,1-2,50,0-0,0,1-2,50,0,2,2,2,1,0,1,2,1,-5
71,N. Lucero,,14:33,2,1-8,12.5,1-6,16.7,0-2,0,0-0,0,0,1,1,7,3,0,0,3,0,2
61,A. Doromal,,04:56,0,0-3,0,0-2,0,0-1,0,0-0,0,0,1,1,1,1,0,0,2,0,0
10,J. Manacho,,03:51,0,0-0,0,0-0,0,0-0,0,0-0,0,0,1,1,0,1,0,0,0,0,-7
19,J. Devera,,01:36,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,1,0,-8
12,B. Angeles,,01:25,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,1,0,0,2,0,-6
