NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,starters ,,,,,,,,,,,,,,,,,,,,,
5,T. Valencia,,25:18,25,8-17,47.1,5-13,38.5,3-4,75,6-9,66.7,3,5,8,3,0,1,1,1,5,-13
3,E. Geronimo,,22:57,10,5-9,55.6,5-8,62.5,0-1,0,0-2,0,2,1,3,1,2,0,1,0,2,-5
14,M. Vinoya,,26:46,7,3-9,33.3,3-5,60,0-4,0,1-1,100,0,5,5,2,2,1,0,1,1,-3
25,G. Borromeo,,18:55,2,1-2,50,1-2,50,0-0,0,0-0,0,0,2,2,3,0,1,0,4,1,-12
41,J. Libang,,04:36,0,0-2,0,0-1,0,0-1,0,0-0,0,0,0,0,0,0,0,0,1,0,-10
,bench ,,,,,,,,,,,,,,,,,,,,,
1,J. Ongotan,,25:36,15,6-12,50,6-12,50,0-0,0,3-5,60,5,3,8,1,2,1,2,4,6,-9
4,L. Capulong,,26:57,8,3-11,27.3,2-6,33.3,1-5,20,1-2,50,2,2,4,0,1,0,1,5,3,-28
27,K. Flores,,14:29,6,3-9,33.3,3-7,42.9,0-2,0,0-1,0,1,1,2,0,1,1,1,4,1,-17
10,W. Miller,,08:32,2,1-3,33.3,1-3,33.3,0-0,0,0-0,0,1,3,4,0,0,1,0,0,0,4
9,J. Camay,,07:58,2,1-1,100,1-1,100,0-0,0,0-0,0,2,0,2,0,1,1,0,2,2,-7
45,J. Espiritu,,02:23,0,0-1,0,0-1,0,0-0,0,0-0,0,0,0,0,2,0,0,0,1,0,5
13,A. Acop,,04:51,0,0-3,0,0-3,0,0-0,0,0-0,0,2,1,3,1,0,0,0,0,0,-3
16,A. De Leon,,03:05,0,0-1,0,0-0,0,0-1,0,0-0,0,0,0,0,0,1,1,0,0,0,-5
12,R. Abiera,,07:29,0,0-2,0,0-1,0,0-1,0,0-0,0,0,0,0,0,0,0,0,1,0,-12
,,,,,,,,,,,,,,,,,,,,,,
72,G. Cometa,,14:48,23,10-14,71.4,7-10,70,3-4,75,0-0,0,1,0,1,1,0,0,0,1,0,24
13,I. Torres,,17:41,8,1-4,25,0-1,0,1-3,33.3,5-5,100,1,2,3,3,0,1,1,1,2,24
8,A. Turco,,11:52,6,3-4,75,3-4,75,0-0,0,0-0,0,1,1,2,0,0,0,2,2,0,12
14,R. Ondoa,,10:39,6,3-5,60,3-4,75,0-1,0,0-0,0,2,0,2,0,0,0,1,2,0,2
6,J. Morales,,13:30,4,2-4,50,2-2,100,0-2,0,0-0,0,2,4,6,0,1,0,0,2,0,2
41,G. Carillo,,03:28,4,2-3,66.7,2-3,66.7,0-0,0,0-0,0,1,0,1,0,0,0,0,1,0,-8
22,J. Eusebio,,16:37,3,1-5,20,0-2,0,1-3,33.3,0-2,0,1,8,9,2,1,0,2,1,2,9
11,J. Cajucom,,09:21,2,1-4,25,1-3,33.3,0-1,0,0-0,0,0,0,0,1,0,0,1,0,1,-8
1,Z. Jarque,,03:54,2,1-1,100,1-1,100,0-0,0,0-0,0,0,0,0,0,0,0,1,3,0,-10
3,J. Arciaga,,03:28,0,0-0,0,0-0,0,0-0,0,0-0,0,0,1,1,0,0,0,0,2,1,-8
,starters ,,,,,,,,,,,,,,,,,,,,,
20,J. Sanchez,,25:50,14,5-10,50,4-8,50,1-2,50,3-7,42.9,5,5,10,3,3,1,0,1,4,29
34,A. Liwag,,20:44,12,6-7,85.7,6-7,85.7,0-0,0,0-4,0,1,5,6,5,2,0,0,4,6,12
17,J. Ancheta,,20:28,8,2-10,20,2-7,28.6,0-3,0,4-5,80,0,3,3,5,2,1,0,0,5,8
0,M. Oli,,12:43,5,2-4,50,1-2,50,1-2,50,0-0,0,2,1,3,1,1,1,0,1,0,14
9,M. Sangco,,14:50,3,0-5,0,0-5,0,0-0,0,3-6,50,2,4,6,1,1,1,0,0,3,13
