NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,bench ,,,,,,,,,,,,,,,,,,,,,
8,C. Pagaran,,25:37,19,6-17,35.3,2-6,33.3,4-11,36.4,3-4,75,1,4,5,2,0,0,1,2,3,-1
33,J. Manuel,,10:16,4,2-3,66.7,2-2,100,0-1,0,0-0,0,0,1,1,1,2,0,0,1,1,18
13,H. Montemayor,,10:19,3,1-4,25,1-1,100,0-3,0,1-1,100,0,1,1,0,2,0,0,1,1,7
25,A. Gelsano,,11:02,2,0-2,0,0-1,0,0-1,0,2-2,100,1,3,4,4,0,1,0,3,2,4
21,J. Nunez,,28:01,1,0-3,0,0-2,0,0-1,0,1-2,50,2,2,4,2,0,2,1,2,3,4
,starters ,,,,,,,,,,,,,,,,,,,,,
19,M. Gojo Cruz,,29:40,15,5-10,50,2-6,33.3,3-4,75,2-4,50,1,5,6,2,1,0,1,0,2,3
14,C. Abis,,28:57,8,4-14,28.6,4-12,33.3,0-2,0,0-1,0,2,4,6,4,1,0,1,1,1,6
9,S. Orgo,,29:43,8,2-6,33.3,0-1,0,2-5,40,2-3,66.7,2,4,6,2,4,2,0,4,2,-8
20,E. Pizarro,,11:18,6,2-5,40,2-5,40,0-0,0,2-2,100,1,0,1,2,0,2,0,2,1,5
91,J. Boral,,15:02,5,2-3,66.7,1-2,50,1-1,100,0-0,0,1,4,5,2,2,0,0,4,2,12
,,,,,,,,,,,,,,,,,,,,,,
26,S. Estrada,,33:33,14,5-15,33.3,5-14,35.7,0-1,0,4-4,100,1,6,7,10,3,1,2,5,4,-10
7,N. Montecillo,,23:27,11,3-8,37.5,0-2,0,3-6,50,2-2,100,4,2,6,0,1,2,0,1,4,-11
4,K. Santos,,33:51,10,5-13,38.5,5-13,38.5,0-0,0,0-0,0,3,4,7,2,3,1,0,0,2,-10
29,V. Cuajao,,37:29,8,2-13,15.4,0-1,0,2-12,16.7,2-3,66.7,1,1,2,1,0,0,0,3,2,-12
9,P. Javillonar,,12:21,4,2-3,66.7,2-2,100,0-1,0,0-1,0,0,2,2,0,2,0,0,1,1,-15
,bench ,,,,,,,,,,,,,,,,,,,,,
39,K. Monje,,15:20,7,2-4,50,1-2,50,1-2,50,2-4,50,0,3,3,1,2,0,0,3,4,-9
17,C. Delfino,,06:27,3,1-1,100,1-1,100,0-0,0,1-2,50,0,0,0,1,1,0,0,1,2,0
1,J. Nunag,,10:05,2,1-1,100,1-1,100,0-0,0,0-0,0,0,4,4,0,0,0,0,1,0,8
8,R. Go,,08:21,2,0-2,0,0-2,0,0-0,0,2-2,100,0,1,1,0,0,0,0,2,1,6
2,J. Miller,,14:20,0,0-1,0,0-0,0,0-1,0,0-0,0,0,2,2,0,2,1,0,0,0,1
91,J. Baliling,,02:30,0,0-2,0,0-0,0,0-2,0,0-0,0,0,0,0,0,0,0,0,1,0,2
6,K. Tagotongan,,02:11,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,1,0,0
