NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,bench ,,,,,,,,,,,,,,,,,,,,,
31,M. Raymundo,,22:45,21,7-11,63.6,7-11,63.6,0-0,0,7-7,100,4,9,13,2,2,1,3,0,6,26
14,M. Barrera,,23:16,18,7-10,70,4-6,66.7,3-4,75,1-1,100,1,1,2,2,1,0,1,1,1,7
9,S. Argente,,28:20,10,2-16,12.5,1-8,12.5,1-8,12.5,5-10,50,0,4,4,5,2,1,0,4,7,22
94,J. Lozano,,21:11,10,4-11,36.4,4-7,57.1,0-4,0,2-2,100,2,2,4,4,1,1,0,0,2,16
27,I. Panapanaan,,19:23,2,1-1,100,1-1,100,0-0,0,0-2,0,1,1,2,1,2,2,3,4,2,20
8,W. De Leon,,07:36,2,0-2,0,0-2,0,0-0,0,2-2,100,1,1,2,0,0,0,0,0,2,5
15,R. Bernardo,,03:38,0,0-0,0,0-0,0,0-0,0,0-0,0,0,1,1,0,0,0,0,0,0,-4
7,J. Pangilinan,,03:54,0,0-2,0,0-0,0,0-2,0,0-0,0,0,0,0,0,1,1,0,0,0,-7
17,R. Samontanes,,03:15,0,0-1,0,0-0,0,0-1,0,0-0,0,0,0,0,0,0,0,0,0,1,-2
55,C. Ferrer,,00:39,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,1,0,1
,starters ,,,,,,,,,,,,,,,,,,,,,
26,J. Medina,,24:39,11,5-14,35.7,5-12,41.7,0-2,0,1-6,16.7,2,3,5,2,1,2,0,3,6,4
5,J. Guiab,,17:51,9,4-4,100,4-4,100,0-0,0,1-1,100,2,1,3,3,0,0,0,3,2,10
1,S. Mosqueda,,09:20,5,2-5,40,1-4,25,1-1,100,0-0,0,0,0,0,0,0,0,0,0,2,-10
16,V. Sarmiento,,11:10,2,1-1,100,1-1,100,0-0,0,0-2,0,1,7,8,0,3,0,0,3,1,-9
3,P. Ramos,,02:57,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,1,1,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,
4,R. Are,,30:14,17,7-15,46.7,7-13,53.8,0-2,0,3-4,75,3,3,6,3,2,1,1,5,3,-25
11,R. Escobido,,29:54,11,4-13,30.8,3-7,42.9,1-6,16.7,2-2,100,3,2,5,3,3,4,0,5,1,-5
18,T. Felebrico,,25:48,10,3-10,30,2-8,25,1-2,50,3-4,75,1,6,7,1,2,1,0,4,3,-8
24,L. Velasco,,22:23,10,4-7,57.1,4-7,57.1,0-0,0,2-2,100,2,0,2,0,1,0,1,2,5,1
17,R. Gabat,,25:44,6,1-7,14.3,1-3,33.3,0-4,0,4-4,100,2,5,7,0,3,1,0,2,3,-20
,bench ,,,,,,,,,,,,,,,,,,,,,
52,A. Aguilar,,15:26,11,3-13,23.1,2-8,25,1-5,20,4-5,80,1,4,5,1,2,2,0,2,3,-10
2,R. Maliwat,,08:21,7,3-3,100,2-2,100,1-1,100,0-0,0,0,0,0,0,0,0,0,2,0,6
7,L. Gabat,,15:27,2,1-4,25,1-2,50,0-2,0,0-0,0,1,2,3,2,3,1,0,5,0,-1
0,J. Barroga,,07:06,0,0-0,0,0-0,0,0-0,0,0-0,0,0,2,2,0,0,1,0,1,0,-1
13,H. Ricio,,11:38,0,0-1,0,0-1,0,0-0,0,0-0,0,0,1,1,0,0,0,0,3,0,-8
12,M. Pascual,,06:45,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,0,-5
26,J. Lintol,,01:09,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,1,0,-4
