NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,starters ,,,,,,,,,,,,,,,,,,,,,
9,H. Pagsanjan,,28:33,17,5-10,50,4-6,66.7,1-4,25,6-10,60,0,4,4,4,2,1,0,3,5,-4
3,K. Gurtiza,,27:35,14,4-13,30.8,3-7,42.9,1-6,16.7,5-7,71.4,0,2,2,1,2,1,0,3,4,-2
88,N. Ochavo,,16:40,2,1-3,33.3,1-2,50,0-1,0,0-0,0,0,2,2,4,2,1,0,2,1,-3
8,J. Luciano,,09:34,2,1-2,50,1-1,100,0-1,0,0-0,0,0,2,2,1,0,0,0,3,0,-4
28,G. Loristo,,12:13,2,1-1,100,1-1,100,0-0,0,0-1,0,0,0,0,0,1,1,2,0,2,-10
,bench ,,,,,,,,,,,,,,,,,,,,,
14,G. Quinal,,21:34,10,4-9,44.4,2-4,50,2-5,40,0-0,0,0,0,0,2,1,1,0,2,1,2
81,P. Bagay,,12:11,8,3-6,50,3-6,50,0-0,0,2-6,33.3,4,0,4,0,0,0,0,0,4,3
16,K. Jacob,,11:03,7,2-2,100,2-2,100,0-0,0,3-4,75,0,2,2,0,0,1,0,0,3,13
91,W. Oftana,,22:42,6,2-7,28.6,1-4,25,1-3,33.3,1-2,50,1,3,4,1,0,3,1,2,1,-5
10,J. Manacho,,05:11,5,2-2,100,2-2,100,0-0,0,1-1,100,0,3,3,0,0,0,0,1,1,3
71,N. Lucero,,14:04,4,1-6,16.7,1-5,20,0-1,0,2-2,100,0,1,1,3,2,1,0,3,1,0
13,J. Bacud,,14:44,2,1-4,25,1-4,25,0-0,0,0-0,0,3,0,3,1,1,2,0,1,1,3
11,R. Postanes,,00:35,0,0-1,0,0-1,0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,0,-4
15,E. Umpad,,02:47,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,1,0,0,1,0,-3
19,J. Devera,,00:26,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,1,0,-4
,,,,,,,,,,,,,,,,,,,,,,
0,C. Escamis,,34:41,23,7-14,50,5-8,62.5,2-6,33.3,7-10,70,3,3,6,2,2,1,1,1,7,11
72,C. Hubilla,,22:42,16,5-8,62.5,3-6,50,2-2,100,4-4,100,0,3,3,2,2,2,0,3,4,5
12,L. Mangubat,,31:11,10,3-9,33.3,0-1,0,3-8,37.5,1-2,50,0,6,6,2,1,0,0,1,2,17
34,Y. Concepcion,,18:27,4,2-5,40,2-5,40,0-0,0,0-0,0,5,4,9,1,4,0,0,5,0,-4
1,M. Igliane,,10:36,3,1-3,33.3,0-2,0,1-1,100,0-0,0,1,0,1,1,0,0,0,2,0,4
,bench ,,,,,,,,,,,,,,,,,,,,,
10,M. Cuenco,,29:28,16,5-11,45.5,3-5,60,2-6,33.3,4-5,80,3,3,6,3,2,2,0,2,3,-3
5,J. Recto,,22:56,7,1-4,25,1-3,33.3,0-1,0,5-8,62.5,2,6,8,2,7,0,2,3,5,-1
6,J. Garcia,,08:36,3,1-5,20,0-0,0,1-5,20,0-0,0,1,1,2,1,1,0,0,4,0,-4
35,E. Ryan,,14:08,0,0-2,0,0-2,0,0-0,0,0-0,0,1,1,2,1,0,0,1,2,0,-4
2,N. Agemenyi,,04:15,0,0-0,0,0-0,0,0-0,0,0-0,0,0,2,2,0,0,0,0,1,1,-9
11,A. Fermin,,02:13,0,0-1,0,0-1,0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,0,3
21,A. Pantaleon,,00:21,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,0,0
3,S. Abdulla,,00:21,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,0,0
