NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,starters ,,,,,,,,,,,,,,,,,,,,,
17,J. Ancheta,,23:17,17,8-15,53.3,7-10,70,1-5,20,0-1,0,1,4,5,1,1,1,0,1,2,5
34,A. Liwag,,29:42,12,4-7,57.1,4-6,66.7,0-1,0,4-6,66.7,1,2,3,2,1,0,1,1,5,17
9,M. Sangco,,28:29,12,4-11,36.4,4-7,57.1,0-4,0,4-7,57.1,2,8,10,1,1,0,2,1,4,4
20,J. Sanchez,,25:10,12,5-6,83.3,5-6,83.3,0-0,0,2-2,100,6,3,9,1,5,3,0,0,3,5
1,Z. Jarque,,10:36,2,1-2,50,1-1,100,0-1,0,0-0,0,0,0,0,0,2,0,0,3,0,8
,bench ,,,,,,,,,,,,,,,,,,,,,
72,G. Cometa,,14:43,15,5-11,45.5,2-3,66.7,3-8,37.5,2-2,100,1,1,2,2,2,3,0,2,1,11
14,R. Ondoa,,14:49,9,4-6,66.7,4-6,66.7,0-0,0,1-2,50,3,2,5,1,1,1,0,1,1,10
13,I. Torres,,18:42,5,2-6,33.3,1-1,100,1-5,20,0-0,0,0,1,1,2,2,0,0,1,0,14
22,J. Eusebio,,15:01,0,0-1,0,0-0,0,0-1,0,0-0,0,0,2,2,3,0,0,0,1,0,4
11,J. Cajucom,,14:16,0,0-2,0,0-0,0,0-2,0,0-0,0,0,4,4,1,0,1,0,1,0,-6
39,W. Ynot,,00:22,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,1,0,0,0,0,0,2
63,E. Serrano,,04:46,0,0-1,0,0-1,0,0-0,0,0-0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,
5,J. Guiab,,27:02,24,11-13,84.6,9-10,90,2-3,66.7,0-0,0,5,2,7,3,3,1,0,2,0,-15
31,M. Raymundo,,25:40,12,5-13,38.5,5-11,45.5,0-2,0,2-2,100,3,3,6,5,0,2,1,3,3,8
7,J. Pangilinan,,24:33,12,3-8,37.5,0-2,0,3-6,50,3-5,60,0,2,2,1,2,0,0,1,2,-9
3,P. Ramos,,07:43,0,0-1,0,0-0,0,0-1,0,0-0,0,0,0,0,3,2,0,0,0,1,-20
8,W. De Leon,,07:52,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,1,1,0,0,0,-13
,bench ,,,,,,,,,,,,,,,,,,,,,
9,S. Argente,,16:18,5,2-7,28.6,1-1,100,1-6,16.7,0-0,0,0,2,2,1,1,0,0,0,1,-21
1,S. Mosqueda,,07:01,5,2-4,50,1-2,50,1-2,50,0-0,0,0,0,0,0,0,1,0,1,0,-1
15,R. Bernardo,,17:23,3,1-5,20,1-3,33.3,0-2,0,1-2,50,0,3,3,2,3,1,0,0,1,8
19,K. De Jesus,,08:04,2,1-3,33.3,1-3,33.3,0-0,0,0-0,0,0,0,0,1,0,0,0,0,1,0
27,I. Panapanaan,,21:16,2,1-5,20,1-3,33.3,0-2,0,0-0,0,0,2,2,0,0,2,1,3,0,9
32,D. Garcia,,07:11,2,1-2,50,1-2,50,0-0,0,0-0,0,0,1,1,0,2,0,0,0,0,-2
55,C. Ferrer,,10:32,2,1-4,25,1-4,25,0-0,0,0-0,0,0,1,1,0,0,0,0,0,0,-6
21,L. Benitez,,13:17,0,0-3,0,0-3,0,0-0,0,0-0,0,1,3,4,1,1,3,2,5,3,-11
16,V. Sarmiento,,02:26,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,1,1,0,0,0,0
14,M. Barrera,,03:35,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,0,0,0,0,1,0,-2
