NO.,PLAYER,POS,MINS,PTS,FG,FG %,2P,2P %,3P,3P %,FT,FT %,OFF,DEF,REB,AST,TO,STL,BLK,PF,Fls on:,+/-
,starters ,,,,,,,,,,,,,,,,,,,,,
5,J. Guiab,,31:29,19,8-18,44.4,8-14,57.1,0-4,0,3-5,60,5,7,12,2,2,0,0,2,5,9
31,M. Raymundo,,31:37,8,3-13,23.1,3-12,25,0-1,0,2-3,66.7,4,6,10,5,2,3,1,2,1,12
8,W. De Leon,,19:43,5,1-6,16.7,1-6,16.7,0-0,0,3-6,50,3,1,4,1,0,2,0,1,4,8
7,J. Pangilinan,,13:50,0,0-5,0,0-3,0,0-2,0,0-0,0,2,3,5,1,3,1,0,1,1,-9
1,S. Mosqueda,,06:33,0,0-1,0,0-0,0,0-1,0,0-0,0,0,2,2,1,0,0,0,0,0,-4
,bench ,,,,,,,,,,,,,,,,,,,,,
15,R. Bernardo,,21:55,13,4-9,44.4,2-5,40,2-4,50,3-4,75,0,2,2,0,4,3,0,3,3,16
9,S. Argente,,25:29,12,2-12,16.7,1-6,16.7,1-6,16.7,7-7,100,0,2,2,1,0,1,0,1,4,13
21,L. Benitez,,10:11,8,4-8,50,4-8,50,0-0,0,0-3,0,5,1,6,0,3,0,0,4,3,5
32,D. Garcia,,06:45,5,2-4,50,2-2,100,0-2,0,1-2,50,0,0,0,0,0,1,0,3,1,5
55,C. Ferrer,,05:16,3,1-1,100,1-1,100,0-0,0,1-2,50,0,0,0,0,0,0,0,0,1,1
14,M. Barrera,,02:45,2,1-2,50,1-2,50,0-0,0,0-0,0,0,0,0,0,1,0,0,0,0,-1
17,R. Samontanes,,05:54,0,0-1,0,0-0,0,0-1,0,0-0,0,0,0,0,2,0,3,0,0,0,3
27,I. Panapanaan,,06:43,0,0-1,0,0-1,0,0-0,0,0-0,0,0,2,2,1,1,0,1,1,0,2
16,V. Sarmiento,,02:20,0,0-1,0,0-1,0,0-0,0,0-0,0,2,0,2,1,0,0,0,0,2,-1
19,K. De Jesus,,09:23,0,0-0,0,0-0,0,0-0,0,0-0,0,0,0,0,1,0,0,0,1,0,1
,,,,,,,,,,,,,,,,,,,,,,
3,K. Gurtiza,,28:45,15,5-16,31.3,2-8,25,3-8,37.5,2-4,50,2,1,3,2,1,1,1,1,3,-4
9,H. Pagsanjan,,25:58,5,1-3,33.3,1-2,50,0-1,0,3-6,50,1,7,8,0,3,0,1,0,6,-8
61,A. Doromal,,15:42,4,2-6,33.3,2-3,66.7,0-3,0,0-0,0,0,3,3,1,2,0,0,3,0,-7
8,J. Luciano,,18:04,4,2-7,28.6,2-6,33.3,0-1,0,0-0,0,1,1,2,1,1,0,0,1,0,-14
28,G. Loristo,,14:20,2,1-2,50,1-1,100,0-1,0,0-0,0,0,1,1,0,1,0,3,4,1,3
,bench ,,,,,,,,,,,,,,,,,,,,,
81,P. Bagay,,14:18,12,6-8,75,6-7,85.7,0-1,0,0-0,0,3,1,4,1,0,0,0,2,0,1
91,W. Oftana,,19:09,7,3-7,42.9,2-4,50,1-3,33.3,0-0,0,1,4,5,1,1,0,0,4,3,-3
71,N. Lucero,,11:47,6,2-7,28.6,2-6,33.3,0-1,0,2-2,100,0,2,2,1,5,2,0,2,4,-1
88,N. Ochavo,,14:58,4,2-7,28.6,2-5,40,0-2,0,0-0,0,1,1,2,0,1,1,0,1,2,-5
14,G. Quinal,,13:21,4,2-7,28.6,2-3,66.7,0-4,0,0-0,0,1,0,1,0,1,2,0,3,0,-9
16,K. Jacob,,09:08,0,0-1,0,0-1,0,0-0,0,0-0,0,0,1,1,1,0,1,0,1,0,0
15,E. Umpad,,06:12,0,0-0,0,0-0,0,0-0,0,0-0,0,0,2,2,0,2,0,0,2,0,-4
11,R. Postanes,,02:31,0,0-0,0,0-0,0,0-0,0,0-0,0,1,1,2,0,1,0,0,1,0,-2
10,J. Manacho,,01:54,0,0-2,0,0-2,0,0-0,0,0-0,0,0,1,1,0,0,0,0,0,0,0
12,B. Angeles,,03:47,0,0-0,0,0-0,0,0-0,0,0-0,0,1,0,1,0,2,0,0,1,0,-7
