TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%,W%
CSB,206.25,30.75,70.125,24.0,45.125,6.75,25.0,12.0,20.25,80.25,14.625,31.5,46.125,17.5,17.5,8.0,3.625,11.625,19.0,18.875,11.25,84.0,8.0,6.0,2.0,43.8502673797,53.1855955679,27.0,59.2592592593,0.75
MU,200.0,26.875,68.75,18.625,38.875,8.25,29.875,15.375,23.5,77.375,13.125,27.125,40.25,15.75,12.625,8.125,1.875,10.0,25.125,19.75,3.5,71.0,8.0,6.0,2.0,39.0909090909,47.9099678457,27.6150627615,65.4255319149,0.75
CSJL,209.375,26.125,65.625,19.125,38.125,7.0,27.5,15.0,19.25,74.25,9.875,29.0,38.875,15.375,14.875,5.75,5.125,10.875,20.875,18.375,0.5,66.0,8.0,5.0,3.0,39.8095238095,50.1639344262,25.4545454545,77.9220779221,0.625
SBU,203.57142857142858,24.714285714285715,63.857142857142854,17.0,38.0,7.714285714285714,25.857142857142858,13.857142857142858,24.142857142857142,71.0,12.285714285714286,31.714285714285715,44.0,12.142857142857142,12.0,4.285714285714286,2.7142857142857144,7.0,17.857142857142858,22.428571428571427,3.5714285714285716,54.0,7.0,4.0,3.0,38.7024608501,44.7368421053,29.8342541436,57.3964497041,0.5714285714285714
LPU,203.125,28.875,70.375,20.25,40.375,8.625,30.0,17.25,25.125,83.625,9.375,25.375,34.75,17.375,11.375,7.0,1.625,8.625,20.5,21.875,-2.375,50.0,8.0,4.0,4.0,41.0301953819,50.1547987616,28.75,68.6567164179,0.5
UPHSD,209.375,25.0,69.625,19.125,44.75,5.875,24.875,11.0,18.0,66.875,12.625,30.625,43.25,16.875,15.125,7.625,3.75,11.375,18.0,18.0,-1.5,48.0,8.0,4.0,4.0,35.9066427289,42.7374301676,23.6180904523,61.1111111111,0.5
League,204.4871794871795,27.0,69.8076923076923,20.076923076923077,43.42307692307692,6.923076923076923,26.384615384615387,15.166666666666666,23.44871794871795,76.08974358974359,12.128205128205128,27.35897435897436,39.48717948717949,15.756410256410257,13.423076923076923,7.717948717948718,3.1666666666666665,10.884615384615385,21.21794871794872,20.884615384615387,0.0,50.7,7.8,3.9,3.9,38.6776859504,46.2356067316,26.2390670554,64.6801530891,0.5
EAC,203.57142857142858,24.571428571428573,73.0,16.142857142857142,43.285714285714285,8.428571428571429,29.714285714285715,14.714285714285714,26.285714285714285,72.28571428571429,12.285714285714286,26.428571428571427,38.714285714285715,17.142857142857142,11.428571428571429,7.428571428571429,4.0,11.428571428571429,22.857142857142858,21.857142857142858,-1.5714285714285714,41.0,7.0,3.0,4.0,33.6594911937,37.2937293729,28.3653846154,55.9782608696,0.42857142857142855
AU,205.55555555555554,29.444444444444443,71.66666666666667,25.0,53.55555555555556,4.444444444444445,18.11111111111111,14.88888888888889,26.333333333333332,78.22222222222223,11.222222222222221,26.333333333333332,37.55555555555556,14.777777777777779,13.222222222222221,10.222222222222221,2.6666666666666665,12.88888888888889,21.0,23.555555555555557,-1.2222222222222223,38.0,9.0,3.0,6.0,41.0852713178,46.6804979253,24.5398773006,56.5400843882,0.3333333333333333
JRU,200.0,25.285714285714285,66.71428571428571,19.285714285714285,45.857142857142854,6.0,20.857142857142858,21.0,29.857142857142858,77.57142857142857,12.571428571428571,22.714285714285715,35.285714285714285,17.142857142857142,14.285714285714286,7.571428571428571,5.0,12.571428571428571,20.142857142857142,24.428571428571427,-4.857142857142857,29.0,7.0,2.0,5.0,37.9014989293,42.0560747664,28.7671232877,70.3349282297,0.2857142857142857
SSCR,203.125,27.25,77.375,20.625,44.625,6.625,32.75,17.125,22.625,78.25,13.5,22.75,36.25,13.5,11.5,10.375,1.625,12.0,26.5,20.125,-7.5,26.0,8.0,2.0,6.0,35.2180936995,46.218487395,20.2290076336,75.6906077348,0.25
