TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%
AU,1850.0,265.0,645.0,225.0,482.0,40.0,163.0,134.0,237.0,704.0,101.0,237.0,338.0,133.0,119.0,92.0,24.0,116.0,189.0,212.0,-11.0,38.0,9.0,3.0,6.0,41.08527131782946,46.6804979253112,24.539877300613497,56.540084388185655
CSB,1850.0,279.0,629.0,220.0,402.0,59.0,227.0,109.0,182.0,726.0,131.0,279.0,410.0,155.0,155.0,73.0,32.0,105.0,164.0,167.0,105.0,96.0,9.0,7.0,2.0,44.35612082670906,54.72636815920398,25.991189427312776,59.89010989010989
CSJL,1875.0,239.0,589.0,177.0,345.0,62.0,244.0,132.0,171.0,672.0,89.0,266.0,355.0,143.0,135.0,51.0,45.0,96.0,184.0,164.0,16.0,77.0,9.0,6.0,3.0,40.57724957555178,51.30434782608695,25.40983606557377,77.19298245614036
EAC,1625.0,198.0,584.0,135.0,351.0,63.0,233.0,110.0,196.0,569.0,98.0,211.0,309.0,128.0,101.0,59.0,33.0,92.0,186.0,172.0,-23.0,41.0,8.0,3.0,5.0,33.9041095890411,38.46153846153846,27.03862660944206,56.12244897959184
JRU,1800.0,231.0,617.0,179.0,426.0,52.0,191.0,173.0,250.0,687.0,118.0,204.0,322.0,153.0,132.0,79.0,41.0,120.0,176.0,208.0,-37.0,44.0,9.0,3.0,6.0,37.439222042139384,42.01877934272301,27.225130890052355,69.2
LPU,1825.0,254.0,635.0,180.0,364.0,74.0,271.0,153.0,219.0,735.0,83.0,229.0,312.0,154.0,98.0,68.0,16.0,84.0,181.0,192.0,-31.0,50.0,9.0,4.0,5.0,40.0,49.45054945054945,27.30627306273063,69.86301369863014
MU,1825.0,241.0,619.0,164.0,349.0,77.0,270.0,129.0,197.0,688.0,115.0,247.0,362.0,140.0,117.0,70.0,18.0,88.0,214.0,174.0,21.0,71.0,9.0,6.0,3.0,38.933764135702745,46.99140401146132,28.51851851851852,65.48223350253807
SBU,1850.0,224.0,580.0,148.0,330.0,76.0,250.0,112.0,195.0,636.0,102.0,274.0,376.0,114.0,103.0,41.0,23.0,64.0,157.0,183.0,33.0,79.0,9.0,6.0,3.0,38.62068965517241,44.84848484848485,30.4,57.43589743589744
SSCR,1625.0,218.0,619.0,165.0,357.0,53.0,262.0,137.0,181.0,626.0,108.0,182.0,290.0,108.0,92.0,83.0,13.0,96.0,212.0,161.0,-60.0,26.0,8.0,2.0,6.0,35.21809369951535,46.21848739495798,20.229007633587788,75.69060773480663
UPHSD,1875.0,221.0,615.0,168.0,397.0,53.0,218.0,102.0,163.0,597.0,109.0,272.0,381.0,150.0,128.0,68.0,32.0,100.0,157.0,160.0,-13.0,48.0,9.0,4.0,5.0,35.9349593495935,42.31738035264484,24.31192660550459,62.576687116564415
League,1800.0,237.0,613.2,176.1,380.3,60.9,232.9,129.1,199.1,664.0,105.4,240.1,345.5,137.8,118.0,68.4,27.7,96.1,182.0,179.3,0.0,57.0,8.8,4.4,4.4,38.64970645792563,46.305548251380486,26.148561614426793,64.84178804620794
