TEAM,OFF,DEF,NET,PACE,hAST%,hTO%,TOR,AR,STL%,BLK%,EFG%,TS%,PPWS,REB%,OREB%,DREB%,FTR,FFI,Py-W,Py-L,PPR,HHI
CSB,77.24323447671811,66.07169230033325,11.171542176384861,78.3240116883,15.209797071868744,15.209797071868744,21.988432220186056,21.988432220186056,10.355842271442464,8.060453400503778,49.046104928457865,51.193095278388896,1.023861905567778,58.739255014326645,41.71974522292994,72.65625,0.2893481717011129,37.79972164653235,5.178730376496518,3.8212696235034818,-2.78982654438751,0.10160204600475074
SBU,73.11466024910025,69.320975047496,3.793685201604248,72.4888822836,12.913457181694609,11.66742183960127,15.78786164708035,17.473943958904464,6.284488616798974,6.628242074927954,45.17241379310345,47.76209071793332,0.9552418143586663,53.03244005641749,29.912023460410555,74.45652173913044,0.33620689655172414,33.04143906936944,9.8000829766699,-0.8000829766699002,-1.575266520875914,0.12501483327400026
MU,74.73847352367916,72.45721197717151,2.2812615465076505,76.71194049100001,14.542734865168072,12.153571280176173,16.946514345485394,20.277880413401324,10.138940206700662,4.774535809018568,45.153473344103396,48.74730756150096,0.9749461512300192,52.846715328467155,32.577903682719544,74.39759036144578,0.3182552504038772,33.58742741661477,-0.0,9.0,-1.322649180360814,0.13795886289886425
CSJL,73.04948448011783,71.31021104011502,1.7392734400028047,76.6603630382,15.176600441501103,14.327559857361182,19.56682620003156,20.726341826700097,7.391912120011923,10.56338028169014,45.840407470288625,50.58412621943876,1.011682524388775,50.714285714285715,28.617363344051448,68.38046272493574,0.2903225806451613,33.30618091661105,,,-2.1591706774123693,0.1171033517573696
League,72.39087430861488,72.39087430861488,0.0,78.2408231054,14.405124795631213,12.335302800322808,17.15285776790473,20.031049156078577,9.942842977327828,7.283723376281881,43.61545988258316,47.37415882329438,0.9474831764658876,50.0,30.506512301013025,69.49348769898698,0.32469015003261575,32.70605310570129,4.4,4.4,-1.4518518518518513,0.010132764748169244
AU,70.82302720845507,71.92963700858718,-1.1066098001321052,82.8355818426,13.282997762863536,11.884787472035795,15.962008026148018,17.839891323341902,12.340375952988383,6.0,44.18604651162791,46.97843262865685,0.9395686525731369,47.27272727272727,27.07774798927614,69.29824561403508,0.3674418604651163,32.59209811602014,0.0,9.0,-1.5486914215851209,0.10844686208677687
UPHSD,65.9578879156195,67.394156831705,-1.4362689160855098,75.4269149183,15.54855294800564,13.268098515631479,18.8556329496355,22.0964448628541,10.017055004493859,9.142857142857142,40.243902439024396,43.46749767008387,0.8693499534016775,51.55615696887686,31.054131054131055,70.10309278350516,0.26504065040650404,30.997905179942403,33.195120631066466,-24.195120631066466,-1.549044254259737,0.127575341812356
EAC,66.81383594918991,69.51457096998317,-2.7007350207932603,79.8393764438,14.234242249010276,11.23170677460967,15.812999252180857,20.040236676031185,9.237296592858124,9.141274238227147,39.29794520547945,42.447481499164475,0.8489496299832896,45.50810014727541,28.0,64.13373860182371,0.3356164383561644,30.306674470579466,8.0,0.0,-0.9447991897395267,0.10668672261328571
LPU,76.73275678854425,79.96910435377536,-3.2363475652311138,79.8224937608,15.660592255125284,9.965831435079727,13.641378984630089,21.436452690133,9.465446642396389,4.092071611253197,45.82677165354331,50.248851454823885,1.0049770290964777,44.255319148936174,23.119777158774372,66.18497109826589,0.34488188976377954,31.538237185786418,-14.670476205540332,23.670476205540332,0.25064095187077556,0.12534592068119763
JRU,73.60115133843732,77.56511436539827,-3.963963026960954,77.7841092957,15.118577075098814,13.043478260869565,18.85560791203052,21.855363716217195,11.284795644321296,10.02444987775061,41.65316045380875,47.24896836313618,0.9449793672627235,49.61479198767334,34.604105571847505,66.23376623376623,0.4051863857374392,34.37378305996223,3.0087880904491624,5.991211909550838,-1.6764525945345246,0.11348838588975124
SSCR,71.12381369529284,77.94079264372347,-6.816978948430631,82.5145572922,12.018160776284162,10.237692513130954,13.93693473901372,16.360749476233497,12.573538949327595,3.7681159420289854,39.49919224555735,44.80132829497309,0.8960265658994618,45.95879556259905,29.834254143646408,67.65799256505576,0.2924071082390953,29.63686803529208,11.613606108356079,-3.6136061083560786,-1.1670231390466104,0.13069440333166615
