TEAM,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
CSB,20.307692307692307,45.84615384615385,5.846153846153846,26.692307692307693,12.076923076923077,20.615384615384617,12.153846153846153,21.53846153846154,12.76923076923077,11.461538461538462,9.153846153846153,3.1538461538461537,20.307692307692307,19.53846153846154,-11.76923076923077,25.0,13,200.0,26.153846153846153,72.53846153846153,36.0551431601,44.2953020134,21.9020172911,58.5820895522,70.23076923076923,33.69230769230769,12.307692307692308
SBU,16.214285714285715,38.642857142857146,7.214285714285714,29.785714285714285,11.142857142857142,16.785714285714285,10.928571428571429,24.714285714285715,13.928571428571429,9.857142857142858,6.0,2.7142857142857144,19.214285714285715,18.214285714285715,-4.214285714285714,62.0,14,200.0,23.428571428571427,68.42857142857143,34.2379958246,41.9593345656,24.2206235012,66.3829787234,65.21428571428571,35.642857142857146,8.714285714285714
MU,18.214285714285715,41.5,6.0,21.428571428571427,18.285714285714285,27.714285714285715,8.571428571428571,24.928571428571427,14.714285714285714,12.928571428571429,7.357142857142857,2.7142857142857144,19.928571428571427,23.285714285714285,-2.857142857142857,35.0,14,200.0,24.214285714285715,62.92857142857143,38.4790011351,43.8898450947,28.0,65.9793814433,72.71428571428571,33.5,10.071428571428571
EAC,17.785714285714285,42.714285714285715,7.571428571428571,27.714285714285715,16.785714285714285,26.142857142857142,13.928571428571429,30.428571428571427,16.714285714285715,14.285714285714286,7.214285714285714,3.357142857142857,22.0,22.071428571428573,-0.42857142857142855,95.0,14,200.0,25.357142857142858,70.42857142857143,36.0040567951,41.6387959866,27.3195876289,64.2076502732,75.07142857142857,44.357142857142854,10.571428571428571
League,19.97142857142857,43.199999999999996,7.164285714285714,26.25,14.657142857142857,22.864285714285717,11.864285714285714,26.942857142857143,16.392857142857142,13.364285714285714,7.55,3.085714285714286,20.95,20.664285714285715,-0.0014285714285714286,90.9,14,200.0,27.135714285714283,69.45,39.0723027872,46.2301587302,27.2925170068,64.1049671978,76.09285714285714,38.80714285714286,10.635714285714286
UPHSD,15.571428571428571,37.57142857142857,8.571428571428571,31.571428571428573,11.357142857142858,18.642857142857142,12.642857142857142,25.571428571428573,15.0,13.0,8.928571428571429,2.5,19.0,17.928571428571427,1.1428571428571428,103.0,14,200.0,24.142857142857142,69.14285714285714,34.9173553719,41.4448669202,27.149321267,60.9195402299,68.21428571428571,38.214285714285715,11.428571428571429
LPU,22.5,42.785714285714285,7.642857142857143,26.285714285714285,13.857142857142858,22.785714285714285,12.571428571428571,29.5,19.214285714285715,14.428571428571429,6.642857142857143,3.4285714285714284,21.571428571428573,19.857142857142858,1.2857142857142858,102.0,14,200.0,30.142857142857142,69.07142857142857,43.6401240951,52.5876460768,29.0760869565,60.8150470219,81.78571428571429,42.07142857142857,10.071428571428571
CSJL,21.266666666666666,48.0,7.266666666666667,28.133333333333333,13.0,20.066666666666666,14.066666666666666,25.4,17.533333333333335,10.933333333333334,8.733333333333333,2.6666666666666665,20.733333333333334,20.0,2.4,100.0,15,200.0,28.533333333333335,76.13333333333334,37.4781085814,44.3055555556,25.8293838863,64.7840531561,77.33333333333333,39.46666666666667,11.4
AU,21.071428571428573,45.357142857142854,7.357142857142857,24.142857142857142,16.285714285714285,23.5,11.428571428571429,30.357142857142858,18.214285714285715,16.214285714285715,7.357142857142857,3.4285714285714284,23.357142857142858,20.0,3.5,122.0,14,200.0,28.428571428571427,69.5,40.9044193217,46.4566929134,30.4733727811,69.3009118541,80.5,41.785714285714285,10.785714285714286
JRU,23.5,45.5,6.571428571428571,22.785714285714285,14.357142857142858,22.071428571428573,11.214285714285714,25.214285714285715,13.857142857142858,13.785714285714286,7.857142857142857,3.4285714285714284,23.5,20.714285714285715,4.8,132.0,14,200.0,30.071428571428573,68.28571428571429,44.0376569038,51.6483516484,28.8401253918,65.0485436893,81.07142857142857,36.42857142857143,11.285714285714286
SSCR,23.214285714285715,43.92857142857143,7.5,23.857142857142858,19.357142857142858,30.357142857142858,11.0,31.5,21.642857142857142,16.785714285714285,6.285714285714286,3.5,19.857142857142858,25.0,5.114285714285714,133.0,14,200.0,30.714285714285715,67.78571428571429,45.31085353,52.8455284553,31.4371257485,63.7647058824,88.28571428571429,42.5,9.785714285714286
