,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
A. Acop,AU,30.483333333300003,2.0,8.0,25.0,2.0,5.0,40.0,0.0,3.0,0.0,1.0,2.0,50.0,5.0,3.0,2.0,5.0,4.0,1.0,3.0,0.0,3.0,3.0,2.0,-2.0,0.0,4.0
C. Libang,AU,31.850000000100003,4.0,9.0,44.44444444444444,4.0,9.0,44.44444444444444,0.0,0.0,0.0,0.0,3.0,0.0,8.0,3.0,6.0,9.0,1.0,2.0,2.0,0.0,2.0,7.0,4.0,-15.0,1.0,5.0
J. Capulong,AU,120.05,23.0,54.0,42.592592592592595,22.0,49.0,44.89795918367347,1.0,5.0,20.0,14.0,25.0,56.0,61.0,6.0,25.0,31.0,6.0,3.0,6.0,8.0,14.0,14.0,26.0,-14.0,1.0,6.0
J. De Leon,AU,22.8333333333,2.0,4.0,50.0,1.0,2.0,50.0,1.0,2.0,50.0,1.0,2.0,50.0,6.0,1.0,2.0,3.0,5.0,1.0,2.0,0.0,2.0,3.0,3.0,8.0,1.0,4.0
J. Dela Cruz,AU,8.0666666667,1.0,3.0,33.333333333333336,1.0,3.0,33.333333333333336,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-4.0,0.0,2.0
J. Espiritu,AU,10.2999999999,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,-24.0,0.0,5.0
B. Rosalin,AU,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,1.0,2.0
K. Vinoya,AU,160.06666666669997,28.0,61.0,45.90163934426229,16.0,36.0,44.44444444444444,12.0,25.0,48.0,10.0,21.0,47.61904761904762,78.0,4.0,26.0,30.0,9.0,14.0,8.0,1.0,9.0,14.0,15.0,3.0,1.0,6.0
R. Abiera,AU,61.7833333333,7.0,28.0,25.0,3.0,13.0,23.076923076923077,4.0,15.0,26.666666666666668,6.0,8.0,75.0,24.0,2.0,5.0,7.0,1.0,2.0,3.0,0.0,3.0,1.0,5.0,-25.0,1.0,5.0
J. Hernal,AU,117.16666666670001,14.0,34.0,41.1764705882353,14.0,31.0,45.16129032258065,0.0,3.0,0.0,17.0,29.0,58.62068965517241,45.0,19.0,25.0,44.0,10.0,8.0,9.0,5.0,14.0,13.0,17.0,10.0,1.0,6.0
