,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
A. Acop,AU,45.4499999999,3.0,13.0,23.076923076923077,3.0,10.0,30.0,0.0,3.0,0.0,3.0,4.0,75.0,9.0,5.0,4.0,9.0,8.0,1.0,3.0,0.0,3.0,4.0,5.0,9.0,1.0,9.0
C. Libang,AU,99.26666666679999,16.0,36.0,44.44444444444444,16.0,34.0,47.05882352941177,0.0,2.0,0.0,2.0,9.0,22.22222222222222,34.0,11.0,13.0,24.0,4.0,5.0,7.0,0.0,7.0,16.0,11.0,-34.0,7.0,16.0
J. Capulong,AU,427.16666666680004,73.0,174.0,41.95402298850575,65.0,138.0,47.10144927536232,8.0,36.0,22.22222222222222,47.0,89.0,52.80898876404494,201.0,28.0,82.0,110.0,17.0,21.0,21.0,17.0,38.0,48.0,79.0,-51.0,7.0,17.0
J. De Leon,AU,31.6833333332,4.0,9.0,44.44444444444444,3.0,5.0,60.0,1.0,4.0,25.0,3.0,4.0,75.0,12.0,2.0,3.0,5.0,8.0,2.0,4.0,0.0,4.0,3.0,5.0,4.0,2.0,7.0
J. Dela Cruz,AU,11.6666666667,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,-14.0,2.0,5.0
B. Rosalin,AU,5.2333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-12.0,2.0,3.0
J. Espiritu,AU,16.366666666500002,1.0,5.0,20.0,0.0,3.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,-26.0,0.0,7.0
K. Flores,AU,39.63333333340001,6.0,19.0,31.57894736842105,5.0,13.0,38.46153846153846,1.0,6.0,16.666666666666668,0.0,1.0,0.0,13.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,6.0,1.0,-22.0,4.0,7.0
K. Vinoya,AU,413.7500000001,63.0,149.0,42.281879194630875,46.0,87.0,52.87356321839081,17.0,62.0,27.419354838709676,25.0,48.0,52.083333333333336,168.0,11.0,61.0,72.0,28.0,32.0,18.0,4.0,22.0,37.0,39.0,9.0,7.0,17.0
J. Hernal,AU,264.2500000001,27.0,73.0,36.986301369863014,27.0,67.0,40.298507462686565,0.0,6.0,0.0,32.0,58.0,55.172413793103445,86.0,39.0,39.0,78.0,18.0,12.0,14.0,11.0,25.0,37.0,41.0,0.0,7.0,16.0
A. Estacio,AU,26.5333333334,2.0,6.0,33.333333333333336,2.0,6.0,33.333333333333336,0.0,0.0,0.0,2.0,4.0,50.0,6.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,5.0,5.0,-16.0,1.0,7.0
Y. Camay,AU,245.0666666666,30.0,65.0,46.15384615384615,25.0,42.0,59.523809523809526,5.0,23.0,21.73913043478261,17.0,26.0,65.38461538461539,82.0,6.0,16.0,22.0,26.0,21.0,7.0,1.0,8.0,29.0,29.0,15.0,7.0,17.0
