TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%,W%
CSB,205.55555555555554,31.0,69.88888888888889,24.444444444444443,44.666666666666664,6.555555555555555,25.22222222222222,12.11111111111111,20.22222222222222,80.66666666666667,14.555555555555555,31.0,45.55555555555556,17.22222222222222,17.22222222222222,8.11111111111111,3.5555555555555554,11.666666666666666,18.22222222222222,18.555555555555557,11.666666666666666,96.0,9.0,7.0,2.0,44.3561208267,54.7263681592,25.9911894273,59.8901098901,0.7777777777777778
MU,202.5,26.9,69.0,18.6,39.3,8.3,29.7,14.2,22.6,76.3,13.2,27.2,40.4,15.2,12.8,7.5,2.5,10.0,23.8,20.1,2.52,84.0,10.0,7.0,3.0,38.9855072464,47.3282442748,27.9461279461,62.8318584071,0.7
SBU,205.0,25.1,64.7,16.6,37.8,8.5,26.9,12.8,21.7,71.5,11.4,30.3,41.7,13.5,11.6,4.6,2.4,7.0,17.9,19.8,4.7,94.0,10.0,7.0,3.0,38.7944358578,43.9153439153,31.5985130112,58.9861751152,0.7
CSJL,207.5,26.3,64.5,19.2,37.3,7.1,27.2,14.3,18.9,74.0,9.4,28.9,38.3,15.9,15.3,5.9,5.0,10.9,20.2,18.2,-0.7,77.0,10.0,6.0,4.0,40.7751937984,51.4745308311,26.1029411765,75.6613756614,0.6
EAC,202.5,25.9,72.3,17.6,44.0,8.3,28.3,14.3,24.8,74.4,12.6,26.9,39.5,17.7,13.8,7.7,3.8,11.5,22.3,21.6,-0.44000000000000006,71.0,10.0,5.0,5.0,35.8229598893,40.0,29.3286219081,57.6612903226,0.5
LPU,202.5,28.8,71.5,20.5,41.6,8.3,29.9,16.7,23.8,82.6,10.4,25.7,36.1,17.7,10.9,7.8,1.7,9.5,19.9,21.0,-0.8,64.0,10.0,5.0,5.0,40.2797202797,49.2788461538,27.7591973244,70.1680672269,0.5
League,204.0816326530612,26.979591836734688,69.6938775510204,19.959183673469386,43.367346938775505,7.020408163265305,26.326530612244895,14.73469387755102,22.755102040816325,75.71428571428571,12.13265306122449,27.030612244897956,39.16326530612245,15.89795918367347,13.367346938775508,7.744897959183674,3.122448979591837,10.86734693877551,20.663265306122447,20.36734693877551,-0.002040816326530612,64.2,9.8,4.9,4.9,38.7115666179,46.0235294118,26.6666666667,64.7533632287,0.5
UPHSD,207.5,24.4,67.6,18.5,43.5,5.9,24.1,12.0,19.2,66.7,11.8,29.5,41.3,16.9,14.2,7.6,3.8,11.4,18.1,17.9,-2.1,48.0,10.0,4.0,6.0,36.0946745562,42.5287356322,24.4813278008,62.5,0.4
AU,205.0,28.8,71.3,24.4,52.4,4.4,18.9,14.9,26.1,76.9,11.4,25.6,37.0,14.2,12.6,9.9,2.6,12.5,20.4,23.4,-2.5,38.0,10.0,3.0,7.0,40.3927068724,46.5648854962,23.2804232804,57.0881226054,0.3
JRU,200.0,25.6,69.2,20.1,48.4,5.5,20.8,19.1,27.6,75.8,13.3,22.4,35.7,16.6,13.9,8.3,4.2,12.5,20.3,23.1,-4.1,44.0,10.0,3.0,7.0,36.9942196532,41.5289256198,26.442307692299998,69.2028985507,0.3
SSCR,202.77777777777777,27.444444444444443,77.77777777777777,20.11111111111111,45.0,7.333333333333333,32.77777777777778,16.88888888888889,22.333333333333332,79.11111111111111,13.666666666666666,22.77777777777778,36.44444444444444,14.0,11.555555555555555,10.333333333333334,1.5555555555555556,11.88888888888889,25.77777777777778,19.77777777777778,-7.888888888888889,26.0,9.0,2.0,7.0,35.2857142857,44.6913580247,22.3728813559,75.6218905473,0.2222222222222222
