TEAM,OFF,DEF,NET,PACE,hAST%,hTO%,TOR,AR,STL%,BLK%,EFG%,TS%,PPWS,REB%,OREB%,DREB%,FTR,FFI,Py-W,Py-L,PPR,HHI
CSB,74.02707664468716,61.092237983653106,12.93483866103405,75.3778246139,13.426028102699918,12.874273523136909,18.57310166712581,19.369091738574056,10.347870928827236,8.962264150943396,44.33701657458563,46.41645038929926,0.9283290077859851,58.00970873786408,41.26984126984127,72.19730941704036,0.2430939226519337,34.27845914036296,4.778770448488115,0.22122955151188517,-2.1571092439504405,0.11177592785293097
SBU,73.80703716770623,68.6957465051227,5.111290662583528,73.3669878618,12.398016317389217,13.797792353223485,18.809549638307406,16.90133445760955,5.99724771076468,8.465608465608465,45.4983922829582,48.90538636609949,0.9781077273219898,54.390243902439025,34.92063492063492,71.04072398190046,0.42443729903536975,36.252430792417655,3.7959727969137496,1.2040272030862504,-2.8741747440648884,0.1342761335471643
MU,69.33605256914356,66.63145477389328,2.7045977952502795,76.259028371,14.722919482525585,12.067966788955397,16.39150178939564,19.99763218306268,11.474051252576949,5.617977528089888,43.49442379182156,46.485559804826586,0.9297111960965317,50.318471337579616,29.09090909090909,73.8255033557047,0.2899628252788104,31.66326916144151,2.6159487910638775,1.3840512089361225,-1.1951885056287161,0.13920325939339068
League,71.88841656763657,71.88841656763657,0.0,78.1233549938,14.11693495866439,12.163166484059548,16.94946422368856,19.672055327336174,9.609145071697453,8.0421254188607,42.822966507177036,46.65235873078562,0.9330471746157125,50.0,31.102979613173027,68.89702038682698,0.34300239234449764,32.73218446659502,2.4,2.4,-1.4735042735042736,0.010288891101142998
CSJL,74.27761723739208,75.27329575263863,-0.9956785152465528,75.3255180779,13.611615245009075,14.795233961966385,19.913570304930854,18.320484680536385,8.496456663437165,10.344827586206897,45.81993569131833,51.3887358095448,1.027774716190896,50.0,31.288343558282207,65.48223350253807,0.37942122186495175,35.25535389239076,2.2346872968226057,2.7653127031773943,-3.007715516111273,0.11923466710750455
AU,70.12249734138217,71.17697098561348,-1.054473644231308,85.3506396223,13.150511993266939,11.04643007434423,14.762631019238352,17.574560737188516,11.716373824792344,6.1946902654867255,43.88297872340425,46.14637305699482,0.9229274611398964,50.239234449760765,26.85185185185185,75.24752475247524,0.3404255319148936,31.720602593265067,2.2028976444472144,2.7971023555527856,-1.1332563438291565,0.1099553394765108
UPHSD,68.15908314390997,69.96329416830758,-1.8042110243976168,74.8249501718,14.490599687894777,12.632830497139036,18.17575550504266,20.84866072637246,9.88974931892027,9.900990099009901,39.795918367346935,43.33639237279495,0.8667278474558989,50.12658227848101,33.333333333333336,67.52577319587628,0.32653061224489793,32.02693207353958,1.9849521729446038,3.015047827055396,-1.6705305877662846,0.1342387543252595
LPU,77.0416115262843,79.06311153717805,-2.021500010893746,83.4776151821,16.501650165016503,11.941983672051416,16.471481570245427,22.760592715248226,7.7865185604796565,4.639175257731959,48.42657342657343,52.03908241291419,1.0407816482582837,45.61933534743203,23.270440251572328,66.27906976744185,0.34615384615384615,33.33489550581289,1.5914190492889868,2.408580950711013,-0.49156279084134563,0.1435541313568326
EAC,64.64007828765102,66.71308371378561,-2.0730054261345856,79.5945818182,15.366680796947858,10.774339409354244,15.327676484146599,21.860784493782855,9.297115244482363,10.222222222222221,37.11484593837535,41.01300937440214,0.8202601874880429,44.31818181818182,25.454545454545453,63.18181818181818,0.38935574229691877,29.609102721749665,1.8817573894088486,3.1182426105911514,-0.2872729734987935,0.10935069571352073
SSCR,74.03497997001807,79.66018678146553,-5.625206811447455,82.6636274161,12.494793835901707,9.891711786755518,13.790829602258269,17.419995287063077,11.613330191375384,3.225806451612903,39.974619289340104,45.61309364099812,0.9122618728199624,47.20812182741117,32.57918552036199,65.89595375722543,0.30710659898477155,30.559991205144577,1.1827249100797432,3.8172750899202565,-0.8505677973759698,0.13152393310265284
JRU,74.00712757403987,80.00770548544851,-6.000577911408641,74.9927768031,15.43890604322894,12.314365534480226,17.868387558416835,22.402157535925582,9.067539955017498,12.149532710280374,41.940298507462686,47.0642108476646,0.941284216953292,49.14772727272727,32.63157894736842,68.51851851851852,0.3940298507462687,33.679979843256994,1.1157659720137683,3.8842340279862317,-1.1459195692781394,0.11342585829072316
