TEAM,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
CSB,17.2,42.4,5.4,28.2,10.8,19.4,12.4,22.2,11.2,12.4,7.2,3.8,19.4,19.4,-13.0,14,5.0,200.0,22.6,70.6,32.0113314448,40.5660377358,19.1489361702,55.6701030928,61.4,34.6,11.0
SBU,14.6,37.8,8.6,34.8,12.2,19.2,12.8,24.6,14.0,9.4,6.8,2.6,23.8,19.0,-5.0,25,5.0,200.0,23.2,72.6,31.955922865,38.6243386243,24.7126436782,63.5416666667,67.2,37.4,9.4
MU,17.75,44.5,5.5,21.25,15.75,24.0,9.75,29.25,14.75,14.75,7.5,3.25,17.75,22.25,-2.75,13,4.0,200.0,23.25,65.75,35.36121673,39.8876404494,25.8823529412,65.625,67.75,39.0,10.75
League,19.583333333333336,43.520833333333336,6.833333333333333,26.145833333333336,15.145833333333334,23.895833333333336,12.395833333333334,27.458333333333336,15.354166666666668,13.229166666666668,7.5,3.5000000000000004,21.895833333333332,21.5,0.0,32,4.8,200.0,26.416666666666668,69.66666666666667,37.9186602871,44.9976065103,26.1354581673,63.3827375763,74.81250000000001,39.85416666666667,11.0
CSJL,20.8,46.4,6.6,26.6,14.2,22.6,13.6,22.4,15.0,11.2,8.8,3.4,21.4,21.4,1.0,25,5.0,200.0,27.4,73.0,37.5342465753,44.8275862069,24.8120300752,62.8318584071,75.6,36.0,12.2
AU,20.0,45.2,8.4,27.6,15.8,21.8,10.0,31.6,18.0,15.6,7.0,5.0,24.0,18.4,1.2,52,5.0,200.0,28.4,72.8,39.010989011,44.2477876106,30.4347826087,72.4770642202,81.0,41.6,12.0
UPHSD,18.4,40.4,7.0,26.4,12.0,21.6,12.6,26.8,14.0,13.2,9.2,2.6,20.4,19.0,1.8,26,5.0,200.0,25.4,66.8,38.0239520958,45.5445544554,26.5151515152,55.5555555556,69.8,39.4,11.8
EAC,18.4,45.0,6.2,26.0,15.4,27.6,16.2,32.8,15.4,14.0,7.2,3.0,23.2,22.8,2.2,40,5.0,200.0,24.6,71.0,34.6478873239,40.8888888889,23.8461538462,55.7971014493,70.8,49.0,10.2
LPU,25.0,48.5,7.25,25.25,16.25,25.75,14.5,30.5,18.5,13.0,7.25,3.5,21.75,23.5,2.25,28,4.0,200.0,32.25,73.75,43.7288135593,51.5463917526,28.7128712871,63.1067961165,88.0,45.0,10.75
JRU,22.0,42.8,6.8,21.0,15.6,22.2,10.2,25.6,14.0,12.8,8.2,4.0,24.0,20.0,6.0,56,5.0,200.0,28.8,63.8,45.1410658307,51.4018691589,32.380952381,70.2702702703,80.0,35.8,12.2
SSCR,22.4,43.4,6.4,23.2,23.8,35.2,11.8,29.8,19.2,16.2,5.8,3.8,22.4,29.8,6.2,41,5.0,200.0,28.8,66.6,43.2432432432,51.6129032258,27.5862068966,67.6136363636,87.8,41.6,9.6
