TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%,W%
MU,201.38888888888889,26.666666666666668,67.44444444444444,18.11111111111111,38.22222222222222,8.555555555555555,29.22222222222222,14.444444444444445,22.77777777777778,76.33333333333333,12.166666666666666,26.72222222222222,38.888888888888886,17.22222222222222,13.555555555555555,7.777777777777778,2.4444444444444446,10.222222222222221,23.22222222222222,19.77777777777778,4.344444444444445,180.0,18,15,3,39.5387149918,47.3837209302,29.2775665399,63.4146341463,0.8333333333333334
CSB,202.77777777777777,29.833333333333332,68.11111111111111,22.5,42.22222222222222,7.333333333333333,25.88888888888889,12.666666666666666,21.27777777777778,79.66666666666667,13.222222222222221,30.88888888888889,44.111111111111114,18.555555555555557,14.833333333333334,6.555555555555555,3.7222222222222223,10.277777777777779,19.055555555555557,19.5,9.333333333333334,193.0,18,14,4,43.8009787928,53.2894736842,28.3261802575,59.5300261097,0.7777777777777778
LPU,202.77777777777777,28.11111111111111,68.5,20.833333333333332,40.666666666666664,7.277777777777778,27.833333333333332,17.5,25.055555555555557,81.0,9.5,26.0,35.5,17.333333333333332,11.722222222222221,7.722222222222222,1.8888888888888888,9.61111111111111,19.77777777777778,22.27777777777778,0.1111111111111111,125.0,18,10,8,41.0381184104,51.2295081967,26.1477045908,69.844789357,0.5555555555555556
SBU,202.77777777777777,24.38888888888889,63.333333333333336,15.777777777777779,36.5,8.61111111111111,26.833333333333332,12.833333333333334,21.0,70.22222222222223,10.722222222222221,28.27777777777778,39.0,14.5,11.944444444444445,5.055555555555555,2.388888888888889,7.444444444444445,17.88888888888889,19.22222222222222,3.7777777777777777,133.0,18,10,8,38.5087719298,43.2267884323,32.0910973085,61.1111111111,0.5555555555555556
EAC,201.38888888888889,26.22222222222222,72.0,18.72222222222222,44.55555555555556,7.5,27.444444444444443,13.555555555555555,23.88888888888889,73.5,12.277777777777779,27.833333333333332,40.111111111111114,17.444444444444443,12.722222222222221,7.222222222222222,3.9444444444444446,11.166666666666666,21.666666666666668,21.11111111111111,-0.911111111111111,125.0,18,9,9,36.4197530864,42.0199501247,27.3279352227,56.7441860465,0.5
League,203.05555555555554,26.994444444444444,68.60555555555555,20.022222222222222,42.75555555555556,6.972222222222222,25.85,14.716666666666665,22.85,75.67777777777778,11.5,26.794444444444444,38.294444444444444,16.744444444444444,13.338888888888889,7.577777777777778,3.0277777777777777,10.605555555555556,20.822222222222223,20.561111111111114,-0.0011111111111111111,116.2,18,9,9,39.3473155721,46.8295218295,26.9718461208,64.405543399,0.5
CSJL,206.94444444444446,26.38888888888889,65.5,19.11111111111111,38.77777777777778,7.277777777777778,26.72222222222222,14.5,19.61111111111111,74.55555555555556,8.666666666666666,28.055555555555557,36.72222222222222,16.055555555555557,15.277777777777779,6.388888888888889,4.0,10.38888888888889,20.72222222222222,19.38888888888889,-2.1666666666666665,100.0,18,8,10,40.288379983,49.2836676218,27.2349272349,73.9376770538,0.4444444444444444
AU,202.77777777777777,27.77777777777778,71.77777777777777,23.72222222222222,52.05555555555556,4.055555555555555,19.72222222222222,15.61111111111111,27.22222222222222,75.22222222222223,12.666666666666666,25.444444444444443,38.111111111111114,15.055555555555555,12.38888888888889,10.0,3.2777777777777777,13.277777777777779,20.38888888888889,23.61111111111111,-3.2777777777777777,88.0,18,7,11,38.6996904025,45.5709711846,20.5633802817,57.3469387755,0.3888888888888889
UPHSD,205.55555555555554,24.166666666666668,64.55555555555556,18.5,41.833333333333336,5.666666666666667,22.72222222222222,13.222222222222221,21.166666666666668,67.22222222222223,11.555555555555555,27.77777777777778,39.333333333333336,17.61111111111111,15.222222222222221,7.611111111111111,3.8333333333333335,11.444444444444445,17.61111111111111,19.5,-2.3333333333333335,79.0,18,7,11,37.4354561102,44.2231075697,24.9388753056,62.467191601,0.3888888888888889
SSCR,204.16666666666666,29.61111111111111,76.83333333333333,21.38888888888889,45.44444444444444,8.222222222222221,31.38888888888889,15.333333333333334,21.166666666666668,82.77777777777777,12.055555555555555,23.72222222222222,35.77777777777778,15.5,11.61111111111111,9.833333333333334,1.3333333333333333,11.166666666666666,25.555555555555557,19.0,-4.222222222222222,81.0,18,6,12,38.539407086,47.0660146699,26.1946902655,72.4409448819,0.3333333333333333
JRU,200.0,26.77777777777778,68.0,21.555555555555557,47.27777777777778,5.222222222222222,20.72222222222222,17.5,25.333333333333332,76.27777777777777,12.166666666666666,23.22222222222222,35.388888888888886,18.166666666666668,14.11111111111111,7.611111111111111,3.4444444444444446,11.055555555555555,22.333333333333332,22.22222222222222,-4.666666666666667,58.0,18,4,14,39.3790849673,45.5934195065,25.2010723861,69.0789473684,0.2222222222222222
