TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%,W%
CSB,212.5,29.0,69.5,24.0,45.0,5.0,24.5,11.0,19.0,74.0,14.0,32.0,46.0,15.5,14.0,7.0,4.5,11.5,18.0,21.5,9.0,25,2.0,2.0,0.0,41.726618705,53.3333333333,20.4081632653,57.8947368421,1.0
SSCR,200.0,33.5,82.0,28.5,51.0,5.0,31.0,21.0,28.5,93.0,17.0,23.0,40.0,18.0,8.0,8.5,0.5,9.0,28.0,26.5,4.5,26,2.0,2.0,0.0,40.8536585366,55.8823529412,16.1290322581,73.6842105263,1.0
UPHSD,200.0,29.0,67.0,24.0,44.0,5.0,23.0,19.0,29.0,82.0,17.0,25.0,42.0,16.0,12.0,8.0,5.0,13.0,26.0,22.0,16.0,15,1.0,1.0,0.0,43.2835820896,54.5454545455,21.7391304348,65.5172413793,1.0
CSJL,200.0,26.5,56.0,21.5,35.5,5.0,20.5,19.0,25.5,77.0,8.5,25.5,34.0,15.0,16.5,6.0,5.0,11.0,23.5,24.0,0.5,13,2.0,1.0,1.0,47.3214285714,60.5633802817,24.3902439024,74.5098039216,0.5
EAC,212.5,24.5,74.0,16.5,48.5,8.0,25.5,19.5,31.0,76.5,8.0,34.0,42.0,20.0,11.0,5.5,6.5,12.0,22.5,27.0,2.0,14,2.0,1.0,1.0,33.1081081081,34.0206185567,31.3725490196,62.903225806500004,0.5
MU,200.0,23.5,70.0,16.0,38.5,7.5,31.5,12.5,20.5,67.0,14.0,28.5,42.5,16.0,14.0,9.5,2.0,11.5,24.5,16.5,-5.0,12,2.0,1.0,1.0,33.5714285714,41.5584415584,23.8095238095,60.9756097561,0.5
SBU,212.5,26.0,68.0,17.5,40.5,8.5,27.5,11.5,22.5,72.0,16.0,31.5,47.5,13.5,12.0,4.5,4.5,9.0,22.0,23.0,5.5,15,2.0,1.0,1.0,38.2352941176,43.2098765432,30.9090909091,51.1111111111,0.5
League,205.55555555555554,26.444444444444443,69.83333333333333,20.055555555555557,43.77777777777778,6.388888888888888,26.055555555555554,16.555555555555557,25.833333333333332,75.83333333333333,12.999999999999998,28.22222222222222,41.22222222222222,16.055555555555554,12.333333333333332,6.555555555555555,3.333333333333333,9.88888888888889,23.722222222222225,23.499999999999996,0.0,12,1.8,0.9,0.9,37.8679395386,45.8121827411,24.5202558635,64.0860215054,0.5
AU,225.0,32.0,86.0,28.0,67.0,4.0,19.0,12.0,29.0,80.0,14.0,43.0,57.0,14.0,10.0,7.0,0.0,7.0,28.0,26.0,-7.0,0,1.0,0.0,1.0,37.2093023256,41.7910447761,21.0526315789,41.3793103448,0.0
JRU,200.0,19.5,62.0,13.5,40.5,6.0,21.5,19.0,28.0,64.0,13.0,19.0,32.0,14.0,12.5,6.0,4.0,10.0,21.5,24.0,-12.0,0,2.0,0.0,2.0,31.4516129032,33.3333333333,27.9069767442,67.8571428571,0.0
LPU,200.0,25.0,70.5,17.0,39.0,8.0,31.5,20.0,28.5,78.0,11.0,26.5,37.5,17.5,12.0,4.5,0.5,5.0,26.5,25.0,-9.0,0,2.0,0.0,2.0,35.4609929078,43.5897435897,25.3968253968,70.1754385965,0.0
