TEAM,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
CSB,18.166666666666668,42.5,5.666666666666667,28.833333333333332,10.833333333333334,19.333333333333332,11.666666666666666,21.0,11.5,11.833333333333334,7.166666666666667,3.1666666666666665,19.0,19.333333333333332,-15.0,14.0,6.0,200.0,23.833333333333332,71.33333333333333,33.411214953300004,42.7450980392,19.6531791908,56.0344827586,64.16666666666667,32.666666666666664,10.333333333333334
SBU,15.833333333333334,38.666666666666664,8.166666666666666,33.166666666666664,11.833333333333334,18.333333333333332,11.833333333333334,24.833333333333332,14.333333333333334,9.333333333333334,6.5,2.6666666666666665,22.833333333333332,19.333333333333332,-3.8333333333333335,38.0,6.0,200.0,24.0,71.83333333333333,33.4106728538,40.9482758621,24.6231155779,64.5454545455,68.0,36.666666666666664,9.166666666666666
MU,17.428571428571427,41.57142857142857,6.571428571428571,21.857142857142858,19.714285714285715,28.142857142857142,9.428571428571429,26.714285714285715,15.142857142857142,13.428571428571429,7.428571428571429,3.0,19.142857142857142,23.142857142857142,-3.142857142857143,23.0,7.0,200.0,24.0,63.42857142857143,37.8378378378,41.9243986254,30.0653594771,70.0507614213,74.28571428571429,36.142857142857146,10.428571428571429
CSJL,20.714285714285715,49.0,6.714285714285714,28.0,13.285714285714286,20.857142857142858,14.714285714285714,23.285714285714285,16.142857142857142,11.142857142857142,8.857142857142858,3.142857142857143,20.285714285714285,20.428571428571427,-0.8571428571428571,25.0,7.0,200.0,27.428571428571427,77.0,35.6215213358,42.2740524781,23.9795918367,63.698630137,74.85714285714286,38.0,12.0
League,20.058823529411764,43.44117647058823,6.985294117647059,26.455882352941178,15.352941176470589,23.544117647058822,12.014705882352942,27.441176470588236,15.794117647058824,13.191176470588236,7.4411764705882355,3.235294117647059,21.352941176470587,21.044117647058822,0.0,44.6,6.8,200.0,27.044117647058826,69.89705882352942,38.6913528298,46.1746784022,26.403557532,65.2092442224,76.4264705882353,39.45588235294118,10.676470588235293
AU,20.0,44.57142857142857,8.0,26.142857142857142,17.0,24.285714285714285,10.142857142857142,30.571428571428573,17.571428571428573,15.428571428571429,7.142857142857143,4.285714285714286,23.0,19.857142857142858,1.0,66.0,7.0,200.0,28.0,70.71428571428571,39.595959596,44.8717948718,30.6010928962,70.0,81.0,40.714285714285715,11.428571428571429
UPHSD,18.428571428571427,41.857142857142854,7.0,30.142857142857142,11.142857142857142,18.857142857142858,13.714285714285714,28.571428571428573,14.142857142857142,13.142857142857142,9.142857142857142,2.5714285714285716,19.142857142857142,17.142857142857142,1.4285714285714286,38.0,7.0,200.0,25.428571428571427,72.0,35.3174603175,44.0273037543,23.2227488152,59.0909090909,69.0,42.285714285714285,11.714285714285714
EAC,18.714285714285715,42.857142857142854,6.714285714285714,26.285714285714285,16.285714285714285,26.0,13.857142857142858,32.285714285714285,16.428571428571427,14.428571428571429,6.714285714285714,3.4285714285714284,22.142857142857142,22.571428571428573,1.5714285714285714,53.0,7.0,200.0,25.428571428571427,69.14285714285714,36.7768595041,43.6666666667,25.5434782609,62.6373626374,73.85714285714286,46.142857142857146,10.142857142857142
LPU,24.285714285714285,44.42857142857143,8.285714285714286,27.0,16.0,25.428571428571427,13.428571428571429,29.857142857142858,18.714285714285715,13.142857142857142,6.428571428571429,3.2857142857142856,22.0,21.571428571428573,3.0,57.0,7.0,200.0,32.57142857142857,71.42857142857143,45.6,54.6623794212,30.687830687800002,62.9213483146,89.42857142857143,43.285714285714285,9.714285714285714
JRU,23.714285714285715,45.714285714285715,6.571428571428571,21.714285714285715,15.285714285714286,21.714285714285715,11.142857142857142,24.285714285714285,13.857142857142858,13.571428571428571,8.571428571428571,3.4285714285714284,24.714285714285715,19.857142857142858,4.857142857142857,69.0,7.0,200.0,30.285714285714285,67.42857142857143,44.9152542373,51.875,30.2631578947,70.3947368421,82.42857142857143,35.42857142857143,12.0
SSCR,22.428571428571427,42.42857142857143,6.142857142857143,22.714285714285715,21.0,31.142857142857142,10.142857142857142,31.714285714285715,19.285714285714285,15.714285714285714,6.285714285714286,3.2857142857142856,21.142857142857142,26.714285714285715,8.285714285714286,63.0,7.0,200.0,28.571428571428573,65.14285714285714,43.8596491228,52.861952862,27.0440251572,67.4311926606,84.28571428571429,41.857142857142854,9.571428571428571
