,TEAM,MINS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP
A. Acop,AU,35.083333333300004,3.0,10.0,30.0,3.0,7.0,42.857142857142854,0.0,3.0,0.0,1.0,2.0,50.0,7.0,3.0,3.0,6.0,6.0,1.0,3.0,0.0,3.0,3.0,3.0,9.0,1.0,5.0
J. Dela Cruz,AU,9.583333333399999,1.0,4.0,25.0,1.0,4.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-9.0,1.0,3.0
J. Espiritu,AU,10.2999999999,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,-24.0,0.0,5.0
J. Libang,AU,40.083333333400006,6.0,12.0,50.0,6.0,12.0,50.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,4.0,6.0,10.0,2.0,2.0,2.0,0.0,2.0,7.0,5.0,-10.0,2.0,6.0
E. Geronimo,AU,117.56666666669999,18.0,29.0,62.06896551724138,16.0,25.0,64.0,2.0,4.0,50.0,5.0,7.0,71.42857142857143,43.0,4.0,9.0,13.0,4.0,6.0,1.0,1.0,2.0,9.0,7.0,37.0,2.0,7.0
J. Ongotan,AU,174.24999999989998,36.0,94.0,38.297872340425535,33.0,69.0,47.82608695652174,3.0,25.0,12.0,18.0,21.0,85.71428571428571,93.0,16.0,20.0,36.0,18.0,10.0,14.0,1.0,15.0,17.0,20.0,19.0,2.0,7.0
B. Rosalin,AU,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.0,1.0,2.0
L. Capulong,AU,150.2666666667,28.0,63.0,44.44444444444444,27.0,57.0,47.36842105263158,1.0,6.0,16.666666666666668,17.0,29.0,58.62068965517241,74.0,6.0,32.0,38.0,8.0,4.0,7.0,8.0,15.0,17.0,28.0,-12.0,2.0,7.0
C. Hernal,AU,135.5,15.0,37.0,40.54054054054054,15.0,34.0,44.11764705882353,0.0,3.0,0.0,19.0,31.0,61.29032258064516,49.0,21.0,27.0,48.0,11.0,8.0,9.0,7.0,16.0,16.0,19.0,28.0,2.0,7.0
J. Camay,AU,118.03333333319999,17.0,35.0,48.57142857142857,14.0,23.0,60.869565217391305,3.0,12.0,25.0,4.0,7.0,57.142857142857146,41.0,2.0,10.0,12.0,12.0,11.0,5.0,0.0,5.0,17.0,8.0,-5.0,2.0,7.0
M. Vinoya,AU,181.73333333339997,31.0,70.0,44.285714285714285,19.0,41.0,46.34146341463415,12.0,29.0,41.37931034482759,10.0,21.0,47.61904761904762,84.0,4.0,28.0,32.0,10.0,16.0,8.0,2.0,10.0,16.0,16.0,-13.0,2.0,7.0
R. Abiera,AU,74.6666666666,9.0,32.0,28.125,3.0,13.0,23.076923076923077,6.0,19.0,31.57894736842105,9.0,12.0,75.0,33.0,2.0,8.0,10.0,1.0,3.0,3.0,0.0,3.0,2.0,7.0,-18.0,2.0,6.0
T. Valencia,AU,179.13333333330002,30.0,75.0,40.0,29.0,58.0,50.0,1.0,17.0,5.882352941176471,10.0,23.0,43.47826086956522,71.0,4.0,22.0,26.0,13.0,12.0,7.0,1.0,8.0,12.0,22.0,-13.0,2.0,7.0
W. Miller,AU,64.2000000001,7.0,20.0,35.0,7.0,16.0,43.75,0.0,4.0,0.0,1.0,1.0,100.0,15.0,2.0,3.0,5.0,2.0,6.0,4.0,0.0,4.0,6.0,6.0,-11.0,2.0,7.0
G. Borromeo,AU,110.25,12.0,27.0,44.44444444444444,12.0,24.0,50.0,0.0,3.0,0.0,1.0,5.0,20.0,25.0,8.0,21.0,29.0,12.0,7.0,4.0,0.0,4.0,11.0,8.0,-7.0,2.0,7.0
A. De Leon,AU,22.8333333333,2.0,4.0,50.0,1.0,2.0,50.0,1.0,2.0,50.0,1.0,2.0,50.0,6.0,1.0,2.0,3.0,5.0,1.0,2.0,0.0,2.0,3.0,3.0,8.0,1.0,4.0
X. Estacio,AU,22.05,2.0,6.0,33.333333333333336,2.0,6.0,33.333333333333336,0.0,0.0,0.0,1.0,2.0,50.0,5.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-8.0,1.0,5.0
