TEAM,MINS,FGM,FGA,2PM,2PA,3PM,3PA,FTM,FTA,PTS,OFF,DEF,REB,AST,TO,STL,BLK,STK,PF,Fls on:,+/-,GW,GP,W,L,FG%,2P%,3P%,FT%
AU,1450.0,217.0,520.0,188.0,393.0,29.0,127.0,97.0,167.0,560.0,78.0,196.0,274.0,107.0,89.0,69.0,20.0,89.0,143.0,156.0,-7.0,27.0,7.0,2.0,5.0,41.73076923076923,47.837150127226465,22.834645669291337,58.08383233532934
CSB,1225.0,184.0,424.0,145.0,270.0,39.0,154.0,68.0,111.0,475.0,85.0,193.0,278.0,94.0,87.0,44.0,22.0,66.0,116.0,112.0,90.0,70.0,6.0,5.0,1.0,43.39622641509434,53.7037037037037,25.324675324675326,61.26126126126126
CSJL,1475.0,184.0,457.0,135.0,267.0,49.0,190.0,113.0,145.0,530.0,74.0,199.0,273.0,105.0,113.0,45.0,36.0,81.0,147.0,138.0,6.0,66.0,7.0,5.0,2.0,40.26258205689278,50.561797752808985,25.789473684210527,77.93103448275862
EAC,1225.0,139.0,436.0,95.0,262.0,44.0,174.0,94.0,160.0,416.0,72.0,156.0,228.0,103.0,70.0,47.0,24.0,71.0,139.0,135.0,-13.0,27.0,6.0,2.0,4.0,31.880733944954127,36.25954198473283,25.28735632183908,58.75
JRU,1400.0,177.0,467.0,135.0,321.0,42.0,146.0,147.0,209.0,543.0,88.0,159.0,247.0,120.0,100.0,53.0,35.0,88.0,141.0,171.0,-34.0,29.0,7.0,2.0,5.0,37.901498929336185,42.05607476635514,28.767123287671232,70.33492822966507
LPU,1225.0,182.0,421.0,131.0,251.0,51.0,170.0,102.0,153.0,517.0,51.0,154.0,205.0,106.0,73.0,40.0,10.0,50.0,134.0,132.0,-19.0,37.0,6.0,3.0,3.0,43.23040380047506,52.191235059760956,30.0,66.66666666666667
MU,1400.0,192.0,479.0,133.0,266.0,59.0,213.0,99.0,152.0,542.0,87.0,186.0,273.0,110.0,86.0,52.0,14.0,66.0,166.0,132.0,22.0,60.0,7.0,5.0,2.0,40.08350730688935,50.0,27.699530516431924,65.13157894736842
SBU,1225.0,148.0,376.0,99.0,224.0,49.0,152.0,86.0,150.0,431.0,74.0,189.0,263.0,77.0,80.0,28.0,17.0,45.0,116.0,137.0,23.0,42.0,6.0,3.0,3.0,39.361702127659576,44.19642857142857,32.23684210526316,57.333333333333336
SSCR,1400.0,180.0,527.0,134.0,300.0,46.0,227.0,126.0,167.0,532.0,93.0,162.0,255.0,94.0,80.0,63.0,9.0,72.0,190.0,147.0,-58.0,26.0,7.0,2.0,5.0,34.15559772296015,44.666666666666664,20.26431718061674,75.44910179640719
UPHSD,1475.0,175.0,496.0,134.0,318.0,41.0,178.0,82.0,136.0,473.0,88.0,212.0,300.0,120.0,101.0,54.0,27.0,81.0,121.0,132.0,-10.0,48.0,7.0,4.0,3.0,35.28225806451613,42.138364779874216,23.03370786516854,60.294117647058826
League,1350.0,177.8,460.3,132.9,287.2,44.9,173.1,101.4,155.0,501.9,79.0,180.6,259.6,103.6,87.9,49.5,21.4,70.9,141.3,139.2,0.0,43.2,6.6,3.3,3.3,38.6269824027808,46.27437325905293,25.93876372039284,65.41935483870968
