,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
MU,319.0,715.0,99.0,364.0,292.0,451.0,158.0,420.0,253.0,231.0,127.0,48.0,336.0,384.0,-72.0,35.0,17.0,3400.0,418.0,1079.0,38.739573679332715,44.61538461538461,27.197802197802197,64.7450110864745,1227.0,578.0,175.0
LPU,399.0,770.0,137.0,487.0,247.0,399.0,226.0,515.0,353.0,249.0,117.0,57.0,404.0,352.0,-2.0,102.0,18.0,3600.0,536.0,1257.0,42.6412092283214,51.81818181818182,28.13141683778234,61.904761904761905,1456.0,741.0,174.0
SSCR,394.0,728.0,124.0,400.0,336.0,528.0,177.0,536.0,371.0,289.0,111.0,59.0,329.0,433.0,84.6,159.0,17.0,3400.0,518.0,1128.0,45.92198581560284,54.120879120879124,31.0,63.63636363636363,1496.0,713.0,170.0
JRU,404.0,752.0,99.0,365.0,279.0,427.0,176.0,417.0,241.0,234.0,143.0,60.0,393.0,379.0,77.2,167.0,17.0,3400.0,503.0,1117.0,45.0313339301701,53.723404255319146,27.123287671232877,65.33957845433255,1384.0,593.0,203.0
CSB,355.0,804.0,114.0,467.0,214.0,352.0,196.0,396.0,240.0,188.0,153.0,51.0,356.0,342.0,-168.0,45.0,18.0,3600.0,469.0,1271.0,36.900078678206135,44.15422885572139,24.411134903640257,60.79545454545455,1266.0,592.0,204.0
CSJL,384.0,863.0,120.0,481.0,253.0,385.0,256.0,460.0,331.0,212.0,154.0,47.0,355.0,367.0,39.0,125.0,18.0,3600.0,504.0,1344.0,37.5,44.495944380069524,24.948024948024948,65.71428571428571,1381.0,716.0,201.0
AU,365.0,781.0,116.0,395.0,260.0,377.0,192.0,521.0,310.0,278.0,122.0,56.0,406.0,336.0,53.0,135.0,17.0,3400.0,481.0,1176.0,40.90136054421769,46.73495518565941,29.367088607594937,68.96551724137932,1338.0,713.0,178.0
EAC,308.0,731.0,126.0,482.0,279.0,435.0,238.0,523.0,286.0,227.0,119.0,58.0,364.0,373.0,23.0,125.0,17.0,3400.0,434.0,1213.0,35.77906018136851,42.13406292749658,26.141078838174273,64.13793103448276,1273.0,761.0,177.0
SBU,275.0,641.0,128.0,503.0,183.0,282.0,168.0,421.0,238.0,170.0,100.0,44.0,330.0,305.0,-77.0,85.0,17.0,3400.0,403.0,1144.0,35.22727272727273,42.90171606864275,25.447316103379723,64.8936170212766,1117.0,589.0,144.0
UPHSD,286.0,665.0,159.0,560.0,203.0,329.0,215.0,448.0,289.0,243.0,170.0,39.0,358.0,313.0,42.0,144.0,18.0,3600.0,445.0,1225.0,36.326530612244895,43.00751879699248,28.392857142857142,61.702127659574465,1252.0,663.0,209.0
League,348.9,745.0,122.2,450.4,254.6,396.5,200.2,465.7,291.2,232.1,131.6,51.9,363.1,358.4,-0.019999999999998862,112.2,17.4,3480.0,471.09999999999997,1195.4,39.40940271038983,46.83221476510067,27.131438721136767,64.21185372005044,1319.0,665.9,183.5
