TEAM,2PM,2PA,3PM,3PA,FTM,FTA,OFF,DEF,AST,TO,STL,BLK,PF,Fls on:,+/-,GW,GP,MINS,FGM,FGA,FG%,2P%,3P%,FT%,PTS,REB,STK
CSB,20.75,46.0,5.666666666666667,26.5,12.166666666666666,20.333333333333332,12.083333333333334,20.5,12.583333333333334,11.416666666666666,9.416666666666666,3.25,19.583333333333332,19.25,-12.416666666666666,25,12.0,200.0,26.416666666666668,72.5,36.4367816092,45.1086956522,21.3836477987,59.8360655738,70.66666666666667,32.583333333333336,12.666666666666666
SBU,15.538461538461538,38.07692307692308,7.615384615384615,30.692307692307693,10.923076923076923,16.384615384615383,11.0,25.153846153846153,13.923076923076923,9.76923076923077,6.153846153846154,2.6153846153846154,19.0,17.76923076923077,-3.5384615384615383,62,13.0,200.0,23.153846153846153,68.76923076923077,33.6689038031,40.8080808081,24.8120300752,66.6666666667,64.84615384615384,36.15384615384615,8.76923076923077
MU,18.0,41.53846153846154,6.230769230769231,21.692307692307693,18.384615384615383,28.076923076923077,8.846153846153847,24.615384615384617,14.692307692307692,12.615384615384615,7.615384615384615,2.6923076923076925,20.46153846153846,23.23076923076923,-3.0,35,13.0,200.0,24.23076923076923,63.23076923076923,38.3211678832,43.3333333333,28.7234042553,65.4794520548,73.07692307692308,33.46153846153846,10.307692307692308
League,20.07936507936508,43.333333333333336,7.103174603174604,26.047619047619047,14.658730158730158,22.682539682539684,11.84920634920635,26.80952380952381,16.238095238095237,13.325396825396826,7.650793650793651,3.1428571428571432,20.801587301587304,20.507936507936506,-0.0015873015873015873,82,12.6,200.0,27.182539682539684,69.38095238095238,39.1786776481,46.336996337,27.2699573431,64.6256123163,76.12698412698413,38.65873015873016,10.793650793650794
EAC,18.666666666666668,44.583333333333336,7.583333333333333,26.5,16.916666666666668,26.166666666666668,14.25,30.0,16.916666666666668,14.333333333333334,7.25,3.3333333333333335,22.333333333333332,21.75,0.0,81,12.0,200.0,26.25,71.08333333333333,36.9284876905,41.8691588785,28.6163522013,64.6496815287,77.0,44.25,10.583333333333334
LPU,23.083333333333332,42.916666666666664,7.5,25.833333333333332,13.583333333333334,22.0,12.166666666666666,29.666666666666668,18.416666666666668,14.333333333333334,6.5,3.4166666666666665,21.25,19.833333333333332,0.9166666666666666,81,12.0,200.0,30.583333333333332,68.75,44.4848484848,53.786407767,29.0322580645,61.7424242424,82.25,41.833333333333336,9.916666666666666
CSJL,21.153846153846153,47.61538461538461,7.230769230769231,28.153846153846153,13.076923076923077,20.0,14.0,25.23076923076923,17.0,10.923076923076923,9.0,2.6923076923076925,19.923076923076923,19.923076923076923,1.6923076923076923,73,13.0,200.0,28.384615384615383,75.76923076923077,37.461928934,44.4264943457,25.6830601093,65.3846153846,77.07692307692308,39.23076923076923,11.692307692307692
UPHSD,15.692307692307692,37.61538461538461,8.153846153846153,30.615384615384617,11.23076923076923,18.153846153846153,12.692307692307692,25.923076923076923,14.692307692307692,13.153846153846153,8.923076923076923,2.4615384615384617,18.307692307692307,17.53846153846154,1.6923076923076923,103,13.0,200.0,23.846153846153847,68.23076923076923,34.9492671928,41.717791411,26.6331658291,61.8644067797,67.07692307692308,38.61538461538461,11.384615384615385
AU,20.846153846153847,45.69230769230769,7.076923076923077,23.846153846153847,17.0,24.615384615384617,11.615384615384615,29.923076923076923,18.23076923076923,15.923076923076923,7.538461538461538,3.6153846153846154,23.46153846153846,20.692307692307693,2.769230769230769,107,13.0,200.0,27.923076923076923,69.53846153846153,40.1548672566,45.6228956229,29.6774193548,69.0625,79.92307692307692,41.53846153846154,11.153846153846153
JRU,24.083333333333332,45.75,6.333333333333333,23.0,13.333333333333334,20.583333333333332,11.166666666666666,24.75,13.833333333333334,13.583333333333334,8.333333333333334,3.6666666666666665,23.416666666666668,19.666666666666668,4.8500000000000005,120,12.0,200.0,30.416666666666668,68.75,44.2424242424,52.6411657559,27.5362318841,64.7773279352,80.5,35.916666666666664,12.0
SSCR,23.46153846153846,44.0,7.538461538461538,23.46153846153846,19.76923076923077,30.384615384615383,10.846153846153847,32.15384615384615,21.846153846153847,17.23076923076923,5.846153846153846,3.769230769230769,20.53846153846154,25.307692307692307,6.507692307692308,133,13.0,200.0,31.0,67.46153846153847,45.9521094641,53.3216783217,32.131147541,65.0632911392,89.3076923076923,43.0,9.615384615384615
