TEAM,OFF,DEF,NET,PACE,hAST%,hTO%,TOR,AR,STL%,BLK%,EFG%,TS%,PPWS,REB%,OREB%,DREB%,FTR,FFI,Py-W,Py-L,PPR,HHI
CSB,79.92997703595752,67.9845742492397,11.945402786717821,77.9588613818,16.050770732861917,14.201603597739577,20.52364505637425,23.195994673089647,9.192882681500965,8.876811594202898,50.90470446320868,52.865444981759566,1.0573088996351914,57.956989247311824,40.14598540145985,72.06165703275529,0.31242460796139926,38.208359249089995,11.162521957425177,0.8374780425748227,-1.93204038636634,0.0953401830365721
SBU,72.198791986126,68.46297147840744,3.7358205077185573,71.0378388995,13.754173954523772,12.164096040705996,16.56755181683881,18.733244864791597,7.146787058244193,6.8686868686868685,44.9569495694957,47.70336982185019,0.9540673964370037,52.42914979757085,29.677419354838708,72.65774378585085,0.33210332103321033,33.041701468473875,9.1076031206089,3.8923968793911,-1.5599197493391173,0.12125832414930136
MU,75.05743029207022,72.09763273758008,2.9597975544901374,76.0187127186,14.741909753874204,12.747835004557887,18.112949136879767,20.946259616391686,10.017776338274285,5.7407407407407405,45.34231200897867,48.56800502867919,0.9713601005735838,54.54545454545455,35.483870967741936,75.05422993492408,0.32435465768799104,34.62725614667967,8.52271334547602,4.477286654523979,-1.6018237200750551,0.1312547220640391
EAC,71.82551246656975,71.82551246656975,0.0,80.4031854654,15.765765765765765,11.479221156640511,16.375802265105367,22.490817034986485,9.742565904556358,8.598130841121495,42.89017341040463,46.13541042540444,0.9227082085080887,46.68674698795181,28.712871287128714,65.17311608961303,0.3583815028901734,32.36831673121654,6.0,6.0,-0.5331315951496495,0.10991641835797679
League,73.2604657371793,73.2604657371793,0.0,77.9615890624,14.907625184705914,12.233579024985938,17.09818209239978,20.835545301399616,9.816943142985938,7.252747252747253,44.29764355982612,47.96230219050514,0.9592460438101029,50.0,30.650790392116612,69.3492096078834,0.32692747654998855,33.02767317370355,6.3,6.3,-1.2256809338521402,0.009519060341907663
LPU,76.9519419156589,77.81922814626573,-0.8672862306068225,79.2702542411,15.991471215351812,10.280231495583308,14.191956500838733,22.076376779082473,9.881806748732155,3.6893203883495147,45.798816568047336,50.40280933691386,1.0080561867382771,45.9051724137931,24.89451476793249,67.84140969162996,0.33136094674556216,31.81683290719855,5.463479155007323,6.536520844992677,0.2027816688585987,0.11595925154528353
CSJL,72.60768594313201,74.23765440307986,-1.6299684599478468,77.8684250903,15.274504669634283,14.765354513979807,20.053551355722174,20.745053126609143,7.606519479756686,9.693053311793214,46.39905548996458,50.944023954087996,1.0188804790817598,48.84653961885657,26.62192393736018,66.9090909090909,0.30814639905548996,33.51959080822076,5.357550288766033,7.642449711233967,-2.3146926594670587,0.10731778425655979
UPHSD,66.2435214277219,67.95805962938059,-1.7145382016586836,74.0275584413,15.927289730551172,13.516277982348472,19.223610139809495,22.652686543126862,9.767672179146444,10.020449897750511,40.476190476190474,44.00861533363708,0.8801723066727416,51.02439024390244,30.515463917525775,69.44444444444444,0.2764227642276423,31.245812972348347,5.189445243910069,7.810554756089931,-1.5616696749288135,0.12150588235294117
AU,70.9736388876487,73.52104766128315,-2.5474087736344444,81.5308127388,13.676299939216445,11.32784439409847,15.473149588001844,18.6809976733193,12.359649975781961,6.397306397306397,43.41126461211477,46.188844680223994,0.9237768936044798,47.41966893865628,28.884826325411336,68.54166666666667,0.34962805526036134,32.25417933583406,4.713457043428421,8.28654295657158,-1.1546836473702,0.1028847654444443
JRU,73.11553451858961,77.78591007153918,-4.670375552949565,77.6168845289,15.452835259338888,12.541431514825764,18.03731248035691,22.224545734725478,10.199670747820871,8.925318761384336,41.72749391727494,47.06809322385337,0.9413618644770673,49.76689976689977,33.557046979865774,67.39659367396594,0.39416058394160586,33.82414384209645,3.2492592899566874,8.750740710043313,-1.255551378021551,0.11865648469793708
SSCR,74.00386108725264,79.84989100585533,-5.846029918602682,83.883357118,12.68354226505248,9.52943387109763,13.021745073593403,17.331759288092627,11.737911052253208,3.6713286713286712,41.82879377431907,46.41452136103251,0.9282904272206502,46.04247104247104,29.62962962962963,68.09954751131222,0.2898832684824903,30.26112873128926,2.971188966901469,10.028811033098531,-0.5559056342423779,0.12138962977294399
